"","Clus 1","Clus 2","Clus 3","Clus 4","Clus 5","Clus 6"
"1",6.02155919508963e-05,0.00496388603541687,0.980715499271353,0.00511495211561894,0.00868616132425924,0.000459285661401374
"2",0.00357095534805393,0.00464680663991478,0.00479676450145443,0.00370347602424389,0.00944000663457831,0.973841990851755
"3",0.000527557422717423,0.0402010267631221,0.0696137876489527,0.023054131805727,0.860509938100891,0.00609355825858923
"4",0.00056494862900033,0.037444360479569,0.786248617940141,0.128500822982351,0.0434438355313869,0.00379741443755233
"5",0.000294666613446185,0.00781050779677934,0.0184915808463571,0.966474990175895,0.00549877874524129,0.00142947582228081
"6",0.0189544006934355,0.134400607475731,0.05620793318778,0.716149533056968,0.0411910201310561,0.0330965054550297
"7",0.994402513280404,0.00043806561730229,0.000284189193060238,0.000465437928074967,0.000438189601378293,0.00397160437978028
"8",2.91451436200921e-05,0.0023835293956522,0.990409919766595,0.00151336338246652,0.00542785210884182,0.000236190202824096
"9",0.941817816577648,0.0091416441592921,0.00491146428296547,0.00986020914950946,0.0057747400470437,0.0284941257835412
"10",0.0126120114225951,0.517874135755231,0.110562583082945,0.144533052035607,0.103693751123427,0.110724466580195
"11",0.00014518626706757,0.0110153449697964,0.0200612612297115,0.0037997399723324,0.963119246058385,0.0018592215027076
"12",0.0235691887355998,0.615917310873189,0.0526819488068963,0.084101898774783,0.138646311954179,0.0850833408553529
"13",9.68444937363755e-06,0.000810992119654819,0.99657447178349,0.000423735623685606,0.00210441256363181,7.67034601641472e-05
"14",0.000505590232075494,0.856812964554831,0.0874307081741665,0.0163176161856231,0.0357281920460526,0.00320492880725184
"15",0.00105134657472791,0.0537005800545345,0.396733356449993,0.492821780102728,0.0492262344048653,0.0064667024131512
"16",0.00174216688281108,0.695503458865211,0.0387022597389562,0.0158150253457244,0.232872370478278,0.0153647186890192
"17",0.00143267509468547,0.00156244305386159,0.00128933349198808,0.00123540404179372,0.00358535364726274,0.990894790670408
"18",0.000108676756491158,0.00648756700802424,0.0157003515927731,0.00143186076706954,0.974943954034204,0.00132758984143797
"19",0.128658341701014,0.215616731934149,0.0447368288872037,0.0609124381408022,0.11030039405144,0.439775265285392
"20",0.000129237101842223,0.0072329850176633,0.014854321879492,0.00150390894043491,0.974633958836521,0.0016455882240461
"21",0.991959756920812,0.00108406767828435,0.000543030610620432,0.000968454142199683,0.000803680298631615,0.00464101034945215
