"","Clus 1","Clus 2","Clus 3","Clus 4","Clus 5","Clus 6"
"1",0.000115922589884504,0.000953291404348487,0.00883879364497953,0.0462264203771443,0.942251722525874,0.00161384945776907
"2",8.01537730646731e-05,0.0011283560064449,0.00787953202048072,0.982736893248067,0.00733124013245832,0.000843824819484907
"3",0.00017108087701297,0.997922500472823,0.00100733252313311,0.000289902692271303,0.00021014512348214,0.000399038311277483
"4",0.000109123638773093,0.00161427879073236,0.0124789659276879,0.975870281309953,0.00883699759642274,0.00109035273643116
"5",0.00382825920563838,0.17266039388216,0.717535921111015,0.044330161107727,0.0426190606271317,0.0190262040663275
"6",0.00374294359280639,0.113442560802789,0.167513623495872,0.545818394628573,0.128284921218498,0.0411975562614619
"7",0.35457384100608,0.176209519996867,0.0872998025794254,0.0354513624680337,0.0596511896359114,0.286814284313682
"8",9.11889986736838e-05,0.0014741219011757,0.0132600417777584,0.975409615196803,0.00874586791136852,0.00101916421422087
"9",5.16867482074334e-05,0.000608254113391285,0.00646288825206163,0.981128837757609,0.0111671177555442,0.000581215373186552
"10",0.0191213325424531,0.014545692924372,0.00656723576836382,0.00649206407478525,0.00970157203220286,0.943572102657823
"11",4.81642119287364e-05,0.000347280604935692,0.00244206354021831,0.0108040295084114,0.985609390221944,0.00074907191256174
"12",0.000332193061528858,0.00214264174786841,0.0106207677565342,0.0254812682207868,0.955848706458041,0.00557442275524047
"13",0.999896471101799,3.02811862563415e-05,8.83856783524406e-06,5.31164307705546e-06,6.9449136061268e-06,5.21525874259496e-05
"14",5.43470540586465e-05,0.000592955802711678,0.00582661539096359,0.964726108770167,0.0281065897312188,0.000693383250880577
"15",0.000109123638773093,0.00161427879073236,0.0124789659276879,0.975870281309953,0.00883699759642274,0.00109035273643116
"16",0.000256222879184084,0.00146747376911872,0.00679704588498873,0.016324894990206,0.971377046248502,0.00377731622800054
"17",0.00386693457560191,0.678304838551909,0.22990510962666,0.0409724048710892,0.0235498383535949,0.0234008740211453
"18",0.000159714154109628,0.00266783210751218,0.0246966883727488,0.959353343466189,0.0115616812798353,0.00156074061960541
"19",0.000222985993911769,0.00214796838326529,0.0162729724180132,0.124509569013835,0.853503383166737,0.00334312102423786
"20",0.00366802576150375,0.0951704103673028,0.155011409128222,0.592124801842927,0.106352155304858,0.0476731975951866
"21",0.000372060692007606,0.00359000834775401,0.0439706934424581,0.535395694018967,0.412058315212396,0.00461322828641716
"22",0.932811780357126,0.0121052438871372,0.00432536633609519,0.00246908198477604,0.00333814908238203,0.0449503783524836
"23",0.000159714154109628,0.00266783210751218,0.0246966883727488,0.959353343466189,0.0115616812798353,0.00156074061960541
"24",5.40847601681618e-05,0.000649113060885376,0.00752335994428729,0.981598508647172,0.00960857119523896,0.000566362392247721
"25",0.999896471101799,3.02811862563415e-05,8.83856783524406e-06,5.31164307705546e-06,6.9449136061268e-06,5.21525874259496e-05
"26",0.000256852113565556,0.00226706630269573,0.0221667510966169,0.136888701939806,0.834925070611911,0.00349555793540488
"27",0.000126166963475416,0.00236789706106193,0.981171940001677,0.00963233584703921,0.00581255420612565,0.000889105920621065
"28",0.00364456310040863,0.656497709568995,0.263477874202689,0.0404454134631741,0.020506367629861,0.015428072034872
"29",0.019830832077939,0.125503437058635,0.0649318886160109,0.0757501906354971,0.114943266835981,0.599040384775937
"30",0.0001935481814774,0.00226423652271938,0.0257642606006041,0.841357134723951,0.127996104315399,0.00242471565584889
"31",0.000330492294526253,0.00326544038350216,0.0442105512205777,0.698504366398652,0.249693444147861,0.00399570555488142
"32",0.000163666040066474,0.00135458177979814,0.0123947919798584,0.0945994483960161,0.889237496868714,0.00225001493554667
"33",0.000587151680292095,0.0214115269272241,0.902382447009106,0.059422785370492,0.0123677011287529,0.0038283878841331
"34",0.000587151680292095,0.0214115269272241,0.902382447009106,0.059422785370492,0.0123677011287529,0.0038283878841331
"35",4.18241075887395e-05,0.000489266707320029,0.0052209085942165,0.983957622869885,0.00978819996973827,0.000502177751251421
"36",8.01537730646731e-05,0.0011283560064449,0.00787953202048072,0.982736893248067,0.00733124013245832,0.000843824819484907
"37",0.00205958362046149,0.013633250526338,0.0914924644516913,0.274945424279596,0.570811088521129,0.0470581886007841
"38",0.000594268324019784,0.0222340265233849,0.907658645832416,0.0536105377409149,0.0118949323620635,0.00400758921720098
"39",0.999896471101799,3.02811862563415e-05,8.83856783524406e-06,5.31164307705546e-06,6.9449136061268e-06,5.21525874259496e-05
"40",0.00611153391839709,0.018863175690689,0.0489093924264915,0.0655860258000787,0.70606681975684,0.154463052407504
"41",8.01537730646731e-05,0.0011283560064449,0.00787953202048072,0.982736893248067,0.00733124013245832,0.000843824819484907
"42",0.00095064076057949,0.00566954265217109,0.0198436003064833,0.0448927193376946,0.914213118064714,0.0144303788783575
"43",0.000126166963475416,0.00236789706106193,0.981171940001677,0.00963233584703921,0.00581255420612565,0.000889105920621065
