,region_residencia,residencia_hace_dos_anos,V1,V2,V3
0,1,4,0.578446625796,0.297194587725,0.124358786479
1,2,3,0.136626763963,0.789705589162,0.0736676468747
2,1,2,0.254699696037,0.240757938555,0.504542365408
3,1,2,0.598121604975,0.282395457773,0.119482937252
4,3,1,0.401291037996,0.236829358304,0.3618796037
5,2,1,0.178537848353,0.715977829145,0.105484322502
6,5,1,0.136100261293,0.125667720105,0.738232018602
7,2,3,0.17853784824,0.715977829297,0.105484322463
8,3,6,0.245973283467,0.248716321731,0.505310394802
9,2,5,0.5981216054,0.282395457449,0.11948293715
10,1,2,0.113230117958,0.111959078333,0.774810803709
11,6,5,0.139944576698,0.140960103049,0.719095320252
12,1,5,0.242164956086,0.368029849094,0.38980519482
13,1,4,0.194296729565,0.696317251939,0.109386018496
14,5,6,0.136100261243,0.125667720167,0.73823201859
15,6,5,0.442228541639,0.259220713794,0.298550744567
16,5,1,0.275206342018,0.198130364875,0.526663293107
17,1,3,0.139944576587,0.140960103025,0.719095320388
18,5,2,0.136626763923,0.789705589182,0.0736676468945
19,1,3,0.194296729433,0.696317252111,0.109386018456
20,4,1,0.242164955913,0.368029849108,0.389805194979
21,1,6,0.242164955793,0.36802984914,0.389805195068
22,3,6,0.136100261195,0.125667720227,0.738232018578
23,2,1,0.246870595334,0.239933754752,0.513195649914
24,6,1,0.550083923425,0.25828487874,0.191631197835
25,1,4,0.136626763742,0.789705589363,0.0736676468952
26,1,6,0.138829068379,0.78472172281,0.0764492088118
27,6,5,0.119999285018,0.816846590304,0.0631541246786
28,6,1,0.590800958029,0.226316025062,0.182883016909
29,2,1,0.602289060121,0.281770914575,0.115940025304
30,4,1,0.243522264552,0.344333795705,0.412143939743
31,2,1,0.246652197701,0.609020265975,0.144327536324
32,2,1,0.401603575935,0.417118902028,0.181277522037
33,6,1,0.275206341825,0.198130364938,0.526663293237
34,2,1,0.136100261039,0.125667720207,0.738232018754
35,1,6,0.119999284822,0.816846590508,0.0631541246706
36,1,5,0.242750607331,0.240812844331,0.516436548339
37,6,2,0.178537847643,0.715977829819,0.105484322538
38,2,1,0.100248772574,0.0975542806662,0.80219694676
39,1,6,0.138829068011,0.784721723218,0.0764492087714
40,4,1,0.575028277767,0.243454609213,0.18151711302
41,6,1,0.136626763384,0.789705589708,0.0736676469081
42,1,6,0.62190201859,0.217300962036,0.160797019374
43,2,1,0.0964594815955,0.0934468714155,0.810093646989
44,6,5,0.096459481577,0.0934468714015,0.810093647022
45,6,1,0.345223453489,0.311740557402,0.343035989109
46,6,2,0.544763870778,0.251628385138,0.203607744084
47,6,2,0.178537847313,0.715977830185,0.105484322501
48,3,1,0.136626763217,0.789705589871,0.0736676469119
49,4,6,0.250891721519,0.257892548568,0.491215729913
50,5,1,0.25404500291,0.333059998272,0.412894998818
51,4,1,0.345526981183,0.411017331644,0.243455687173
52,1,4,0.138829067647,0.784721723601,0.076449208752
53,3,1,0.242164954898,0.368029849582,0.389805195521
54,2,1,0.246652197204,0.609020266341,0.144327536455
55,4,1,0.242164954802,0.368029849595,0.389805195603
56,2,1,0.119999284381,0.816846590944,0.0631541246749
57,1,6,0.178537847051,0.715977830414,0.105484322535
58,3,4,0.261227621775,0.257008164221,0.481764214004
59,6,1,0.336546641376,0.411264474787,0.252188883837
60,4,5,0.194296728545,0.696317252808,0.109386018647
61,3,4,0.113230117368,0.111959078314,0.774810804318
62,1,2,0.544763871365,0.251628384798,0.203607743837
63,4,3,0.590800959895,0.226316024,0.182883016106
64,2,1,0.178537846748,0.715977830729,0.105484322523
65,3,4,0.246652197071,0.609020266433,0.144327536496
66,5,6,0.62190201991,0.217300961254,0.160797018836
67,4,1,0.345223452869,0.311740557638,0.343035989492
68,3,4,0.246652196881,0.609020266612,0.144327536507
