,region_residencia,zona,edad,region_nacimiento,residencia_hace_dos_anos,titulo,condicion_laboral,ingreso_por_persona,sexo,estado_conyugal,ocupacion_trabajo,mantiene_familia,calidad_vivienda
62,1,1,18 - 25,1,3,0.7,0.0,0.8,2,6,4,0.75,0.0
63,1,1,61 - 70,1,6,0.7,0.0,0.8,1,3,8,0.75,0.0
67,1,1,31 - 40,6,6,0.7,0.0,1.0,1,1,9,0.75,0.0
68,1,1,18 - 25,1,6,0.7,0.0,0.8,1,1,5,0.75,0.0
69,1,1,61 - 70,6,6,0.7,0.0,1.0,1,5,9,0.0,0.0
70,1,1,18 - 25,6,6,0.0,0.0,1.0,2,6,0,0.0,0.3
71,1,1,51 - 60,2,2,0.7,0.0,0.8,2,3,5,0.75,0.0
72,1,1,41 - 50,4,4,0.7,0.0,0.8,1,3,9,0.75,0.0
73,1,1,26 - 30,1,6,0.7,0.0,1.0,2,1,5,1.0,0.9
74,1,1,18 - 25,6,6,0.0,0.0,0.8,1,6,9,0.75,0.0
75,1,1,18 - 25,6,6,0.7,0.0,1.0,1,6,0,0.0,0.3
76,1,1,41 - 50,2,2,0.0,0.0,1.0,2,3,5,1.0,0.0
77,1,1,18 - 25,1,2,0.7,0.0,1.0,1,6,9,0.0,0.0
78,1,1,41 - 50,2,4,0.7,0.0,1.0,2,4,0,0.0,0.3
79,1,1,41 - 50,1,6,0.7,0.0,0.8,2,4,9,0.75,0.0
83,1,1,18 - 25,6,6,0.7,0.0,0.8,2,6,9,0.75,0.0
84,1,1,41 - 50,7,2,0.7,0.0,1.0,1,1,9,1.0,0.0
87,1,1,41 - 50,7,2,0.7,0.0,0.2,1,2,7,0.3,0.0
88,1,1,31 - 40,7,2,0.7,0.0,1.0,2,2,7,0.0,0.0
89,1,1,26 - 30,7,2,0.7,0.0,0.8,1,6,7,0.0,0.0
90,1,1,18 - 25,1,5,0.7,0.0,0.8,1,6,8,0.75,0.0
91,1,1,51 - 60,1,6,0.7,0.0,1.0,1,2,7,0.0,0.0
93,1,1,18 - 25,1,5,0.7,0.0,1.0,1,2,9,0.75,0.0
95,1,1,18 - 25,4,4,0.7,0.0,1.0,1,1,3,0.75,0.0
97,1,1,31 - 40,1,3,0.0,0.0,0.2,1,2,2,0.0,0.0
99,1,1,26 - 30,5,5,0.7,0.0,0.8,1,1,8,0.75,0.0
100,1,1,26 - 30,7,5,0.7,1.0,1.0,2,4,5,1.0,0.0
101,1,1,18 - 25,3,3,0.0,0.0,0.8,1,6,0,0.75,0.3
102,1,1,51 - 60,2,4,0.0,0.0,0.2,1,2,1,0.0,0.0
104,1,1,18 - 25,4,4,0.0,0.0,1.0,2,6,4,0.75,0.0
106,1,1,26 - 30,3,4,0.7,0.0,1.0,1,6,3,0.75,0.0
107,1,1,81 - 90,1,6,0.7,0.7,1.0,2,5,0,0.0,0.3
108,1,1,18 - 25,5,5,0.7,0.0,0.8,2,1,5,0.75,0.0
109,1,1,18 - 25,4,4,0.0,0.0,0.8,2,6,7,0.75,0.0
110,1,1,18 - 25,4,4,0.0,0.0,0.8,2,6,7,0.75,0.0
111,1,1,71 - 80,1,5,0.7,0.7,0.8,1,5,0,0.75,0.3
112,1,1,26 - 30,3,3,0.7,0.0,0.8,1,1,8,0.75,0.0
113,1,1,61 - 70,1,6,0.7,0.7,0.8,2,5,0,0.0,0.3
114,1,1,18 - 25,6,6,0.0,0.0,1.0,1,6,0,0.0,0.3
115,1,1,18 - 25,3,3,0.7,0.0,1.0,2,6,0,0.0,0.3
116,1,1,18 - 25,2,2,0.7,0.0,0.8,1,1,9,0.75,0.0
118,1,1,51 - 60,1,2,0.0,0.0,0.2,1,4,0,0.0,0.3
119,1,1,41 - 50,2,5,0.7,0.0,0.8,1,3,5,0.75,0.0
120,1,1,26 - 30,4,4,0.7,0.0,0.8,2,1,5,0.0,0.0
121,1,2,26 - 30,7,5,0.7,0.0,0.8,1,1,9,0.75,0.0
123,1,2,18 - 25,1,3,0.7,0.0,1.0,1,4,7,0.75,0.0
124,1,2,26 - 30,1,4,0.7,0.0,0.8,1,6,5,0.75,0.0
125,1,2,71 - 80,3,6,1.0,0.7,1.0,1,2,0,1.0,0.0
126,1,2,61 - 70,1,6,1.0,0.7,1.0,2,2,0,1.0,0.0
127,1,2,31 - 40,3,6,0.7,0.0,0.8,1,4,3,0.75,0.0
128,1,2,31 - 40,5,5,0.7,0.0,1.0,2,2,9,1.0,0.0
131,1,2,26 - 30,6,6,0.7,0.0,1.0,2,1,5,0.75,0.0
133,1,2,31 - 40,1,2,0.7,0.0,0.8,1,4,7,0.75,0.0
134,1,2,61 - 70,1,3,0.0,0.0,0.8,2,3,5,0.75,0.0
135,2,1,61 - 70,2,5,1.0,0.0,0.8,2,5,9,0.0,0.0
136,2,1,31 - 40,2,1,0.0,0.0,0.8,2,5,5,0.0,0.0
137,2,1,41 - 50,1,1,0.0,0.0,0.8,1,2,7,0.75,0.0
139,2,1,26 - 30,1,1,0.7,0.0,1.0,1,2,7,1.0,0.0
140,2,1,61 - 70,1,1,0.7,0.7,1.0,1,3,0,0.0,0.3
141,2,1,18 - 25,2,1,0.7,1.0,1.0,1,1,4,1.0,0.0
142,2,1,61 - 70,2,1,0.0,0.7,1.0,1,1,0,0.0,0.9
143,2,1,51 - 60,2,1,0.7,0.0,0.8,1,2,5,0.75,0.0
145,2,1,51 - 60,2,1,0.0,0.0,1.0,2,4,7,0.75,0.0
146,2,1,31 - 40,6,6,0.7,0.0,0.8,1,2,9,0.3,0.0
148,2,1,31 - 40,1,1,0.7,0.0,1.0,1,1,7,0.75,0.0
149,2,1,41 - 50,1,1,0.7,0.0,0.2,1,1,3,0.0,0.0
150,2,1,41 - 50,3,1,1.0,0.0,1.0,2,6,5,1.0,0.0
153,2,1,18 - 25,6,3,0.7,0.0,1.0,1,1,5,0.75,0.0
156,2,1,18 - 25,5,5,0.7,0.0,1.0,2,1,0,1.0,0.0
159,2,2,26 - 30,1,1,0.0,0.0,1.0,2,6,3,0.0,0.9
160,2,2,26 - 30,1,1,0.7,0.0,0.8,1,1,3,0.3,0.0
163,2,2,41 - 50,7,1,0.7,0.0,1.0,2,4,9,1.0,0.0
164,2,2,18 - 25,2,1,0.7,0.0,1.0,1,2,9,1.0,0.0
165,3,1,31 - 40,1,1,0.7,0.0,1.0,1,1,9,1.0,0.0
166,3,1,31 - 40,1,1,0.7,0.0,1.0,2,1,9,1.0,0.0
167,3,1,41 - 50,3,1,0.7,0.0,0.8,2,3,9,0.0,0.0
168,3,1,41 - 50,6,1,0.0,0.0,0.2,1,2,1,0.0,0.0
172,3,1,51 - 60,3,2,0.7,0.0,1.0,1,2,5,0.75,0.0
173,3,1,26 - 30,2,2,0.0,0.0,0.8,1,1,4,0.3,0.0
176,3,1,31 - 40,7,1,0.7,0.0,1.0,1,2,9,0.75,0.0
177,3,1,26 - 30,2,2,0.7,0.0,1.0,1,1,9,1.0,0.0
178,3,1,51 - 60,1,1,0.0,0.0,0.2,2,6,0,0.0,0.3
179,3,1,31 - 40,2,2,0.7,0.0,1.0,1,4,9,0.0,0.0
180,3,1,51 - 60,4,1,0.7,0.0,0.8,1,1,8,0.3,0.0
182,3,1,18 - 25,3,1,0.7,0.0,1.0,2,1,0,0.0,0.3
183,3,1,18 - 25,4,6,0.7,0.0,0.8,1,6,6,0.75,0.0
184,3,1,41 - 50,2,5,0.7,0.0,0.8,1,2,3,0.3,0.0
186,3,1,18 - 25,7,5,0.7,0.0,1.0,1,6,9,0.0,0.0
188,3,1,26 - 30,1,1,0.0,0.0,1.0,1,1,3,0.0,0.0
190,3,1,31 - 40,3,1,0.7,0.0,0.8,2,4,5,0.75,0.0
191,3,1,31 - 40,1,4,0.7,0.0,0.8,1,2,7,0.75,0.0
193,3,1,81 - 90,1,1,1.0,0.7,1.0,1,6,0,1.0,0.3
194,3,1,41 - 50,1,1,0.7,0.0,0.8,1,1,5,0.75,0.0
195,3,1,31 - 40,7,4,0.0,0.0,0.8,1,2,5,0.75,0.9
197,3,1,26 - 30,3,6,0.7,0.0,1.0,1,1,6,1.0,0.0
200,3,1,26 - 30,3,1,0.0,0.0,0.8,2,4,2,0.75,0.0
201,3,1,26 - 30,3,1,0.7,0.0,1.0,2,1,5,1.0,0.0
206,3,2,18 - 25,4,1,0.7,0.0,0.8,1,6,7,0.0,0.0
207,3,2,41 - 50,3,1,0.7,0.0,0.8,1,1,7,0.75,0.0
208,3,2,31 - 40,4,1,0.7,0.0,0.8,2,1,9,0.75,0.0
209,3,2,41 - 50,6,1,0.7,0.0,1.0,2,4,0,0.0,0.9
210,3,2,31 - 40,4,4,0.7,0.0,1.0,2,4,9,1.0,0.0
211,3,2,26 - 30,4,4,0.7,0.0,0.8,1,4,9,0.75,0.0
212,3,2,26 - 30,3,4,0.7,0.0,0.8,1,1,9,0.75,0.0
214,4,1,41 - 50,1,1,0.7,0.0,1.0,1,2,5,0.0,0.0
216,4,1,26 - 30,3,3,0.0,0.0,1.0,2,2,2,0.0,0.0
217,4,1,31 - 40,3,3,0.7,0.0,1.0,1,2,0,0.0,0.3
219,4,1,31 - 40,1,1,0.7,0.0,0.8,2,3,0,0.75,0.3
220,4,1,41 - 50,3,1,0.7,0.0,0.8,2,4,5,0.75,0.0
222,4,2,31 - 40,1,1,0.7,0.0,0.8,1,2,7,0.75,0.0
223,4,2,31 - 40,1,1,0.7,0.0,1.0,2,2,9,1.0,0.0
225,4,2,18 - 25,1,1,0.7,0.0,0.8,1,6,9,0.75,0.0
227,4,2,26 - 30,5,3,0.7,0.0,1.0,2,1,0,1.0,0.0
228,4,2,31 - 40,6,6,0.7,0.0,0.8,1,4,8,0.3,0.0
229,4,2,41 - 50,4,3,0.7,0.0,0.8,1,4,4,0.75,0.0
230,4,2,31 - 40,4,1,0.7,0.0,0.8,1,2,5,0.75,0.0
231,4,2,31 - 40,4,1,0.7,0.0,1.0,2,2,9,0.0,0.0
233,4,2,41 - 50,4,1,0.0,0.0,0.2,2,2,2,0.0,0.0
235,4,2,26 - 30,1,1,0.7,0.0,1.0,1,1,9,0.75,0.0
237,5,1,41 - 50,7,1,0.7,0.0,0.8,1,1,5,0.75,0.0
238,5,1,61 - 70,3,1,0.7,0.7,0.8,1,2,0,0.75,0.3
240,5,1,41 - 50,9,1,0.7,0.0,1.0,2,1,9,0.0,0.0
241,5,1,26 - 30,6,6,0.7,0.0,0.8,2,6,5,0.75,0.0
242,5,1,41 - 50,1,1,0.7,0.0,1.0,1,2,8,1.0,0.0
244,5,1,71 - 80,1,1,0.7,0.7,1.0,1,4,0,1.0,0.0
245,5,1,41 - 50,5,3,0.0,0.0,0.8,1,3,5,0.75,0.0
246,5,1,71 - 80,2,1,0.7,0.7,1.0,2,5,0,0.0,0.0
247,5,1,41 - 50,2,1,0.7,1.0,1.0,2,1,9,0.0,0.0
250,5,1,18 - 25,5,1,0.7,0.0,1.0,1,6,9,0.75,0.0
251,5,1,31 - 40,5,3,0.7,0.0,1.0,2,4,9,1.0,0.0
252,5,1,18 - 25,2,3,0.7,0.0,1.0,1,1,9,1.0,0.0
254,5,1,51 - 60,9,1,0.7,0.0,1.0,1,4,0,1.0,0.3
255,5,1,31 - 40,2,2,0.7,0.0,0.8,1,2,7,0.75,0.0
256,5,1,31 - 40,5,2,0.7,0.0,0.8,2,2,9,0.75,0.0
257,5,1,31 - 40,5,1,0.7,0.0,1.0,1,1,7,1.0,0.0
258,5,1,31 - 40,4,4,0.0,0.0,0.2,2,1,2,0.0,0.0
259,5,1,18 - 25,5,4,0.7,0.0,0.8,1,6,9,0.0,0.0
260,5,1,31 - 40,1,1,0.7,0.0,1.0,2,6,5,1.0,0.0
261,5,1,26 - 30,1,1,0.7,0.0,0.8,2,1,7,0.75,0.0
262,5,1,18 - 25,4,1,0.7,0.0,0.8,1,1,7,0.3,0.0
264,5,1,31 - 40,5,2,0.7,0.0,1.0,2,1,7,1.0,0.0
265,5,1,26 - 30,4,4,0.0,0.0,0.8,2,6,2,0.75,0.0
267,5,2,51 - 60,4,4,0.7,0.0,1.0,1,1,6,0.75,0.0
269,5,2,71 - 80,4,4,0.7,0.7,1.0,2,5,0,0.0,0.3
270,5,2,61 - 70,1,1,0.7,0.7,1.0,2,4,0,1.0,0.3
271,5,2,31 - 40,2,2,0.7,0.0,0.8,1,1,3,0.75,0.0
273,5,2,31 - 40,7,1,0.7,0.0,1.0,1,1,9,0.75,0.0
275,5,2,18 - 25,5,2,0.7,0.0,1.0,1,6,8,0.75,0.0
276,5,2,51 - 60,1,6,0.7,0.0,1.0,1,4,0,1.0,0.3
279,5,2,31 - 40,5,4,0.7,0.0,1.0,1,6,6,0.75,0.0
281,5,2,18 - 25,7,6,0.7,0.0,1.0,2,4,0,0.0,0.9
283,6,1,26 - 30,1,1,0.7,0.0,1.0,1,2,8,0.75,0.0
285,6,1,31 - 40,6,4,0.7,0.0,1.0,1,1,3,0.75,0.0
287,6,1,26 - 30,3,3,0.7,0.0,1.0,2,6,9,1.0,0.0
288,6,1,31 - 40,1,1,0.0,0.0,0.8,1,2,5,0.3,0.0
289,6,1,18 - 25,6,1,0.7,0.0,0.8,2,2,2,0.3,0.0
290,6,1,41 - 50,1,1,0.0,0.0,0.2,1,2,5,0.3,0.0
291,6,1,31 - 40,1,1,0.0,0.0,0.2,2,2,2,0.0,0.0
292,6,1,31 - 40,2,1,0.7,0.0,0.8,1,6,9,0.75,0.0
293,6,1,51 - 60,3,1,0.7,0.0,1.0,2,3,7,1.0,0.0
294,6,1,41 - 50,4,1,0.7,0.0,0.8,1,2,6,0.75,0.0
296,6,1,26 - 30,6,2,0.7,0.0,1.0,2,4,0,0.0,0.3
298,6,1,51 - 60,7,1,0.7,0.0,1.0,1,4,9,1.0,0.0
299,6,2,26 - 30,7,1,0.7,0.0,0.8,1,1,9,0.75,0.0
301,6,2,51 - 60,5,5,0.7,0.0,1.0,1,1,8,0.75,0.0
303,6,2,31 - 40,1,1,0.7,0.0,1.0,1,4,3,0.3,0.0
304,6,2,41 - 50,7,1,0.7,0.0,0.8,1,1,9,0.75,0.0
305,6,2,31 - 40,4,1,0.0,0.0,0.2,2,6,2,0.0,0.0
307,6,2,51 - 60,7,1,1.0,0.0,1.0,1,1,9,0.75,0.9
309,6,2,61 - 70,2,3,0.7,0.0,1.0,1,3,9,0.75,0.0
310,6,2,18 - 25,6,2,0.7,0.0,1.0,1,6,9,0.0,0.0
312,6,2,41 - 50,6,1,0.7,0.0,1.0,1,1,9,1.0,0.0
313,6,2,41 - 50,3,1,0.7,0.0,1.0,2,1,7,1.0,0.0
314,6,2,31 - 40,1,1,0.7,0.0,1.0,1,1,9,1.0,0.0
315,6,2,18 - 25,1,1,0.7,0.0,1.0,2,6,5,0.0,0.0
316,6,2,26 - 30,2,2,0.0,0.0,0.2,1,4,3,0.3,0.0
318,6,2,51 - 60,7,5,1.0,0.0,1.0,1,4,0,1.0,0.0
319,6,2,18 - 25,2,2,0.7,0.0,1.0,1,6,9,0.0,0.0
320,6,2,18 - 25,7,2,0.7,0.0,0.8,1,1,9,0.75,0.0
322,6,2,31 - 40,6,2,0.7,0.0,1.0,1,2,7,0.75,0.0
324,6,2,18 - 25,2,2,0.7,0.0,1.0,2,6,5,1.0,0.0
325,6,2,18 - 25,2,2,0.7,0.0,1.0,2,6,0,0.0,0.0
327,6,2,61 - 70,3,3,0.7,0.0,1.0,1,4,9,1.0,0.0
328,6,2,31 - 40,7,5,0.7,0.0,0.8,2,5,0,0.3,0.3
329,6,2,18 - 25,5,5,0.7,0.0,1.0,2,6,9,0.0,0.0
330,6,2,18 - 25,7,1,0.7,0.0,0.8,2,4,5,0.75,0.0
