,region_residencia,zona,edad,region_nacimiento,residencia_hace_dos_anos,titulo,condicion_laboral,ingreso_por_persona,sexo,estado_conyugal,ocupacion_trabajo,mantiene_familia,calidad_vivienda
132,1,1,26 - 30,1,2,0.7,0.0,1.0,2,6,9,0.0,0.0
133,1,1,51 - 60,1,2,0.0,0.0,0.2,1,4,0,0.0,0.3
134,1,1,31 - 40,6,6,0.7,0.0,0.8,1,6,7,0.0,0.0
136,1,1,26 - 30,6,6,0.7,0.0,1.0,2,6,9,0.0,0.0
137,1,1,18 - 25,4,4,0.7,0.0,0.8,1,1,7,0.75,0.0
138,1,1,31 - 40,4,4,0.0,0.0,0.8,2,1,2,0.3,0.0
139,1,1,41 - 50,1,6,0.7,0.0,0.8,2,3,5,0.0,0.0
140,1,1,31 - 40,7,4,0.7,0.0,0.8,1,4,7,0.75,0.0
142,1,2,18 - 25,5,5,0.7,0.0,1.0,1,1,9,1.0,0.0
143,1,2,31 - 40,2,2,0.7,0.0,0.8,1,2,8,0.75,0.0
146,1,2,26 - 30,7,6,0.7,0.0,1.0,1,1,6,0.75,0.0
147,1,2,26 - 30,1,5,0.7,0.0,1.0,2,4,0,1.0,0.3
149,1,2,26 - 30,1,3,0.7,0.0,1.0,1,6,7,1.0,0.0
150,1,2,18 - 25,6,6,0.7,0.0,0.8,2,1,5,0.75,0.0
151,1,2,41 - 50,6,6,0.7,0.0,1.0,2,4,0,0.0,0.3
153,2,1,71 - 80,2,1,0.7,0.7,1.0,2,3,0,1.0,0.3
154,2,1,31 - 40,2,5,0.0,0.0,0.0,2,6,1,0.0,0.0
156,2,1,31 - 40,9,1,0.7,0.0,1.0,2,6,5,1.0,0.0
157,2,1,18 - 25,3,3,0.0,0.0,0.2,1,6,4,0.0,0.0
158,2,1,51 - 60,1,4,0.0,0.0,0.0,1,6,5,0.0,0.0
160,2,1,31 - 40,1,1,0.7,0.0,1.0,1,1,7,0.0,0.0
161,2,1,18 - 25,1,1,0.7,0.0,0.8,1,6,9,0.75,0.0
162,2,1,31 - 40,2,1,0.0,0.0,0.8,2,5,0,0.0,0.3
163,2,1,26 - 30,6,6,0.7,0.0,1.0,1,6,9,1.0,0.9
164,2,1,71 - 80,1,5,0.7,0.7,1.0,2,5,0,0.0,0.3
165,2,1,31 - 40,2,3,0.7,0.0,0.8,1,6,2,0.75,0.0
167,2,1,41 - 50,7,3,0.7,0.0,1.0,1,1,4,0.3,0.0
168,2,1,31 - 40,2,1,0.7,0.0,0.8,1,1,5,0.75,0.0
169,2,1,18 - 25,2,6,0.7,0.0,0.8,1,2,9,0.75,0.0
172,2,1,31 - 40,1,1,0.7,0.0,1.0,1,1,8,0.0,0.0
173,2,1,41 - 50,6,6,0.7,0.0,0.8,1,6,9,0.75,0.0
174,2,1,31 - 40,1,1,0.7,0.0,0.8,1,2,8,0.75,0.0
176,2,1,18 - 25,9,3,0.7,0.0,1.0,1,1,7,0.75,0.0
177,2,1,18 - 25,1,1,0.7,0.0,1.0,2,1,0,0.0,0.3
178,2,2,51 - 60,1,1,0.7,0.0,0.8,1,1,7,0.75,0.0
180,2,2,61 - 70,2,1,0.7,0.7,1.0,1,2,0,0.75,0.0
183,2,2,26 - 30,1,1,0.7,1.0,0.8,2,4,9,0.0,0.0
185,2,2,41 - 50,7,1,0.7,0.0,1.0,2,2,9,1.0,0.0
186,2,2,31 - 40,5,1,1.0,0.0,1.0,1,2,7,0.0,0.0
187,2,2,18 - 25,7,1,0.7,0.0,0.8,1,6,9,0.75,0.0
188,2,2,51 - 60,2,3,0.7,0.0,0.8,1,1,9,0.75,0.0
191,2,2,51 - 60,2,1,0.7,0.0,1.0,2,4,0,1.0,0.3
192,2,2,26 - 30,1,1,0.7,0.0,1.0,2,3,5,1.0,0.0
193,2,2,26 - 30,4,3,0.7,0.0,0.8,1,2,9,0.75,0.0
194,2,2,26 - 30,1,3,0.7,0.0,1.0,2,2,9,1.0,0.0
195,2,2,41 - 50,2,5,0.7,0.0,1.0,1,2,9,1.0,0.0
200,2,2,26 - 30,4,1,0.0,0.0,1.0,1,6,2,0.0,0.0
201,3,1,51 - 60,2,1,0.7,0.0,1.0,2,3,0,1.0,0.0
202,3,1,18 - 25,3,1,0.7,0.0,0.8,1,2,9,0.75,0.0
203,3,1,18 - 25,3,1,0.0,0.0,0.8,2,2,2,0.75,0.0
204,3,1,31 - 40,3,1,0.7,0.0,0.8,1,1,5,0.3,0.0
205,3,1,31 - 40,7,1,0.7,0.0,0.8,2,1,5,0.3,0.0
207,3,1,51 - 60,7,1,0.7,0.0,1.0,2,1,5,1.0,0.0
208,3,1,18 - 25,1,1,0.7,0.0,1.0,1,1,5,1.0,0.0
209,3,1,18 - 25,2,1,0.7,0.0,1.0,1,6,5,0.0,0.0
211,3,1,31 - 40,7,1,0.7,0.0,1.0,2,4,9,1.0,0.9
213,3,1,51 - 60,4,1,0.7,0.0,1.0,1,1,8,0.75,0.0
215,3,1,61 - 70,1,1,0.7,0.7,1.0,2,2,0,0.0,0.3
216,3,1,71 - 80,1,1,0.7,0.7,0.2,1,2,0,0.0,0.3
217,3,1,26 - 30,6,6,1.0,0.0,1.0,1,6,9,1.0,0.0
219,3,1,41 - 50,1,1,0.0,0.0,1.0,1,2,2,0.0,0.0
220,3,1,18 - 25,1,1,0.0,0.0,0.8,1,6,3,0.0,0.0
221,3,1,18 - 25,1,1,0.7,0.0,0.8,1,6,4,0.0,0.0
222,3,1,31 - 40,1,1,0.0,0.0,0.2,1,2,2,0.0,0.0
223,3,1,31 - 40,4,1,0.0,0.0,0.2,1,6,3,0.0,0.0
224,3,1,26 - 30,3,5,0.7,0.0,1.0,2,6,0,1.0,0.3
225,3,1,31 - 40,1,1,0.0,0.0,0.2,2,6,2,0.0,0.0
226,3,1,26 - 30,1,1,0.7,0.0,0.2,1,1,3,0.3,0.0
228,3,1,18 - 25,7,1,0.7,0.0,1.0,2,4,10,0.75,0.0
229,3,1,26 - 30,7,1,0.7,0.0,0.8,2,4,9,0.75,0.0
230,3,1,18 - 25,7,6,0.7,0.0,1.0,2,1,5,0.0,0.0
231,3,1,31 - 40,1,2,0.7,0.0,0.8,1,1,5,0.75,0.0
232,3,1,18 - 25,3,1,0.7,1.0,1.0,2,4,5,1.0,0.0
233,3,2,51 - 60,7,1,0.7,0.0,0.8,2,4,9,0.0,0.0
234,3,2,41 - 50,3,1,0.0,0.0,0.8,2,6,2,0.3,0.0
235,3,2,31 - 40,3,2,0.7,0.0,0.8,1,4,8,0.3,0.0
236,3,2,31 - 40,7,1,0.7,0.0,0.8,1,1,8,0.3,0.0
238,3,2,26 - 30,4,4,0.7,0.0,1.0,1,6,9,0.75,0.0
239,3,2,26 - 30,4,4,0.7,0.0,0.8,1,6,9,0.75,0.0
240,3,2,26 - 30,4,4,0.7,0.0,0.8,1,6,9,0.75,0.0
241,3,2,18 - 25,4,4,0.7,0.0,0.8,1,6,9,0.75,0.0
242,3,2,41 - 50,1,1,0.0,0.0,0.2,2,3,2,0.0,0.0
243,4,1,18 - 25,4,1,0.7,0.0,1.0,1,6,0,0.0,0.3
244,4,1,26 - 30,5,1,0.7,0.0,0.8,1,2,5,0.3,0.0
246,4,1,26 - 30,7,1,0.0,0.0,1.0,1,3,4,0.3,0.0
247,4,1,18 - 25,4,1,0.7,0.0,1.0,2,2,0,1.0,0.3
248,4,1,31 - 40,4,1,0.0,0.0,1.0,2,6,7,1.0,0.0
249,4,1,31 - 40,1,1,0.0,0.0,0.2,1,6,2,0.0,0.0
250,4,1,26 - 30,4,1,0.7,0.0,0.8,1,1,3,0.3,0.0
252,4,1,18 - 25,6,6,0.7,0.0,1.0,1,1,5,0.75,0.0
253,4,1,31 - 40,6,6,0.0,0.0,0.2,1,2,2,0.0,0.0
255,4,1,31 - 40,4,2,0.7,0.0,1.0,1,2,4,0.75,0.0
257,4,1,31 - 40,1,1,0.0,0.0,1.0,1,3,2,0.3,0.0
258,4,1,41 - 50,3,3,0.7,0.0,0.8,1,2,7,0.75,0.0
260,4,1,41 - 50,2,1,0.7,0.0,1.0,1,1,0,0.0,0.3
262,4,2,31 - 40,1,1,0.7,0.0,1.0,1,2,8,1.0,0.0
265,4,2,51 - 60,7,1,0.0,0.0,0.8,1,1,0,0.3,0.3
266,4,2,61 - 70,1,1,0.7,0.0,0.8,1,3,6,0.75,0.0
267,4,2,41 - 50,1,1,0.7,0.0,0.8,1,3,9,0.75,0.0
269,4,2,26 - 30,4,1,0.7,0.0,1.0,1,1,3,0.75,0.9
270,4,2,71 - 80,1,1,0.7,0.7,1.0,1,4,0,1.0,0.3
272,4,2,31 - 40,7,1,1.0,0.0,1.0,1,1,9,1.0,0.9
274,4,2,18 - 25,5,3,0.7,0.0,1.0,1,6,9,1.0,0.0
275,4,2,41 - 50,5,3,0.7,1.0,1.0,2,4,9,1.0,0.0
277,4,2,41 - 50,4,1,1.0,0.0,1.0,2,1,5,0.75,0.0
278,4,2,61 - 70,6,1,0.0,0.7,0.2,1,2,0,0.0,0.3
280,4,2,51 - 60,1,1,0.7,0.0,1.0,1,2,7,0.0,0.0
282,4,2,31 - 40,4,3,0.7,0.0,1.0,2,3,3,0.0,0.0
283,4,2,41 - 50,1,1,0.7,0.0,0.8,1,1,9,0.75,0.0
286,4,2,31 - 40,4,1,0.7,0.0,1.0,1,2,9,0.75,0.0
287,4,2,81 - 90,4,5,0.7,0.7,1.0,1,4,0,1.0,0.3
288,4,2,26 - 30,4,1,0.7,0.0,0.8,2,4,0,0.0,0.0
289,4,2,51 - 60,7,5,1.0,0.0,1.0,1,1,9,1.0,0.0
290,4,2,18 - 25,4,1,0.7,0.0,1.0,2,2,5,0.0,0.0
292,4,2,26 - 30,4,1,0.7,0.0,0.8,2,6,0,0.75,0.3
293,4,2,26 - 30,4,2,0.0,0.0,1.0,2,4,5,1.0,0.0
294,5,1,18 - 25,1,1,0.0,0.0,0.8,2,6,4,0.0,0.0
295,5,1,61 - 70,2,1,0.7,0.7,0.8,1,2,0,0.75,0.3
297,5,1,18 - 25,5,1,0.0,0.0,0.2,2,6,2,0.0,0.0
299,5,1,18 - 25,1,1,0.7,0.0,1.0,2,1,0,0.0,0.3
300,5,1,31 - 40,7,1,0.7,0.0,0.8,1,1,5,0.75,0.0
302,5,1,51 - 60,2,3,0.7,0.0,1.0,1,2,9,0.75,0.0
303,5,1,31 - 40,1,1,0.7,0.0,1.0,1,6,0,1.0,0.3
306,5,1,51 - 60,3,1,0.0,0.0,0.8,2,4,0,0.3,0.3
308,5,1,18 - 25,5,3,0.7,0.0,0.8,1,6,4,0.75,0.0
309,5,1,81 - 90,1,1,0.7,0.7,1.0,1,6,0,1.0,0.3
311,5,2,41 - 50,7,2,0.7,0.0,0.8,1,2,9,0.75,0.0
312,5,2,51 - 60,2,2,0.7,0.0,1.0,2,2,5,0.0,0.0
313,5,2,51 - 60,5,6,0.7,0.0,0.8,1,1,6,0.3,0.0
314,5,2,31 - 40,7,6,0.7,0.0,1.0,2,1,0,0.0,0.3
315,5,2,61 - 70,1,1,0.7,0.0,0.8,1,4,7,0.75,0.0
316,5,2,18 - 25,5,3,0.7,0.0,0.8,1,1,8,0.75,0.0
318,5,2,18 - 25,3,1,0.7,0.0,1.0,2,2,5,0.0,0.0
319,5,2,51 - 60,1,1,0.7,0.0,1.0,1,6,0,1.0,0.3
320,5,2,26 - 30,5,4,0.7,0.0,1.0,2,4,9,0.0,0.0
321,5,2,31 - 40,7,1,0.7,0.0,1.0,2,2,5,1.0,0.0
322,5,2,31 - 40,7,2,0.7,0.0,0.8,1,1,9,0.75,0.0
325,6,1,26 - 30,4,2,0.7,0.0,0.8,1,2,5,0.75,0.0
326,6,1,31 - 40,7,1,0.7,0.0,0.8,1,1,7,0.75,0.0
327,6,1,31 - 40,7,1,0.0,0.0,0.8,2,1,5,0.0,0.0
328,6,1,51 - 60,1,1,0.0,0.0,0.2,2,5,0,0.0,0.3
329,6,1,18 - 25,6,5,0.7,0.0,0.8,2,2,5,0.75,0.0
330,6,1,31 - 40,5,5,0.7,0.0,0.8,1,2,7,0.3,0.0
331,6,1,31 - 40,1,1,0.7,0.0,1.0,1,1,9,1.0,0.0
332,6,1,31 - 40,6,1,0.7,0.0,1.0,2,1,7,0.0,0.0
333,6,1,31 - 40,2,2,0.7,0.0,1.0,2,1,5,1.0,0.0
335,6,1,31 - 40,6,1,0.7,0.0,0.8,1,6,9,0.75,0.0
336,6,2,26 - 30,1,1,0.7,0.0,0.8,2,4,0,0.75,0.3
338,6,2,31 - 40,7,1,0.7,0.0,1.0,2,1,5,1.0,0.9
340,6,2,31 - 40,1,1,0.7,0.0,1.0,2,4,5,1.0,0.0
341,6,2,31 - 40,1,1,0.0,0.0,0.8,1,6,2,0.3,0.0
342,6,2,26 - 30,7,1,0.7,0.0,0.8,1,1,9,0.75,0.0
344,6,2,31 - 40,7,5,0.7,0.0,1.0,1,1,9,0.75,0.0
346,6,2,61 - 70,2,2,0.7,0.0,1.0,1,3,9,0.75,0.0
347,6,2,26 - 30,7,1,1.0,0.0,0.8,1,6,9,0.75,0.0
349,6,2,31 - 40,1,1,0.7,0.0,1.0,2,1,0,0.0,0.3
350,6,2,61 - 70,6,2,1.0,0.7,1.0,2,4,0,1.0,0.3
352,6,2,51 - 60,2,5,0.7,0.0,1.0,1,6,5,0.75,0.0
354,6,2,31 - 40,6,2,0.0,0.0,1.0,1,6,4,0.75,0.0
355,6,2,51 - 60,2,2,0.7,0.0,1.0,1,2,0,1.0,0.3
358,6,2,41 - 50,1,1,0.7,0.0,1.0,1,2,5,0.75,0.0
359,6,2,31 - 40,1,1,0.7,0.0,1.0,2,2,0,0.0,0.3
360,6,2,31 - 40,4,5,0.7,0.0,0.8,2,4,0,0.75,0.3
361,6,2,18 - 25,5,5,0.7,0.0,1.0,1,6,9,0.0,0.0
365,6,2,41 - 50,6,3,1.0,0.0,1.0,1,2,6,0.75,0.0
366,6,2,31 - 40,7,1,1.0,0.0,1.0,2,1,9,1.0,0.9
