,region_residencia,residencia_hace_dos_anos,V1,V2,V3
0,1,2,0.989904141102,0.00422416752417,0.00587169137415
1,1,2,0.452207467644,0.357365021193,0.190427511162
2,1,5,0.989904141102,0.00422416752417,0.00587169137415
3,1,5,0.223787822485,0.685330523868,0.0908816536476
4,1,6,0.103578835914,0.83320915106,0.0632120130258
5,1,6,0.103578835914,0.83320915106,0.0632120130258
6,1,3,0.989904141102,0.00422416752417,0.00587169137415
7,1,4,0.989904141102,0.00422416752417,0.00587169137415
8,1,2,0.989904141102,0.00422416752417,0.00587169137415
9,1,5,0.452207467644,0.357365021193,0.190427511162
10,1,2,0.540824835624,0.181082604369,0.278092560006
11,1,2,0.989904141102,0.00422416752417,0.00587169137415
12,1,4,0.452207467644,0.357365021193,0.190427511162
13,1,2,0.103578835914,0.83320915106,0.0632120130258
14,1,4,0.154818897742,0.0869036207876,0.75827748147
15,1,2,0.103578835914,0.83320915106,0.0632120130258
16,1,3,0.103578835914,0.83320915106,0.0632120130258
17,1,3,0.989904141102,0.00422416752417,0.00587169137415
18,1,3,0.989904141102,0.00422416752417,0.00587169137415
19,1,3,0.989904141102,0.00422416752417,0.00587169137415
20,1,2,0.989904141102,0.00422416752417,0.00587169137415
21,1,3,0.103578835914,0.83320915106,0.0632120130258
22,1,6,0.20232311119,0.18957842627,0.608098462541
23,1,5,0.154818897742,0.0869036207876,0.75827748147
24,1,2,0.989904141102,0.00422416752417,0.00587169137415
25,1,3,0.103578835914,0.83320915106,0.0632120130258
26,1,5,0.154818897742,0.0869036207876,0.75827748147
27,1,5,0.989904141102,0.00422416752417,0.00587169137415
28,1,3,0.989904141102,0.00422416752417,0.00587169137415
29,1,2,0.223787822485,0.685330523868,0.0908816536476
30,1,3,0.399739074959,0.14792528067,0.45233564437
31,1,2,0.989904141102,0.00422416752417,0.00587169137415
32,1,3,0.0514069421598,0.0187564048136,0.929836653027
33,1,3,0.0514069421598,0.0187564048136,0.929836653027
34,1,3,0.0514069421598,0.0187564048136,0.929836653027
35,1,4,0.154818897742,0.0869036207876,0.75827748147
36,1,4,0.989904141102,0.00422416752417,0.00587169137415
37,1,5,0.0514069421598,0.0187564048136,0.929836653027
38,1,6,0.0514069421598,0.0187564048136,0.929836653027
39,1,6,0.154818897742,0.0869036207876,0.75827748147
40,1,5,0.0514069421598,0.0187564048136,0.929836653027
41,1,5,0.399739074959,0.14792528067,0.45233564437
42,1,4,0.183429515362,0.664428262318,0.15214222232
43,1,6,0.086676664563,0.859620331724,0.0537030037133
44,1,6,0.183429515362,0.664428262318,0.15214222232
45,1,5,0.265686000776,0.402893209641,0.331420789583
46,1,3,0.216903568842,0.513956306804,0.269140124354
47,1,4,0.367990899583,0.354808219492,0.277200880925
48,1,4,0.452207467644,0.357365021193,0.190427511162
49,1,5,0.086676664563,0.859620331724,0.0537030037133
50,1,5,0.086676664563,0.859620331724,0.0537030037133
51,1,5,0.086676664563,0.859620331724,0.0537030037133
52,1,5,0.452207467644,0.357365021193,0.190427511162
53,1,5,0.989904141102,0.00422416752417,0.00587169137415
54,1,4,0.452207467644,0.357365021193,0.190427511162
55,1,3,0.989904141102,0.00422416752417,0.00587169137415
56,1,2,0.28187195225,0.543555892826,0.174572154925
57,1,5,0.086676664563,0.859620331724,0.0537030037133
58,1,5,0.28187195225,0.543555892826,0.174572154925
59,1,5,0.086676664563,0.859620331724,0.0537030037133
60,1,3,0.0514069421598,0.0187564048136,0.929836653027
61,1,3,0.540824835624,0.181082604369,0.278092560006
62,1,3,0.452207467644,0.357365021193,0.190427511162
63,1,2,0.0514069421598,0.0187564048136,0.929836653027
64,1,2,0.20232311119,0.18957842627,0.608098462541
65,1,2,0.0514069421598,0.0187564048136,0.929836653027
66,1,2,0.367990899583,0.354808219492,0.277200880925
67,1,2,0.086676664563,0.859620331724,0.0537030037133
