,region_residencia,residencia_hace_dos_anos,V1,V2,V3
0,1,3,0.995706942949,0.00155079825296,0.00274225879854
1,1,5,0.486546386192,0.303884077125,0.209569536683
2,1,3,0.0892252663834,0.853093863198,0.0576808704189
3,1,3,0.369927402692,0.1226434421,0.507429155208
4,1,6,0.213163222375,0.685903691236,0.10093308639
5,1,6,0.0892252663834,0.853093863198,0.0576808704189
6,1,5,0.436005397164,0.376525232187,0.187469370649
7,1,5,0.204711865188,0.282476068903,0.512812065909
8,1,3,0.160761922663,0.0817945912088,0.757443486128
9,1,3,0.995706942949,0.00155079825296,0.00274225879854
10,1,4,0.14371038405,0.762516993289,0.0937726226611
11,1,4,0.995706942949,0.00155079825296,0.00274225879854
12,1,6,0.463254997336,0.318198878507,0.218546124157
13,1,6,0.463254997336,0.318198878507,0.218546124157
14,1,2,0.0470286359963,0.015872851487,0.937098512517
15,1,6,0.314827435588,0.158761853814,0.526410710598
16,1,4,0.995706942949,0.00155079825296,0.00274225879854
17,1,6,0.995706942949,0.00155079825296,0.00274225879854
18,1,2,0.995706942949,0.00155079825296,0.00274225879854
19,1,4,0.995706942949,0.00155079825296,0.00274225879854
20,1,4,0.995706942949,0.00155079825296,0.00274225879854
21,1,5,0.0695321734321,0.88512507829,0.045342748278
22,1,4,0.995706942949,0.00155079825296,0.00274225879854
23,1,5,0.160761922663,0.0817945912088,0.757443486128
24,1,4,0.232890748486,0.20296727783,0.564141973684
25,1,3,0.0470286359963,0.015872851487,0.937098512517
26,1,3,0.46463514065,0.342201039544,0.193163819806
27,1,2,0.995706942949,0.00155079825296,0.00274225879854
28,1,2,0.382710654305,0.310426960008,0.306862385687
29,1,2,0.0470286359963,0.015872851487,0.937098512517
30,1,6,0.995706942949,0.00155079825296,0.00274225879854
31,1,2,0.995706942949,0.00155079825296,0.00274225879854
32,1,6,0.465839435426,0.318758186965,0.215402377609
33,1,6,0.46463514065,0.342201039544,0.193163819806
34,1,6,0.46463514065,0.342201039544,0.193163819806
35,1,6,0.160761922663,0.0817945912088,0.757443486128
36,1,6,0.995706942949,0.00155079825296,0.00274225879854
37,1,5,0.529838024763,0.160972399609,0.309189575629
38,1,5,0.226014739554,0.474205719499,0.299779540947
39,1,3,0.369927402692,0.1226434421,0.507429155208
40,1,3,0.995706942948,0.00155079825296,0.00274225879854
41,1,6,0.0470286359963,0.015872851487,0.937098512517
42,1,2,0.0470286359963,0.015872851487,0.937098512517
43,1,2,0.0470286359963,0.015872851487,0.937098512517
44,1,3,0.465839435426,0.318758186965,0.215402377609
45,2,5,0.995706942949,0.00155079825296,0.00274225879854
46,2,1,0.463254997336,0.318198878507,0.218546124157
47,2,1,0.0470286359963,0.015872851487,0.937098512517
48,2,5,0.995706942949,0.00155079825296,0.00274225879854
49,2,1,0.995706942949,0.00155079825296,0.00274225879854
50,2,1,0.213163222375,0.685903691236,0.10093308639
