id,int_date,live1,eminuse,intmob,home3nw,bbhome1f1,smart1,low_budget_e_reader_1_high_2_no_3,Desktop_laptop,printed_books_read,audiobooks_heard,Ebooks_read,phy_public_library,virtual_public_library,library_loan_ebooks,borrow_print_books,help_from_librarian,sit_and_Study,class_to_use_computer,Attend_group_meeting,internet_use_library,library_impact_your_family,library_impact_community,sex,age,age_group,marital,par,Kidage_17,educ2,emplnw,inc,usr,state,estado,Freq_Twitter,Freq_Instagram,Freq_Pinterest,Freq_Facebook,amount_books_read,freq_library_visit,freq_virtual_library_visit,freq_mobile_library_visit,Clus 1,Clus 2,Clus 3,Clus 4,Clus 5,Clus 6
95,40116,2,1,1,1,2,1,1,1,1,0,1,1,3,0,0,0,0,1,1,1,0.5,0,1,65,Ciudadano_de_oro,1,2,0,8,4,9,S,25,Missouri,0,0,0,0,0.202020202,0.125,0,0,0,0,0.98,0,0.01,0
96,30716,3,1,1,1,2,1,0,1,1,0,1,3,3,0,0,0,0,0,0,0,0.5,0.5,1,21,Joven_adulto,6,2,0,3,1,2,U,45,Vermont,0,0,0,0.3333333333,0.0404040404,0,0,0,0,0,0.01,0,0.98,0
97,32016,3,1,0,1,2,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,2,73,Ciudadano_de_oro,5,2,0,8,3,99,S,48,West Virginia,0,0,0,0.5555555556,0.202020202,0.125,0.75,0,0.01,0.07,0.07,0.04,0.46,0.35
98,31216,2,1,1,1,2,0,0,1,1,0,0,3,1,1,0,0,0,0,0,0,0,0,2,54,Mediana_edad,1,2,0,5,1,8,S,9,Florida,0,0,0.5555555556,0.3333333333,0.1212121212,0,0.75,0,0.01,0.08,0.07,0.05,0.38,0.41
99,31916,2,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,42,Adulto,1,1,0,8,1,9,S,39,Rhode Island,0,0,0,0.6666666667,0.101010101,0.375,0.75,0.75,0,0,0.98,0,0.01,0
100,32116,1,1,1,1,5,1,0,0,0,0,1,1,2,1,1,1,0,0,0,1,0.5,0,1,59,Mediana_edad,5,2,0,4,4,2,U,17,Kentucky,0,0,0,0.1111111111,0.101010101,0.375,0,1,0.03,0.58,0.06,0.09,0.14,0.1
101,31016,1,1,1,1,2,1,0,1,0,0,0,3,3,0,0,0,0,0,0,0,1,0,1,79,Ciudadano_de_oro,3,2,0,4,3,2,U,12,Idaho,0,0,0,0,0.9898989899,0,0,0,0,0.7,0.04,0.02,0.23,0.02
102,31816,1,1,1,1,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5,1,19,Joven_adulto,6,2,0,3,2,3,S,12,Idaho,0,0.1666666667,0,0.1111111111,0,0.375,1,0,0.03,0.6,0.05,0.09,0.14,0.09
103,33116,4,1,1,1,2,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,2,61,Ciudadano_de_oro,1,2,0,6,1,7,R,29,New Hampshire,0,0,0,0.3333333333,0.101010101,0.25,0.75,0,0,0,0.99,0,0,0
104,32716,3,0,0,0,0,1,0.5,0,1,0,0,1,3,1,1,0,0,0,0,0,0,0,2,64,Ciudadano_de_oro,5,2,0,3,1,3,U,48,West Virginia,0,0,0,0,0.0606060606,0.375,0,0,0.64,0.04,0.03,0.05,0.04,0.21
105,31616,1,0,0,0,0,0,1,0,1,0,0,2,3,1,0,0,0,0,0,0,0,0,2,83,Ciudadano_de_oro,5,2,0,4,3,5,U,48,West Virginia,0,0,0,0,0.0303030303,0,0,0,0.9,0.01,0.01,0.01,0.01,0.06
106,31816,1,0,0,0,0,0,0,0,1,1,0,2,3,1,0,0,0,0,0,0,0.5,0.5,1,79,Ciudadano_de_oro,1,2,0,3,3,4,U,20,Maryland,0,0,0,0,0.0202020202,0,0,0,0.99,0,0,0,0,0
107,31216,2,1,1,1,2,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,2,69,Ciudadano_de_oro,1,2,0,8,3,7,S,42,Tennessee,0,0,0.2222222222,0.2222222222,0.1212121212,0.375,0.75,0.75,0,0,1,0,0,0
108,32716,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0.5,0,2,37,Adulto,6,1,0,8,1,6,U,18,Louisiana,0,1,0,1,0,0.5,1,0,0.04,0.33,0.06,0.36,0.1,0.1
109,40416,2,1,1,1,2,1,1,1,1,0,0,2,2,1,0,0,0,0,0,0,0.5,0,2,59,Mediana_edad,1,2,0,8,1,9,U,51,Wyoming,0,0,0,0,0.0303030303,0,0,0,0,0,0.98,0,0.01,0
110,40216,3,1,1,1,2,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,2,41,Adulto,4,1,0,4,1,6,S,29,New Hampshire,0.1111111111,0.8333333333,0.3333333333,0.1111111111,0.0303030303,0.5,1,0,0,0.03,0.14,0.79,0.03,0
111,32816,3,1,1,1,2,1,1,1,0,0,1,2,3,1,0,0,0,0,0,0,0.5,0,2,37,Adulto,1,1,0,6,1,7,U,46,Virginia,0.2222222222,0,0.2222222222,0.2222222222,0.9797979798,0,0,0,0,0.81,0.08,0.08,0.03,0
112,32616,3,1,1,0,0,1,1,1,0,0,0,2,3,0,0,0,0,0,0,0,0.5,1,2,52,Mediana_edad,4,2,0,1,6,1,S,48,West Virginia,0,0,0,0.3333333333,0,0,0,0,0,0.92,0.04,0.02,0.02,0
113,40416,2,1,1,1,2,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,57,Mediana_edad,1,2,0,8,1,9,S,6,Colorado,0,0,0,0,0.0808080808,0.125,1,0,0,0,0.98,0,0.01,0
114,32416,2,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0.5,0,2,88,Ciudadano_de_oro,5,2,0,3,3,5,S,39,Rhode Island,0,0,0,0,0.0606060606,0,0,0,0.99,0,0,0,0,0
115,40316,2,1,1,1,2,1,0,1,1,0,0,1,3,0,1,0,0,0,0,1,0.5,0.5,2,60,Ciudadano_de_oro,3,2,0,8,1,99,U,17,Kentucky,0,0,0,0.6666666667,0.202020202,0.375,0,0,0,0.01,0.01,0,0.98,0
116,30916,3,1,1,1,2,1,1,1,0,0,0,3,3,1,0,0,0,0,0,0,0.5,0,1,60,Ciudadano_de_oro,1,2,0,8,5,9,S,8,Delaware,0,0,0,0.2222222222,0,0,0,0,0,0.84,0.1,0.02,0.04,0
117,32116,2,1,1,1,2,1,1,1,1,0,0,2,3,0,0,0,0,0,0,0,1,1,2,31,Adulto,6,2,0,6,1,7,S,51,Wyoming,0.1111111111,0.5,0.3333333333,0.3333333333,0.0606060606,0,0,0,0,0.05,0.55,0.35,0.05,0.01
118,40116,2,1,1,1,2,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0.5,1,20,Joven_adulto,6,2,0,4,1,9,S,17,Kentucky,0.3333333333,0.5,0,0.1111111111,0.0606060606,0.375,1,0,0,0.08,0.1,0.06,0.74,0.01
119,31616,2,1,1,1,2,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,69,Ciudadano_de_oro,1,2,0,8,3,9,U,53,Wyoming,0,0,0,0.3333333333,0.1212121212,0.5,0.75,1,0,0.85,0.09,0.02,0.03,0
120,32816,2,1,1,1,2,1,1,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,2,35,Adulto,6,2,0,4,1,3,S,12,Idaho,0,0.3333333333,0,0.1111111111,0,0,0,0,0,0.9,0.05,0.02,0.02,0
121,33116,3,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0.5,0.5,1,70,Ciudadano_de_oro,6,2,0,3,3,2,S,13,Illinois,0,0,0,0,0.1414141414,0,0,0,0.99,0,0,0,0,0
122,32316,2,1,1,1,2,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0.5,0,2,41,Adulto,3,1,0,5,1,5,S,39,Rhode Island,0,0,0,0.3333333333,0.0303030303,0.5,1,0,0,0,0.01,0,0.98,0
123,32516,3,1,1,1,2,1,0.5,1,0,0,0,3,3,0,0,0,0,0,0,0,1,0,1,30,Adulto,6,2,0,3,1,99,U,48,West Virginia,0,0,0.5555555556,0.1111111111,0,0,0,0,0,0.97,0.01,0.01,0.01,0
124,32316,3,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0.5,0,2,62,Ciudadano_de_oro,4,2,0,5,4,8,U,6,Colorado,0.5555555556,0,0,0.1111111111,0.0404040404,0.25,1,1,0.04,0.24,0.1,0.24,0.24,0.15
125,30716,3,1,1,1,2,1,0,0,1,0,0,1,3,0,1,0,1,0,1,0,0.5,0,2,50,Mediana_edad,1,2,0,5,6,6,U,4,Arkansas,0,0,0,0.1111111111,0.0202020202,0.5,0,0,0.01,0.17,0.08,0.03,0.66,0.05
126,32616,3,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,2,79,Ciudadano_de_oro,1,2,0,1,3,99,R,55,Wyoming,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0
127,40216,3,1,1,1,8,1,0,1,0,0,0,3,3,0,0,0,0,0,0,0,1,0.5,1,19,Joven_adulto,6,2,0,3,2,4,S,26,Montana,0.1111111111,0.3333333333,0.8888888889,0.2222222222,0,0,0,0,0.03,0.28,0.06,0.47,0.09,0.07
128,32216,1,1,1,1,3,1,1,1,1,1,0,1,3,0,0,0,0,0,0,0,1,0,1,17,Joven_adulto,2,2,0,1,1,9,U,6,Colorado,0,0,0,0,0.9797979798,0.5,0,0,0,0,0.99,0,0,0
129,40216,4,1,1,1,2,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0.5,0,1,20,Joven_adulto,2,1,1,3,2,3,R,36,Oklahoma,0,0,0.3333333333,0.2222222222,0,0,0,0,0.01,0.71,0.06,0.15,0.05,0.02
130,31716,3,1,1,1,2,1,1,1,1,0,0,2,3,0,0,0,0,0,0,0,1,0,1,68,Ciudadano_de_oro,6,2,0,6,3,99,S,12,Idaho,0,0,0.5555555556,0,0.0303030303,0,0,0,0,0.01,0.97,0.01,0.01,0
131,31216,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,2,70,Ciudadano_de_oro,3,2,0,4,3,6,S,53,Wyoming,0,0,1,0.3333333333,0.5050505051,0.125,0.25,0,0,0.05,0.29,0.6,0.05,0.01
132,30716,2,1,1,1,2,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0.5,0,2,58,Mediana_edad,6,2,0,6,1,99,S,27,Nebraska,0.5555555556,0,0.6666666667,0.3333333333,0.303030303,0.25,0.25,0,0,0.01,0.03,0.96,0.01,0
133,40216,2,1,0,1,2,0,0,1,1,0,0,1,3,1,0,0,1,0,0,1,0.5,0,1,48,Mediana_edad,3,1,0,5,1,4,S,25,Missouri,0,0,0,0.1111111111,0.101010101,0.125,0,0,0,0,0,0,0.01,0.99
134,32916,1,1,1,1,2,0,0,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,2,83,Ciudadano_de_oro,5,2,0,5,3,99,S,12,Idaho,0,0,0,0.2222222222,0.5050505051,0.5,0,0,0.01,0.07,0.07,0.02,0.59,0.24
135,32616,2,1,1,1,2,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,1,0.5,1,21,Joven_adulto,6,2,0,4,4,7,S,34,North Dakota,0.1111111111,0.5,0,0.1111111111,0.2525252525,0,1,0,0,0.01,0.96,0.02,0.01,0
136,31516,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,2,46,Mediana_edad,6,2,0,3,4,1,S,25,Missouri,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0
137,31316,4,1,1,1,2,1,0,1,0,0,0,3,3,0,0,0,0,0,0,0,1,0.5,2,33,Adulto,1,1,0,3,1,6,S,26,Montana,0,0,0,0.1111111111,0,0,0,0,0,0.69,0.04,0.02,0.24,0.01
138,31716,2,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,72,Ciudadano_de_oro,1,2,0,8,8,4,U,42,Tennessee,0.2222222222,1,0.6666666667,0.2222222222,0.1515151515,0.5,1,1,0,0.01,0.01,0.98,0,0
139,32616,3,1,1,0,0,1,1,1,1,0,0,2,3,1,0,0,0,0,0,0,1,0.5,1,99,Ciudadano_de_oro,6,2,0,3,2,99,S,36,Oklahoma,0.2222222222,0,0,0.1111111111,0.0101010101,0,0,0,0,0,0.98,0,0.01,0
140,31116,3,1,1,1,2,1,1,1,1,0,1,2,2,0,0,0,0,0,0,0,1,0.5,1,39,Adulto,1,1,0,6,1,6,R,19,Maine,0,0,0,0.1111111111,0.101010101,0,0,0,0,0,0.99,0,0.01,0
141,32516,4,1,1,1,2,1,0,1,0,0,0,2,3,1,0,0,0,0,0,0,1,0,1,49,Mediana_edad,3,2,0,3,1,6,R,23,Minnesota,0,0,0,0.1111111111,0,0,0,0,0,0.69,0.04,0.02,0.24,0.01
142,31316,2,0,1,1,2,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,70,Ciudadano_de_oro,1,2,0,8,1,6,U,35,Ohio,0,0,0,0,0,0.5,0.75,0,0.01,0.66,0.09,0.15,0.06,0.03
143,40316,2,1,1,1,2,1,1,0,1,0,0,2,3,0,0,0,0,0,0,0,1,0,1,36,Adulto,1,2,0,5,3,6,R,37,Oregon,0,0,0,0.3333333333,0.0505050505,0,0,0,0,0.22,0.45,0.13,0.17,0.02
144,32816,3,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,2,60,Ciudadano_de_oro,1,2,0,8,3,8,R,2,Alaska,0,0,0,0,0.0505050505,0.5,0.5,0,0,0,0.98,0,0.01,0
145,30716,3,1,1,1,2,1,0,1,1,0,1,2,1,0,0,0,0,0,0,1,0.5,0,1,24,Adulto,6,2,0,6,1,7,S,17,Kentucky,0,0,0,0.2222222222,0.0505050505,0,1,0,0,0.01,0.02,0,0.97,0
146,32816,2,1,1,1,2,1,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0.5,0,1,59,Mediana_edad,1,2,0,5,3,6,S,13,Illinois,0,0,0,0.2222222222,0,0,0,0,0,0.71,0.04,0.01,0.23,0.01
147,33016,2,1,0,1,2,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0.5,0,1,70,Ciudadano_de_oro,1,2,0,8,3,7,S,51,Wyoming,0,0,0,0.3333333333,0.1212121212,0.5,1,0,0,0,0,0,0,0.99
148,31816,2,1,1,1,2,1,0,1,0,0,0,1,3,1,0,1,0,0,0,0,1,0.5,1,21,Joven_adulto,6,2,0,6,1,9,S,24,Mississippi,0.1111111111,0.1666666667,0.6666666667,0.1111111111,0,0.5,0,0,0,0.77,0.03,0.07,0.1,0.02
149,32116,1,1,1,1,2,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0.5,0,2,56,Mediana_edad,1,1,0,6,1,9,U,48,West Virginia,0,0.3333333333,0.5555555556,0.5555555556,0.101010101,0.5,1,0,0,0.05,0.39,0.5,0.05,0.01
150,32616,3,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,1,55,Mediana_edad,3,2,0,3,6,2,R,18,Louisiana,0,0,0,0,0.0404040404,0,0,0,0.99,0,0,0,0,0
151,31316,3,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0.5,0,2,62,Ciudadano_de_oro,6,2,0,5,6,1,R,17,Kentucky,0,0,0,0,0,0.5,0,0,0.99,0,0,0,0,0
152,32216,3,1,1,1,4,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,1,1,2,20,Joven_adulto,6,2,0,4,4,7,S,18,Louisiana,0,0,0,0.1111111111,0,0,1,0,0,0.8,0.03,0.01,0.14,0.01
153,33116,2,1,1,1,2,1,1,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,2,19,Joven_adulto,6,2,0,3,4,3,U,6,Colorado,0.3333333333,0.1666666667,0.3333333333,0,0,0,0,0,0,0.54,0.08,0.34,0.04,0.01
154,31716,2,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,64,Ciudadano_de_oro,1,2,0,6,3,8,S,18,Louisiana,0,0,0,0.3333333333,0.2525252525,0.5,0.5,0,0,0,0.99,0,0,0
155,30716,1,1,1,1,2,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,2,34,Adulto,1,1,2,6,4,8,S,39,Rhode Island,0.3333333333,0.1666666667,0.2222222222,0.2222222222,0.0202020202,0.25,1,0,0,0.03,0.82,0.11,0.04,0
156,33116,2,1,1,1,2,1,0.5,1,1,0,1,2,2,1,0,0,0,0,0,0,0,0,1,20,Joven_adulto,6,2,0,3,1,3,S,24,Mississippi,0,1,0,0.1111111111,0.1616161616,0,0,0,0,0.12,0.38,0.2,0.29,0.01
157,31916,2,1,1,1,2,1,1,1,1,0,1,2,2,0,0,0,0,0,0,0,0.5,0.5,1,46,Mediana_edad,1,1,0,5,1,9,S,18,Louisiana,0.2222222222,0.1666666667,0,0.1111111111,0.0202020202,0,0,0,0,0,0.99,0,0,0
158,32816,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,2,45,Mediana_edad,1,1,0,6,4,7,S,8,Delaware,0,0,0.3333333333,0.2222222222,0.3838383838,0.25,0.25,0.25,0,0,0.99,0,0,0
159,31216,2,1,0,1,2,1,0,1,1,0,0,1,3,1,0,1,0,0,0,0,1,0,2,70,Ciudadano_de_oro,1,2,0,8,3,6,S,37,Oregon,0,0,0,0,0.0303030303,0.5,0,0,0.01,0.07,0.07,0.03,0.53,0.29
160,32616,2,1,1,1,2,1,1,1,1,0,0,1,3,1,1,0,0,0,0,0,0.5,0,1,40,Adulto,1,1,2,6,1,9,S,47,Washington,0,0,0,0.1111111111,0.5050505051,0.25,0,0,0,0,0.99,0,0.01,0
161,32916,2,1,1,1,2,1,1,1,0,0,0,1,3,0,1,1,1,0,0,1,0,0,1,54,Mediana_edad,1,1,1,6,1,9,S,6,Colorado,0.1111111111,0.1666666667,0.3333333333,0.1111111111,0,0.375,0,0,0,0.81,0.07,0.09,0.03,0
162,31016,1,1,1,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,1,0,2,50,Mediana_edad,1,2,0,3,1,99,U,17,Kentucky,0,0,0,0.5555555556,0,0,0,0,0.29,0.15,0.04,0.07,0.08,0.37
163,31116,3,1,1,1,2,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0.5,1,25,Adulto,6,2,0,3,1,6,S,48,West Virginia,0,0,0,0.1111111111,0,0.5,0,0,0,0.81,0.05,0.07,0.05,0.02
164,32916,3,1,1,1,2,1,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0.5,0,1,52,Mediana_edad,3,1,0,2,2,3,R,1,Alabama,0,0,0,0.3333333333,0,0,0,0,0,0.74,0.03,0.01,0.2,0.01
