id,int_date,sex,eminuse,intmob,snsint,home3nw,bbhome1,smart1,low_budget_e_reader_1_high_2_no_3,Desktop_laptop,printed_books_read,audiobooks_heard,Ebooks_read,phy_public_library,virtual_public_library,library_loan_ebooks,borrow_print_books,help_from_librarian,sit_and_Study,class_to_use_computer,Attend_group_meeting,internet_use_library,library_impact_your_family,library_impact_community,age,marital,par,Kidage_17,educ2,emplnw,inc,usr,state,Freq_Twitter,Freq_Instagram,Freq_Pinterest,Freq_Facebook,amount_books_read,freq_library_visit,freq_virtual_library_visit,freq_mobile_library_visit,Clus 1,Clus 2,Clus 3,Clus 4,Clus 5,Clus 6
1,32315,2,1,1,1,1,2,1,1,1,1,0,1,1,3,0,0,0,1,1,0,1,0.5,0,17,6,2,0,3,4,8,S,17,0.1111111111,0.3333333333,0.2222222222,0.1666666667,1,0.5,0,0,0,0,0.01,0.05,0.94,0
153,32115,2,1,1,1,1,2,0,1,0,1,0,1,1,3,0,1,0,0,0,0,0,0.5,0,66,1,2,0,5,3,4,U,12,0,0,0.3333333333,0.8333333333,0.1855670103,0.5,0,0,0.01,0.04,0.05,0.05,0.18,0.66
170,32015,1,1,1,1,0,0,1,1,0,0,0,0,1,3,0,0,1,0,0,0,0,1,0.5,73,3,2,0,4,3,4,R,37,0,0,0,0.5,0,0.5,0,0,0.01,0.02,0.04,0.05,0.13,0.75
108,40315,1,1,1,2,1,2,1,1,1,1,0,0,3,3,1,0,0,0,0,0,0,0,0,71,1,2,0,3,3,99,R,21,0.3333333333,0,0,0.1666666667,0.0206185567,0,0,0,0,0.01,0.87,0.05,0.07,0.01
70,33115,2,1,1,2,1,2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0.5,0,64,1,2,0,5,1,99,R,27,0,0,0,0,0.0309278351,0.5,0,0,0,0.16,0.73,0.05,0.04,0.02
132,33015,1,1,1,2,1,2,0,0.5,1,0,0,1,3,3,0,0,0,0,0,0,0,1,0.5,74,1,2,0,8,3,99,S,4,0,0,0,0,0.206185567,0,0,0,0,0.25,0.65,0.05,0.03,0.02
172,40315,2,1,1,2,1,2,0,0.5,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,68,1,2,0,6,3,8,U,6,0,0,0,0,1,0.125,0.4,0.625,0,0.25,0.65,0.05,0.03,0.02
38,33015,1,1,1,2,1,1,1,0,1,0,0,0,2,3,1,0,0,0,0,0,0,0,0,49,1,2,0,5,5,8,S,25,0,0,0,0,0,0,0,0,0,0.02,0.91,0.05,0.01,0
51,40215,2,1,1,2,1,1,1,0,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,67,1,2,0,8,3,5,S,29,0,0,0,0,0.2577319588,0.25,0,0,0,0.02,0.91,0.05,0.01,0
46,32015,2,1,1,1,1,2,1,0.5,1,1,0,0,1,3,0,0,0,1,0,0,0,0.5,0,39,6,1,2,4,1,6,S,26,0.6666666667,0.1111111111,0.2222222222,0.1666666667,0.0412371134,0.5,0,0,0,0,0.01,0.04,0.94,0
59,40715,2,1,1,1,1,8,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0.5,24,6,2,0,3,2,98,S,6,0,0.2222222222,0,0.3333333333,0.0412371134,0,0.8,0.5,0,0,0.01,0.04,0.94,0
42,31915,2,1,1,1,1,2,1,0.5,1,0,0,0,1,3,0,0,1,1,0,1,1,0.5,0,20,6,2,0,3,2,6,S,19,0.6666666667,0.2222222222,0.6666666667,0.1666666667,0,0.125,0,0,0,0.01,0.02,0.04,0.91,0.01
56,31815,2,1,1,1,1,2,1,1,1,0,0,0,2,3,0,0,0,0,0,0,0,1,0,50,2,2,0,8,1,7,S,39,0.5555555556,0.6666666667,0,0.1666666667,0,0,0,0,0,0.01,0.03,0.04,0.89,0.03
62,32215,2,1,1,1,1,5,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0.5,0,54,6,2,0,3,4,1,U,39,0,0.3333333333,0,0.5,0,0,0,0,0.01,0.05,0.03,0.04,0.07,0.79
7,32315,2,0,0,2,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,67,1,2,0,8,4,6,S,16,0,0,0,0,1,0.25,0.8,0.5,0.35,0.18,0.09,0.04,0.06,0.29
5,33015,1,1,0,2,1,2,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0.5,0,22,6,2,0,5,2,2,R,17,0,0,0,0,0.0721649485,0.375,0.6,0.5,0,0.17,0.72,0.04,0.04,0.02
174,40315,2,1,0,1,1,2,0,0,1,1,1,1,2,2,0,0,0,0,0,0,0,1,0,42,1,2,0,4,4,6,S,39,0,0,0,0,1,0,0,0,0,0.85,0.05,0.04,0.02,0.03
28,31715,1,1,0,2,1,2,1,0,1,1,0,0,1,3,0,1,1,1,0,1,1,0,0,58,1,2,0,5,3,99,S,34,0,0,0,0,0.5154639175,0.25,0,0,0,0.66,0.26,0.04,0.02,0.02
17,40915,2,1,1,2,1,2,0,0,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,56,1,1,1,3,4,5,R,54,0,0,0.3333333333,0,0.5154639175,0.25,0,0,0,0.68,0.23,0.04,0.02,0.02
115,40315,1,1,0,2,1,1,1,0,1,0,1,0,1,3,0,0,1,1,0,1,0,0.5,0,20,1,1,1,3,2,1,R,48,0,0,0,0,0.0412371134,0.5,0,0,0,0.7,0.22,0.04,0.02,0.02
87,41215,1,1,1,2,1,2,1,0,1,1,0,0,2,3,1,0,0,0,0,0,0,1,0.5,65,1,2,0,8,3,6,S,27,0,0,0.5555555556,0,0.0206185567,0,0,0,0,0.02,0.92,0.04,0.02,0
12,41015,1,1,1,1,1,2,1,1,1,1,0,0,1,3,1,1,0,1,0,0,1,0.5,0,43,1,1,2,6,1,9,U,27,0.5555555556,0,0,0.8333333333,0.0515463918,0.5,0,0,0,0,0.01,0.03,0.96,0.01
57,40515,2,0,1,1,1,1,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,34,4,1,2,2,2,2,U,55,0.6666666667,0.1111111111,0.6666666667,0.1666666667,0,0,0,0,0.14,0.05,0.03,0.03,0.06,0.69
104,32315,2,0,1,2,1,8,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0.5,0,75,1,2,0,2,3,98,S,37,0,0,0,0,0,0,0,0,0.31,0.11,0.06,0.03,0.05,0.45
123,33115,1,1,0,2,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,55,1,2,0,2,1,2,S,24,0,0,0,0,0.0103092784,0,0,0,0.32,0.26,0.06,0.03,0.03,0.31
69,32315,1,1,1,1,1,2,1,1,1,0,0,0,1,3,1,0,1,1,0,0,1,0,0,32,2,1,2,4,1,3,S,42,0.2222222222,0.1111111111,0.6666666667,0.1666666667,0,0.125,0,0,0,0,0.01,0.02,0.98,0
140,32115,1,1,1,1,1,2,1,1,1,0,0,1,2,3,0,0,0,0,0,0,0,0.5,0,46,6,2,0,4,1,6,S,6,0.3333333333,0.1111111111,0.5555555556,0.1666666667,0.1546391753,0,0,0,0,0,0.01,0.02,0.98,0
16,40315,1,1,1,1,1,2,1,1,1,0,0,1,1,3,1,0,0,0,0,0,0,0.5,0,31,1,1,3,3,1,8,S,36,0.5555555556,0.2222222222,0.3333333333,0.3333333333,0.0309278351,0.5,0,0,0,0,0.01,0.02,0.97,0
85,32415,1,1,1,1,1,5,1,1,1,1,0,1,2,3,0,0,0,0,0,0,0,1,0.5,21,1,1,1,3,1,5,S,20,0,0.2222222222,0.3333333333,0.3333333333,0.0618556701,0,0,0,0,0,0,0.02,0.97,0
175,40615,1,1,1,2,0,0,0,0,0,1,0,0,1,3,1,1,1,1,1,0,0,0.5,0,51,3,2,0,3,1,3,U,42,0,0,0,0,0.0206185567,0.25,0,0,0.29,0.19,0.05,0.02,0.03,0.43
11,41215,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,22,1,1,6,5,1,5,S,29,0.1111111111,0.3333333333,0.3333333333,0.3333333333,0.0515463918,0.25,0.4,0.375,0,0,0,0.01,0.99,0
134,33115,2,1,1,1,1,2,1,1,1,1,0,0,2,3,0,0,0,0,0,0,0,1,0.5,24,2,2,0,4,2,3,S,42,0,0.5555555556,0.3333333333,0.5,0.0206185567,0,0,0,0,0,0,0.01,0.98,0
117,40315,1,0,1,1,0,0,1,0.5,0,1,0,0,1,1,0,1,0,1,0,0,1,0.5,0,52,3,2,0,3,6,2,S,51,0,0,0,0.5,0.1030927835,0.5,0.8,0.5,0.02,0.01,0.01,0.01,0.03,0.91
139,41115,2,0,1,1,0,0,1,0,0,0,0,1,3,3,1,0,0,0,0,0,0,1,0,32,1,1,4,2,1,3,U,20,0,0,0,0.1666666667,0.0206185567,0,0,0,0.02,0.01,0.01,0.01,0.02,0.93
173,40715,2,0,1,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,50,6,2,0,3,1,98,U,26,0,0,0,0.5,0,0,0,0,0.2,0.03,0.01,0.01,0.02,0.72
89,40215,1,0,1,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,43,1,1,2,3,1,6,S,6,0,0,0,0,0,0,0,0,0.28,0.03,0.01,0.01,0.02,0.64
10,32315,2,1,1,1,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0.5,0,23,4,1,1,3,4,1,R,21,0,0,0,0.8333333333,0.0103092784,0,0,0,0.02,0.01,0.01,0.01,0.01,0.94
49,31815,1,0,1,2,0,0,0,0.5,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,72,1,2,0,3,3,8,S,17,0,0,0,0,0,0,0,0,0.82,0.03,0.01,0.01,0.01,0.12
158,41015,1,1,0,2,1,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0.5,0.5,54,3,2,0,4,3,2,R,42,0,0,0,0,0,0,0,0,0.05,0.82,0.03,0.01,0.01,0.07
27,32315,2,1,1,2,1,2,1,1,1,0,0,0,2,3,0,0,0,0,0,0,0,1,0,51,6,1,1,4,1,5,S,12,0,0,0,0,0,0,0,0,0,0,0.98,0.01,0.01,0
43,32315,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.5,32,1,2,0,6,1,6,S,21,0,0,0,0,0.2577319588,0.5,0.2,0.125,0,0,0.98,0.01,0.01,0
146,32415,1,1,1,2,1,2,1,1,1,0,0,0,2,3,0,0,0,0,0,0,0,1,0,40,1,1,0,3,1,8,S,48,0,0,0,0,0,0,0,0,0,0,0.98,0.01,0.01,0
161,41215,2,1,1,2,1,2,1,1,1,0,1,0,1,3,0,0,0,0,0,0,0,1,1,49,4,2,0,4,1,4,S,22,0,0,0,0,0.0309278351,0.5,0,0,0,0,0.98,0.01,0.01,0
189,32415,1,1,1,2,1,2,1,1,1,1,0,0,2,3,0,0,0,0,0,0,0,1,0,61,1,2,0,8,4,99,U,6,0,0,0,0,0.0515463918,0,0,0,0,0,0.98,0.01,0.01,0
195,40215,1,1,1,2,1,2,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0.5,53,6,2,0,3,1,5,S,17,0,0,0,0,0.0412371134,0.375,0.6,0.5,0,0,0.98,0.01,0.01,0
126,31715,1,1,1,2,1,5,1,1,1,0,0,0,2,3,1,0,0,0,0,0,0,0.5,0.5,41,1,1,1,4,1,3,U,17,0,0,0,0,0,0,0,0,0,0,0.97,0.01,0.01,0
165,31915,1,1,1,2,1,4,1,1,1,1,0,0,2,3,1,0,0,0,0,0,0,0,0,24,2,2,0,4,1,3,U,2,0,0,0.1111111111,0,0.0309278351,0,0,0,0,0,0.97,0.01,0.01,0
94,40415,1,1,1,2,1,2,1,0.5,1,1,0,0,1,3,0,0,0,1,0,0,0,1,0,27,6,2,0,3,1,3,U,42,0,0,0,0,0.0515463918,0.5,0,0,0,0,0.98,0.01,0,0
151,40515,1,1,1,2,1,2,1,0.5,1,1,0,0,2,3,0,0,0,0,0,0,0,0.5,0,54,1,1,2,3,1,7,S,18,0,0,0,0,0.0309278351,0,0,0,0,0,0.98,0.01,0,0
154,32215,2,1,1,2,1,2,1,0.5,1,1,0,1,1,1,1,0,1,1,0,0,1,0.5,0,55,1,2,0,8,2,7,S,8,0,0,0,0,0.1030927835,0.5,0.8,0.5,0,0,0.98,0.01,0,0
157,40315,1,1,1,2,1,2,1,0.5,1,1,0,0,1,3,0,0,0,0,0,0,1,0.5,0,70,1,2,0,6,5,7,S,13,0,0,0,0,0.0103092784,0.5,0,0,0,0,0.98,0.01,0,0
187,41215,1,1,1,2,1,2,1,0.5,1,1,0,1,2,3,0,0,0,0,0,0,0,1,0,68,1,2,0,6,1,6,U,8,0,0,0,0,0.0309278351,0,0,0,0,0,0.98,0.01,0,0
79,40315,2,0,0,1,0,0,0,0,0,1,0,0,1,3,0,0,1,1,1,0,0,1,0.5,65,3,2,0,3,4,1,U,39,0,0,0,0,0.0103092784,0.5,0,0,0.94,0.01,0,0,0,0.04
148,40315,2,0,0,1,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,61,5,2,0,3,3,3,U,47,0,0,0,0,0.0412371134,0,0,0,0.94,0.01,0,0,0,0.04
22,33015,2,0,1,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0.5,0,79,1,2,0,1,4,98,S,37,0,0,0,0,0.0412371134,0,0,0,0.93,0.01,0,0,0,0.04
68,40415,2,1,0,2,1,2,0,0,1,1,0,0,2,3,1,0,0,0,0,0,0,0.5,0,54,1,1,1,6,1,98,U,37,0,0,0,0.8333333333,0.206185567,0,0,0,0,0.98,0.01,0,0,0.01
136,41015,2,1,0,2,1,2,0,0.5,1,1,0,0,2,1,1,0,0,0,0,0,0,0.5,0,78,3,2,0,5,3,7,U,6,0,0,0,0,0.0206185567,0,0.8,0.5,0,0.98,0.01,0,0,0
3,40215,2,1,0,2,1,2,0,0,1,1,0,0,2,3,1,0,0,0,0,0,0,0.5,0,49,1,2,0,8,4,7,U,17,0,0,0,0,0.1546391753,0,0,0,0,1,0,0,0,0
44,31715,2,1,0,2,1,2,0,0,1,1,0,0,1,3,1,1,0,0,0,0,0,0.5,0,77,1,2,0,4,3,4,R,30,0,0,0,0,0.206185567,0.5,0,0,0,1,0,0,0,0
61,40315,2,1,0,2,1,2,0,0,1,1,0,0,1,3,0,1,1,1,0,0,0,0,0,82,5,2,0,6,8,2,R,36,0,0,0,0,0.3092783505,0.125,0,0,0,1,0,0,0,0
109,31715,2,1,0,2,1,2,0,0,1,1,0,0,1,3,1,0,1,0,0,0,0,0,0,60,1,2,0,3,1,4,S,42,0,0,0.3333333333,0,0.0309278351,0.5,0,0,0,1,0,0,0,0
110,41115,2,1,0,2,1,2,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0.5,0,73,1,2,0,6,3,8,S,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0
131,40215,1,1,0,2,1,2,0,0,1,1,0,0,2,3,0,0,0,0,0,0,0,1,0,57,1,1,1,4,5,3,R,27,0,0,0,0,0.0618556701,0,0,0,0,1,0,0,0,0
166,32115,1,1,0,2,1,2,0,0,1,0,0,0,2,3,1,0,0,0,0,0,0,0.5,0,69,1,2,0,6,3,5,U,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0
179,32915,1,1,0,2,1,2,0,0,1,1,0,0,2,2,1,0,0,0,0,0,0,0.5,0.5,55,1,1,3,1,1,5,U,35,0,0,0,0,0.0618556701,0,0,0,0,1,0,0,0,0
197,40215,2,1,0,2,1,2,0,0,1,1,1,0,2,3,0,0,0,0,0,0,0,0,0,62,6,2,0,8,2,99,U,13,0,0,0,0,0.206185567,0,0,0,0,1,0,0,0,0
181,33015,2,1,0,2,1,5,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0.5,0,67,1,2,0,5,1,2,S,39,0,0,0,0,0.1030927835,0.125,0.8,0.5,0,0.99,0,0,0,0
13,31715,1,0,0,2,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,1,1,50,3,2,0,1,2,1,S,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,32415,2,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,81,5,2,0,1,3,2,S,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39,41215,2,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0.5,0.5,37,2,2,0,2,6,1,U,4,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0
45,40215,2,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,80,5,2,0,3,4,2,S,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0
67,31715,2,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0.5,80,6,2,0,6,3,98,U,53,0,0,0,0,0.0309278351,0,0,0,1,0,0,0,0,0
76,32415,1,0,0,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,69,3,2,0,1,3,98,U,39,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80,40115,2,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,86,5,2,0,3,3,3,U,48,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88,32315,2,0,0,2,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,28,4,1,3,2,2,2,R,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0
121,31715,1,0,0,2,0,0,0,0.5,0,1,0,1,2,3,1,0,0,0,0,0,0,0.5,0,78,1,2,0,3,3,3,R,29,0,0,0,0,0.4639175258,0,0,0,1,0,0,0,0,0
124,32315,1,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,50,1,1,1,2,3,2,U,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
138,32415,1,0,0,2,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,65,6,2,0,8,3,98,S,13,0,0,0,0,0.0206185567,0,0,0,1,0,0,0,0,0
155,40415,2,0,0,2,0,0,0,0,0,1,0,1,2,3,0,0,0,0,0,0,0,0,0,81,5,2,0,3,3,2,R,42,0,0,0,0,0.0103092784,0,0,0,1,0,0,0,0,0
160,32915,2,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,75,5,2,0,3,3,3,R,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0
164,40115,1,0,0,2,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,1,0.5,56,1,1,1,4,3,9,U,12,0,0,0,0,0.412371134,0,0,0,1,0,0,0,0,0
180,40215,2,0,0,2,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,1,1,53,5,2,0,4,2,1,R,27,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0
190,32415,1,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0.5,56,2,2,0,3,3,4,U,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
193,32415,1,0,0,2,0,0,0,0,0,1,0,0,1,3,1,1,0,1,0,0,0,0,0,73,1,2,0,3,3,4,U,48,0,0,0,0,0.0618556701,0.5,0,0,1,0,0,0,0,0
196,40415,1,0,0,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,50,3,2,0,3,1,3,S,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
