@relation migracion_v3_clustered

@attribute Instance_number numeric
@attribute zona {1,2,9}
@attribute instruccion {0,1,2,3,4,5,6,7,8,9,99}
@attribute trabajo {1,2,9}
@attribute region {1,2,3,4,5,6,9}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5}

@data
902,1,2,2,1,cluster0
903,1,3,1,1,cluster1
904,1,2,2,1,cluster0
905,1,3,1,1,cluster1
906,1,7,2,1,cluster4
907,1,3,1,1,cluster1
908,1,2,1,1,cluster1
909,1,2,2,1,cluster0
910,1,4,2,1,cluster3
911,1,6,1,1,cluster4
912,1,6,1,1,cluster4
913,1,3,1,1,cluster1
914,1,3,1,1,cluster1
915,1,2,2,1,cluster0
916,1,7,1,1,cluster4
917,1,7,2,1,cluster4
918,1,3,2,1,cluster3
919,1,7,1,1,cluster4
920,1,4,2,1,cluster3
921,1,4,1,1,cluster3
922,1,1,9,1,cluster0
923,1,7,2,1,cluster4
924,1,2,2,1,cluster0
925,1,4,1,1,cluster3
926,1,1,1,1,cluster0
927,1,1,9,1,cluster0
928,1,2,1,1,cluster1
929,1,1,2,1,cluster0
930,1,0,9,1,cluster0
931,1,2,2,1,cluster0
932,1,1,2,1,cluster0
933,1,2,1,1,cluster1
934,1,2,2,1,cluster0
935,1,3,1,1,cluster1
936,1,5,1,1,cluster3
937,1,4,2,1,cluster3
938,1,2,1,1,cluster1
939,1,4,2,1,cluster3
940,1,1,1,1,cluster0
941,1,1,1,1,cluster0
942,1,3,2,1,cluster3
943,1,1,2,1,cluster0
944,1,2,2,1,cluster0
945,1,2,1,1,cluster1
946,1,3,1,1,cluster1
947,1,2,2,1,cluster0
948,1,7,1,1,cluster4
949,1,8,2,1,cluster4
950,1,2,1,1,cluster1
951,1,2,2,1,cluster0
952,1,3,2,1,cluster3
953,1,1,1,1,cluster0
954,1,4,2,1,cluster3
955,1,2,1,1,cluster1
956,1,0,9,1,cluster0
957,1,7,1,1,cluster4
958,1,7,2,1,cluster4
959,1,3,1,1,cluster1
960,1,3,1,1,cluster1
961,1,4,2,1,cluster3
962,1,3,2,1,cluster3
963,1,3,1,1,cluster1
964,1,2,2,1,cluster0
965,1,0,2,1,cluster0
966,1,4,1,1,cluster3
967,1,4,2,1,cluster3
968,1,1,2,1,cluster0
969,1,4,1,1,cluster3
970,1,3,2,1,cluster3
971,1,7,1,1,cluster4
972,1,4,2,1,cluster3
973,1,3,2,1,cluster3
974,1,7,1,1,cluster4
975,1,4,1,1,cluster3
976,1,3,2,1,cluster3
977,1,2,1,1,cluster1
978,1,1,2,1,cluster0
979,1,7,2,1,cluster4
980,1,6,1,1,cluster4
981,1,7,1,1,cluster4
982,1,7,1,1,cluster4
983,1,4,2,1,cluster3
984,1,4,2,1,cluster3
985,1,4,1,1,cluster3
986,1,4,1,1,cluster3
987,1,2,2,1,cluster0
988,1,3,2,1,cluster3
989,1,0,2,1,cluster0
990,1,2,2,1,cluster0
991,1,0,2,1,cluster0
992,1,3,1,1,cluster1
993,1,3,2,1,cluster3
994,1,0,2,1,cluster0
995,1,3,2,1,cluster3
996,1,3,2,1,cluster3
997,1,1,2,1,cluster0
998,1,3,2,1,cluster3
999,1,4,1,1,cluster3
1000,1,1,9,1,cluster0
1001,1,0,9,1,cluster0
1002,1,0,9,1,cluster0
1003,1,0,2,1,cluster0
1004,1,2,2,1,cluster0
1005,1,7,1,1,cluster4
1006,1,0,9,1,cluster0
1007,1,8,1,1,cluster4
1008,1,2,2,1,cluster0
1009,1,2,2,1,cluster0
1010,1,7,1,1,cluster4
1011,1,7,1,1,cluster4
1012,1,2,1,1,cluster1
1013,1,3,1,1,cluster1
1014,1,4,2,1,cluster3
1015,1,3,1,1,cluster1
1016,1,7,1,1,cluster4
1017,1,7,1,1,cluster4
1018,1,7,2,1,cluster4
1019,1,7,1,1,cluster4
1020,1,1,9,1,cluster0
1021,1,2,2,1,cluster0
1022,1,4,1,1,cluster3
1023,1,1,9,1,cluster0
1024,1,1,9,1,cluster0
1025,1,2,1,1,cluster1
1026,1,0,2,1,cluster0
1027,1,3,1,1,cluster1
1028,1,1,1,1,cluster0
1029,1,7,1,1,cluster4
1030,1,4,2,1,cluster3
1031,1,1,2,1,cluster0
1032,1,0,2,1,cluster0
1033,1,7,1,1,cluster4
1034,1,7,1,1,cluster4
1035,1,7,1,1,cluster4
1036,1,7,1,1,cluster4
1037,1,1,1,1,cluster0
1038,1,4,1,1,cluster3
1039,1,4,1,1,cluster3
1040,1,2,1,1,cluster1
1041,1,8,1,1,cluster4
1042,1,2,1,1,cluster1
1043,1,4,2,1,cluster3
1044,1,2,2,1,cluster0
1045,1,3,1,1,cluster1
1046,1,3,2,1,cluster3
1047,1,2,2,1,cluster0
1048,1,2,2,1,cluster0
1049,1,1,2,1,cluster0
1050,1,1,1,1,cluster0
1051,1,0,1,1,cluster0
1052,1,3,1,1,cluster1
1053,1,3,2,1,cluster3
1054,1,7,2,1,cluster4
1055,1,7,1,1,cluster4
1056,1,3,1,1,cluster1
1057,1,2,2,1,cluster0
1058,1,2,1,1,cluster1
1059,1,4,1,1,cluster3
1060,1,7,2,1,cluster4
1061,1,4,1,1,cluster3
1062,1,5,2,1,cluster3
1063,1,4,1,1,cluster3
1064,1,2,2,1,cluster0
1065,1,4,2,1,cluster3
1066,1,6,1,1,cluster4
1067,1,2,2,1,cluster0
1068,1,1,2,1,cluster0
1069,1,99,2,1,cluster4
1070,1,3,1,1,cluster1
1071,1,3,2,1,cluster3
1072,1,7,1,1,cluster4
1073,1,7,1,1,cluster4
1074,1,7,1,1,cluster4
1075,1,0,2,1,cluster0
1076,1,1,2,1,cluster0
1077,1,3,2,1,cluster3
1078,1,2,1,1,cluster1
1079,1,0,2,1,cluster0
1080,1,2,1,1,cluster1
1081,1,3,1,1,cluster1
1082,1,1,2,1,cluster0
1083,1,0,9,1,cluster0
1084,1,3,2,1,cluster3
1085,1,3,1,1,cluster1
1086,1,2,1,1,cluster1
1087,1,2,1,1,cluster1
1088,1,1,1,1,cluster0
1089,1,3,1,1,cluster1
1090,1,3,2,1,cluster3
1091,1,2,1,1,cluster1
1092,1,2,1,1,cluster1
1093,1,7,1,1,cluster4
1094,1,2,1,1,cluster1
1095,1,4,2,1,cluster3
1096,1,7,1,1,cluster4
1097,1,2,2,1,cluster0
1098,1,0,2,1,cluster0
1099,1,7,1,1,cluster4
1100,1,6,1,1,cluster4
1101,1,7,1,1,cluster4
1102,1,3,1,1,cluster1
1103,1,3,1,1,cluster1
1104,1,7,1,1,cluster4
1105,1,4,1,1,cluster3
1106,1,2,1,1,cluster1
1107,1,4,1,1,cluster3
1108,1,3,1,1,cluster1
1109,1,3,2,1,cluster3
1110,1,7,2,1,cluster4
1111,1,7,1,1,cluster4
1112,1,1,2,1,cluster0
1113,1,3,1,1,cluster1
1114,1,2,1,1,cluster1
1115,1,2,1,1,cluster1
1116,1,2,2,1,cluster0
1117,1,5,2,1,cluster3
1118,1,3,2,1,cluster3
1119,1,3,1,1,cluster1
1120,1,3,2,1,cluster3
1121,1,0,9,1,cluster0
1122,1,2,2,1,cluster0
1123,1,1,1,1,cluster0
1124,1,0,2,1,cluster0
1125,1,2,1,1,cluster1
1126,1,7,1,1,cluster4
1127,1,7,1,1,cluster4
1128,1,4,1,1,cluster3
1129,1,2,2,1,cluster0
1130,1,2,1,1,cluster1
1131,1,4,2,1,cluster3
1132,1,4,2,1,cluster3
1133,1,7,1,1,cluster4
1134,1,2,2,1,cluster0
1135,1,2,2,1,cluster0
1136,1,8,1,1,cluster4
1137,1,2,2,1,cluster0
1138,1,7,1,1,cluster4
1139,1,3,1,1,cluster1
1140,1,4,1,1,cluster3
1141,1,7,2,1,cluster4
1142,1,3,2,1,cluster3
1143,1,2,2,1,cluster0
1144,1,7,1,1,cluster4
1145,1,4,1,1,cluster3
1146,1,7,1,1,cluster4
1147,1,2,1,1,cluster1
1148,1,7,2,1,cluster4
1149,1,3,2,1,cluster3
1150,1,3,1,1,cluster1
1151,1,3,2,1,cluster3
1152,1,7,1,1,cluster4
1153,1,7,2,1,cluster4
1154,1,4,2,1,cluster3
1155,1,8,1,1,cluster4
1156,1,4,2,1,cluster3
1157,1,7,1,1,cluster4
1158,1,4,1,1,cluster3
1159,1,2,2,1,cluster0
1160,1,4,1,1,cluster3
1161,1,2,2,1,cluster0
1162,1,7,1,1,cluster4
1163,1,4,2,1,cluster3
1164,1,2,1,1,cluster1
1165,1,4,1,1,cluster3
1166,1,7,1,1,cluster4
1167,1,2,2,1,cluster0
1168,1,4,1,1,cluster3
1169,1,8,2,1,cluster4
1170,1,4,1,1,cluster3
1171,1,7,1,1,cluster4
1172,1,1,2,1,cluster0
1173,1,4,1,1,cluster3
1174,1,7,1,1,cluster4
1175,1,1,2,1,cluster0
1176,1,2,2,1,cluster0
1177,1,3,2,1,cluster3
1178,1,0,2,1,cluster0
1179,1,2,1,1,cluster1
1180,1,3,1,1,cluster1
1181,1,1,2,1,cluster0
1182,1,1,2,1,cluster0
1183,1,3,1,1,cluster1
1184,1,4,1,1,cluster3
1185,1,1,9,1,cluster0
1186,1,2,1,1,cluster1
1187,1,2,2,1,cluster0
1188,1,4,1,1,cluster3
1189,1,3,1,1,cluster1
1190,1,2,1,1,cluster1
1191,1,1,2,1,cluster0
1192,1,2,1,1,cluster1
1193,1,4,1,1,cluster3
1194,1,3,2,1,cluster3
1195,1,3,2,1,cluster3
1196,1,1,2,1,cluster0
1197,1,4,1,1,cluster3
1198,1,2,2,1,cluster0
1199,1,1,1,1,cluster0
1200,1,2,2,1,cluster0
1201,1,3,2,1,cluster3
1202,1,1,9,1,cluster0
1203,1,0,9,1,cluster0
1204,1,1,1,1,cluster0
1205,1,2,1,1,cluster1
1206,1,5,2,1,cluster3
1207,1,3,2,1,cluster3
1208,1,1,1,1,cluster0
1209,1,1,2,1,cluster0
1210,1,7,1,1,cluster4
1211,1,3,2,1,cluster3
1212,1,2,2,1,cluster0
1213,1,4,2,1,cluster3
1214,1,2,2,1,cluster0
1215,1,3,1,1,cluster1
1216,1,3,1,1,cluster1
1217,1,7,1,1,cluster4
1218,1,3,1,1,cluster1
1219,1,4,2,1,cluster3
1220,1,3,2,1,cluster3
1221,1,2,2,1,cluster0
1222,1,3,1,1,cluster1
1223,1,2,2,1,cluster0
1224,1,2,2,1,cluster0
1225,1,3,2,1,cluster3
1226,1,2,2,1,cluster0
1227,1,1,2,1,cluster0
1228,1,1,1,1,cluster0
1229,1,3,2,1,cluster3
1230,1,3,2,1,cluster3
1231,1,4,1,1,cluster3
1232,1,7,2,1,cluster4
1233,1,3,2,1,cluster3
1234,1,3,2,1,cluster3
1235,1,3,2,1,cluster3
1236,1,2,2,1,cluster0
1237,1,1,2,1,cluster0
1238,1,1,1,1,cluster0
1239,1,2,1,1,cluster1
1240,1,2,2,1,cluster0
1241,1,3,1,1,cluster1
1242,1,7,1,1,cluster4
1243,1,7,1,1,cluster4
1244,1,7,1,1,cluster4
1245,1,4,1,1,cluster3
1246,1,4,2,1,cluster3
1247,1,7,2,1,cluster4
1248,1,7,1,1,cluster4
1249,1,4,2,1,cluster3
1250,1,3,1,1,cluster1
1251,1,3,2,1,cluster3
1252,1,3,1,1,cluster1
1253,1,7,1,1,cluster4
1254,1,0,9,1,cluster0
1255,1,3,2,1,cluster3
1256,1,4,2,1,cluster3
1257,1,2,1,1,cluster1
1258,1,1,9,1,cluster0
1259,1,2,1,1,cluster1
1260,1,3,1,1,cluster1
1261,1,6,2,1,cluster4
1262,1,1,1,1,cluster0
1263,1,2,2,1,cluster0
1264,1,2,1,1,cluster1
1265,1,3,1,1,cluster1
1266,1,2,1,1,cluster1
1267,1,2,2,1,cluster0
1268,1,7,1,1,cluster4
1269,1,3,1,1,cluster1
1270,1,2,1,1,cluster1
1271,1,2,2,1,cluster0
1272,1,4,2,1,cluster3
1273,1,2,2,1,cluster0
1274,1,2,2,1,cluster0
1275,1,1,1,1,cluster0
1276,1,2,1,1,cluster1
1277,1,4,1,1,cluster3
1278,1,2,1,1,cluster1
1279,1,3,1,1,cluster1
1280,1,7,1,1,cluster4
1281,1,4,1,1,cluster3
1282,1,4,1,1,cluster3
1283,1,1,2,1,cluster0
1284,1,6,1,1,cluster4
1285,1,2,1,1,cluster1
1286,1,1,2,1,cluster0
1287,1,0,2,1,cluster0
1288,1,2,2,1,cluster0
1289,1,2,1,1,cluster1
1290,1,3,1,1,cluster1
1291,1,3,1,1,cluster1
1292,1,3,2,1,cluster3
1293,1,2,2,1,cluster0
1294,1,3,2,1,cluster3
1295,1,7,2,1,cluster4
1296,1,7,2,1,cluster4
1297,1,4,1,1,cluster3
1298,1,7,2,1,cluster4
1299,1,3,2,1,cluster3
1300,1,3,1,1,cluster1
1301,1,1,2,1,cluster0
1302,1,1,1,1,cluster0
1303,1,1,2,1,cluster0
1304,1,2,1,1,cluster1
1305,1,4,1,1,cluster3
1306,1,4,1,1,cluster3
1307,1,7,1,1,cluster4
1308,1,3,1,1,cluster1
1309,1,3,1,1,cluster1
1310,1,2,1,1,cluster1
1311,1,3,1,1,cluster1
1312,1,3,1,1,cluster1
1313,1,1,2,1,cluster0
1314,1,4,1,1,cluster3
1315,1,5,2,1,cluster3
1316,1,3,1,1,cluster1
1317,1,2,2,1,cluster0
1318,1,2,1,1,cluster1
1319,1,2,2,1,cluster0
1320,1,2,2,1,cluster0
1321,1,0,2,1,cluster0
1322,1,3,2,1,cluster3
1323,1,2,1,1,cluster1
1324,1,1,2,1,cluster0
1325,1,2,2,1,cluster0
1326,1,7,2,1,cluster4
1327,1,2,1,1,cluster1
1328,1,2,1,1,cluster1
1329,1,8,1,1,cluster4
1330,1,3,2,1,cluster3
1331,1,7,1,1,cluster4
1332,1,7,1,1,cluster4
1333,1,3,2,1,cluster3
1334,1,0,2,1,cluster0
1335,1,4,1,1,cluster3
1336,1,3,1,1,cluster1
1337,1,2,1,1,cluster1
1338,1,7,2,1,cluster4
1339,1,1,2,1,cluster0
1340,1,3,2,1,cluster3
1341,1,3,1,1,cluster1
1342,1,4,2,1,cluster3
1343,1,2,2,1,cluster0
1344,1,3,1,1,cluster1
1345,1,0,2,1,cluster0
1346,1,0,2,1,cluster0
1347,1,4,1,1,cluster3
1348,1,1,1,1,cluster0
1349,1,1,2,1,cluster0
1350,1,3,1,1,cluster1
1351,1,7,1,1,cluster4
1352,1,2,1,1,cluster1
1353,1,7,2,1,cluster4
1354,1,3,2,1,cluster3
1355,1,2,1,1,cluster1
1356,1,2,2,1,cluster0
1357,1,4,2,1,cluster3
1358,1,2,2,1,cluster0
1359,1,3,1,1,cluster1
1360,1,1,2,1,cluster0
1361,1,2,1,1,cluster1
1362,1,2,2,1,cluster0
1363,1,4,1,1,cluster3
1364,1,1,9,1,cluster0
1365,1,1,2,1,cluster0
1366,1,3,2,1,cluster3
1367,1,7,1,1,cluster4
1368,1,7,1,1,cluster4
1369,1,4,1,1,cluster3
1370,1,5,2,1,cluster3
1371,1,2,1,1,cluster1
1372,1,1,1,1,cluster0
1373,1,1,1,1,cluster0
1374,1,0,9,1,cluster0
1375,1,5,2,1,cluster3
1376,1,5,2,1,cluster3
1377,1,5,1,1,cluster3
1378,1,2,1,1,cluster1
1379,1,6,1,1,cluster4
1380,1,0,9,1,cluster0
1381,1,2,2,1,cluster0
1382,1,3,2,1,cluster3
1383,1,1,1,1,cluster0
1384,1,7,1,1,cluster4
1385,1,3,2,1,cluster3
1386,1,7,2,1,cluster4
1387,1,7,1,1,cluster4
1388,1,1,9,1,cluster0
1389,1,0,9,1,cluster0
1390,1,7,1,1,cluster4
1391,1,7,1,1,cluster4
1392,1,7,1,1,cluster4
1393,1,0,9,1,cluster0
1394,1,7,2,1,cluster4
1395,1,2,1,1,cluster1
1396,1,1,1,1,cluster0
1397,1,2,2,1,cluster0
1398,1,3,2,1,cluster3
1399,1,4,1,1,cluster3
1400,1,7,1,1,cluster4
1401,1,7,1,1,cluster4
1402,1,7,1,1,cluster4
1403,1,7,2,1,cluster4
1404,1,3,2,1,cluster3
1405,1,8,1,1,cluster4
1406,1,8,1,1,cluster4
1407,1,7,1,1,cluster4
1408,1,7,1,1,cluster4
1409,1,7,1,1,cluster4
1410,1,1,9,1,cluster0
1411,1,7,1,1,cluster4
1412,1,7,1,1,cluster4
1413,1,1,9,1,cluster0
1414,1,7,1,1,cluster4
1415,1,2,2,1,cluster0
1416,1,8,1,1,cluster4
1417,1,2,1,1,cluster1
1418,1,3,1,1,cluster1
1419,1,8,1,1,cluster4
1420,1,8,1,1,cluster4
1421,1,7,2,1,cluster4
1422,1,7,1,1,cluster4
1423,1,3,1,1,cluster1
1424,1,7,2,1,cluster4
1425,1,2,2,1,cluster0
1426,1,7,1,1,cluster4
1427,1,7,2,1,cluster4
1428,1,3,2,1,cluster3
1429,1,2,2,1,cluster0
1430,1,4,1,1,cluster3
1431,1,7,2,1,cluster4
1432,1,7,2,1,cluster4
1433,1,2,1,1,cluster1
1434,1,3,1,1,cluster1
1435,1,7,1,1,cluster4
1436,1,4,2,1,cluster3
1437,1,4,2,1,cluster3
1438,1,3,2,1,cluster3
1439,1,6,1,1,cluster4
1440,1,8,1,1,cluster4
1441,1,2,2,1,cluster0
1442,1,7,1,1,cluster4
1443,1,3,2,1,cluster3
1444,1,4,2,1,cluster3
1445,1,7,1,1,cluster4
1446,1,7,2,1,cluster4
1447,1,3,1,1,cluster1
1448,1,3,2,1,cluster3
1449,1,2,2,1,cluster0
1450,1,1,2,1,cluster0
1451,1,2,2,1,cluster0
1452,1,2,1,1,cluster1
1453,1,2,1,1,cluster1
1454,1,1,2,1,cluster0
1455,1,7,1,1,cluster4
1456,1,7,1,1,cluster4
1457,1,7,1,1,cluster4
1458,1,2,1,1,cluster1
1459,1,1,2,1,cluster0
1460,1,3,2,1,cluster3
1461,1,2,2,1,cluster0
1462,1,7,1,1,cluster4
1463,1,7,2,1,cluster4
1464,1,2,2,1,cluster0
1465,1,7,1,1,cluster4
1466,1,2,2,1,cluster0
1467,1,2,2,1,cluster0
1468,1,1,2,1,cluster0
1469,1,2,2,1,cluster0
1470,1,1,2,1,cluster0
1471,1,1,2,1,cluster0
1472,1,2,2,1,cluster0
1473,1,3,1,1,cluster1
1474,1,2,1,1,cluster1
1475,1,3,1,1,cluster1
1476,1,3,2,1,cluster3
1477,1,3,2,1,cluster3
1478,1,6,2,1,cluster4
1479,1,1,9,1,cluster0
1480,1,3,2,1,cluster3
1481,1,2,2,1,cluster0
1482,1,3,2,1,cluster3
1483,1,4,2,1,cluster3
1484,1,7,1,1,cluster4
1485,1,7,1,1,cluster4
1486,1,3,1,1,cluster1
1487,1,0,1,1,cluster0
1488,1,2,2,1,cluster0
1489,1,7,1,1,cluster4
1490,1,7,1,1,cluster4
1491,1,7,2,1,cluster4
1492,1,2,2,1,cluster0
1493,1,3,1,1,cluster1
1494,1,3,2,1,cluster3
1495,1,0,2,1,cluster0
1496,1,7,2,1,cluster4
1497,1,1,1,1,cluster0
1498,1,3,2,1,cluster3
1499,1,3,2,1,cluster3
1500,1,3,1,1,cluster1
1501,1,2,1,1,cluster1
1502,1,3,1,1,cluster1
1503,1,7,1,1,cluster4
1504,1,7,2,1,cluster4
1505,1,3,2,1,cluster3
1506,1,4,2,1,cluster3
1507,1,3,2,1,cluster3
1508,1,7,1,1,cluster4
1509,1,7,1,1,cluster4
1510,1,0,9,1,cluster0
1511,1,1,1,1,cluster0
1512,1,1,9,1,cluster0
1513,1,1,9,1,cluster0
1514,1,2,1,1,cluster1
1515,1,2,2,1,cluster0
1516,1,2,2,1,cluster0
1517,1,7,1,1,cluster4
1518,1,0,2,1,cluster0
1519,1,3,2,1,cluster3
1520,1,3,1,1,cluster1
1521,1,4,2,1,cluster3
1522,1,7,2,1,cluster4
1523,1,2,2,1,cluster0
1524,1,0,2,1,cluster0
1525,1,7,2,1,cluster4
1526,1,4,2,1,cluster3
1527,1,7,1,1,cluster4
1528,1,3,1,1,cluster1
1529,1,7,2,1,cluster4
1530,1,8,1,1,cluster4
1531,1,7,2,1,cluster4
1532,1,7,1,1,cluster4
1533,1,7,1,1,cluster4
1534,1,4,1,1,cluster3
1535,1,7,1,1,cluster4
1536,1,4,2,1,cluster3
1537,1,2,2,1,cluster0
1538,1,7,1,1,cluster4
1539,1,7,2,1,cluster4
1540,1,3,1,1,cluster1
1541,1,1,2,1,cluster0
1542,1,3,1,1,cluster1
1543,1,4,1,1,cluster3
1544,1,3,1,1,cluster1
1545,1,2,2,1,cluster0
1546,1,3,1,1,cluster1
1547,1,3,2,1,cluster3
1548,1,3,1,1,cluster1
1549,1,4,1,1,cluster3
1550,1,7,2,1,cluster4
1551,1,7,1,1,cluster4
1552,1,7,1,1,cluster4
1553,1,2,2,1,cluster0
1554,1,4,1,1,cluster3
1555,1,4,1,1,cluster3
1556,1,1,1,1,cluster0
1557,1,1,9,1,cluster0
1558,1,1,9,1,cluster0
1559,1,7,1,1,cluster4
1560,1,2,2,1,cluster0
1561,1,7,1,1,cluster4
1562,1,1,2,1,cluster0
1563,1,4,1,1,cluster3
1564,1,7,1,1,cluster4
1565,1,0,9,1,cluster0
1566,1,0,9,1,cluster0
1567,1,1,2,1,cluster0
1568,1,7,1,1,cluster4
1569,1,0,9,1,cluster0
1570,1,7,1,1,cluster4
1571,1,4,2,1,cluster3
1572,1,4,2,1,cluster3
1573,1,4,1,1,cluster3
1574,1,2,2,1,cluster0
1575,1,2,1,1,cluster1
1576,1,2,2,1,cluster0
1577,1,2,2,1,cluster0
1578,1,4,1,1,cluster3
1579,1,3,1,1,cluster1
1580,1,7,1,1,cluster4
1581,1,2,2,1,cluster0
1582,1,1,2,1,cluster0
1583,1,7,1,1,cluster4
1584,1,4,1,1,cluster3
1585,1,3,2,1,cluster3
1586,1,1,2,1,cluster0
1587,1,2,2,1,cluster0
1588,1,1,2,1,cluster0
1589,1,3,2,1,cluster3
1590,1,7,2,1,cluster4
1591,1,4,1,1,cluster3
1592,1,3,2,1,cluster3
1593,1,7,1,1,cluster4
1594,1,3,2,1,cluster3
1595,1,4,1,1,cluster3
1596,1,2,2,1,cluster0
1597,1,2,1,1,cluster1
1598,1,2,2,1,cluster0
1599,1,99,1,1,cluster4
1600,1,2,1,1,cluster1
1601,1,7,1,1,cluster4
1602,1,4,2,1,cluster3
1603,1,3,2,1,cluster3
1604,1,7,1,1,cluster4
1605,1,8,2,1,cluster4
1606,1,4,2,1,cluster3
1607,1,7,1,1,cluster4
1608,1,4,2,1,cluster3
1609,1,7,1,1,cluster4
1610,1,3,1,1,cluster1
1611,1,4,1,1,cluster3
1612,1,7,1,1,cluster4
1613,1,4,1,1,cluster3
1614,1,4,2,1,cluster3
1615,1,7,1,1,cluster4
1616,1,4,2,1,cluster3
1617,1,3,2,1,cluster3
1618,1,3,1,1,cluster1
1619,1,2,2,1,cluster0
1620,1,4,1,1,cluster3
1621,1,2,2,1,cluster0
1622,1,1,1,1,cluster0
1623,1,2,1,1,cluster1
1624,1,2,1,1,cluster1
1625,1,7,1,1,cluster4
1626,1,2,1,1,cluster1
1627,1,2,2,1,cluster0
1628,1,1,2,1,cluster0
1629,1,1,1,1,cluster0
1630,1,3,1,1,cluster1
1631,1,4,1,1,cluster3
1632,1,3,2,1,cluster3
1633,1,7,2,1,cluster4
1634,1,3,2,1,cluster3
1635,1,3,1,1,cluster1
1636,1,4,1,1,cluster3
1637,1,7,2,1,cluster4
1638,1,4,1,1,cluster3
1639,1,1,1,1,cluster0
1640,1,7,2,1,cluster4
1641,1,7,1,1,cluster4
1642,1,3,2,1,cluster3
1643,1,2,2,1,cluster0
1644,1,2,1,1,cluster1
1645,1,7,1,1,cluster4
1646,1,2,2,1,cluster0
1647,1,0,9,1,cluster0
1648,1,4,2,1,cluster3
1649,1,1,2,1,cluster0
1650,1,2,2,1,cluster0
1651,1,2,1,1,cluster1
1652,1,2,1,1,cluster1
1653,1,2,1,1,cluster1
1654,1,2,1,1,cluster1
1655,1,1,2,1,cluster0
1656,1,1,1,1,cluster0
1657,1,2,2,1,cluster0
1658,1,7,1,1,cluster4
1659,1,7,2,1,cluster4
1660,1,4,2,1,cluster3
1661,1,8,2,1,cluster4
1662,1,7,2,1,cluster4
1663,1,8,1,1,cluster4
1664,1,7,2,1,cluster4
1665,1,4,1,1,cluster3
1666,1,4,2,1,cluster3
1667,1,2,2,1,cluster0
1668,1,4,2,1,cluster3
1669,1,7,2,1,cluster4
1670,1,3,1,1,cluster1
1671,1,7,2,1,cluster4
1672,1,3,2,1,cluster3
1673,1,4,2,1,cluster3
1674,1,2,2,1,cluster0
1675,1,2,1,1,cluster1
1676,1,3,2,1,cluster3
1677,1,4,1,1,cluster3
1678,1,7,2,1,cluster4
1679,1,2,2,1,cluster0
1680,1,3,2,1,cluster3
1681,1,7,1,1,cluster4
1682,1,6,2,1,cluster4
1683,1,7,2,1,cluster4
1684,1,3,1,1,cluster1
1685,1,2,2,1,cluster0
1686,1,3,1,1,cluster1
1687,1,1,9,1,cluster0
1688,1,3,1,1,cluster1
1689,1,3,2,1,cluster3
1690,1,7,2,1,cluster4
1691,1,3,1,1,cluster1
1692,1,7,1,1,cluster4
1693,1,7,1,1,cluster4
1694,1,3,1,1,cluster1
1695,1,7,1,1,cluster4
1696,1,3,1,1,cluster1
1697,1,3,1,1,cluster1
1698,1,3,2,1,cluster3
1699,1,3,2,1,cluster3
1700,1,0,2,1,cluster0
1701,1,1,9,1,cluster0
1702,1,0,9,1,cluster0
1703,1,0,9,1,cluster0
1704,1,2,1,1,cluster1
1705,1,6,2,1,cluster4
1706,1,1,9,1,cluster0
1707,1,7,1,1,cluster4
1708,1,7,1,1,cluster4
1709,1,7,2,1,cluster4
1710,1,2,2,1,cluster0
1711,1,7,1,1,cluster4
1712,1,4,1,1,cluster3
1713,1,7,1,1,cluster4
1714,1,0,9,1,cluster0
1715,1,4,1,1,cluster3
1716,1,2,1,1,cluster1
1717,1,0,9,1,cluster0
1718,1,4,1,1,cluster3
1719,1,3,1,1,cluster1
1720,1,2,1,1,cluster1
1721,1,7,2,1,cluster4
1722,1,2,2,1,cluster0
1723,1,1,9,1,cluster0
1724,1,0,9,1,cluster0
1725,1,4,1,1,cluster3
1726,1,1,2,1,cluster0
1727,1,2,2,1,cluster0
1728,1,2,2,1,cluster0
1729,1,3,2,1,cluster3
1730,1,2,1,1,cluster1
1731,1,2,2,1,cluster0
1732,1,3,1,1,cluster1
1733,1,2,2,1,cluster0
1734,1,3,1,1,cluster1
1735,1,3,1,1,cluster1
1736,1,2,2,1,cluster0
1737,1,0,1,1,cluster0
1738,1,2,2,1,cluster0
1739,1,3,1,1,cluster1
1740,1,2,2,1,cluster0
1741,1,3,1,1,cluster1
1742,1,3,2,1,cluster3
1743,1,2,1,1,cluster1
1744,1,2,1,1,cluster1
1745,1,3,1,1,cluster1
1746,1,1,1,1,cluster0
1747,1,2,2,1,cluster0
1748,1,2,2,1,cluster0
1749,1,3,1,1,cluster1
1750,1,6,1,1,cluster4
1751,1,4,1,1,cluster3
1752,1,2,1,1,cluster1
1753,1,2,2,1,cluster0
1754,1,3,2,1,cluster3
1755,1,1,2,1,cluster0
1756,1,3,2,1,cluster3
1757,1,0,2,1,cluster0
1758,1,1,1,1,cluster0
1759,1,4,2,1,cluster3
1760,1,2,1,1,cluster1
1761,1,2,1,1,cluster1
1762,1,1,1,1,cluster0
1763,1,2,1,1,cluster1
1764,1,7,1,1,cluster4
1765,1,4,2,1,cluster3
1766,1,2,2,1,cluster0
1767,1,4,1,1,cluster3
1768,1,8,1,1,cluster4
1769,1,6,1,1,cluster4
1770,1,3,2,1,cluster3
1771,1,2,1,1,cluster1
1772,1,3,2,1,cluster3
