int_date,live1,reg,eminuse,intmob,home3nw,bbhome1f1,smart1,low_budget_e_reader_1_high_2_no_3,Desktop_laptop,Twitter,Instagram,Pinterest,Facebook,Freq_Twitter,Freq_Instagram,Freq_Pinterest,Freq_LinkedIn,Freq_Facebook,amount_books_read,printed_books_read,audiobooks_heard,Ebooks_read,phy_public_library,virtual_public_library,freq_library_visit,freq_virtual_library_visit,freq_mobile_library_visit,library_loan_ebooks,borrow_print_books,help_from_librarian,sit_and_Study,class_to_use_computer,Attend_group_meeting,internet_use_library,library_impact_your_family,library_impact_community,sex,age,marital,par,kidage1,educ2,emplnw,inc,usr,state,weight,standwt
31616,3,1,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,3,1,2,2,3,3,0,0,0,1,0,0,0,0,0,0,3,1,2,84,5,2,0,3,4,1,S,34,1.90625,0.6286511085
31616,2,1,1,1,1,2,2,2,1,2,2,2,2,0,0,0,0,0,10,1,2,2,1,3,3,0,0,1,1,1,2,1,1,2,1,1,2,69,5,2,0,4,3,3,R,39,1.5,0.4946762821
31616,1,1,1,1,1,2,1,2,1,2,1,1,1,0,2,3,5,1,20,2,2,1,2,1,0,2,0,1,0,0,0,0,0,2,1,1,2,60,1,2,0,6,3,99,U,22,1.6875,0.5565108174
32016,3,1,1,2,1,2,8,3,1,2,2,2,1,0,0,0,0,3,2,1,8,2,2,3,0,0,0,8,0,0,0,0,0,2,2,1,2,72,1,2,0,5,3,5,S,17,1.65625,0.5462050615
32016,2,1,1,2,1,2,1,3,1,2,2,2,1,0,0,0,0,3,1,1,2,2,3,3,0,0,0,8,0,0,0,0,0,0,3,2,1,75,1,2,0,3,3,5,S,55,2.90625,0.9584352966
31616,3,1,1,2,2,0,2,1,1,2,2,2,2,0,0,0,0,0,5,1,2,2,2,3,0,0,0,1,0,0,0,0,0,2,2,1,2,78,1,2,0,6,3,6,U,20,1.03125,0.340089944
31616,2,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,6,1,97,1,2,2,1,3,1,0,0,1,1,1,1,1,1,2,1,1,2,99,1,2,0,5,3,99,S,36,1.9375,0.6389568644
31616,3,1,1,2,1,2,0,3,1,2,2,2,2,0,0,0,0,0,12,1,2,2,1,3,4,0,0,8,1,2,2,2,2,2,2,1,1,68,1,2,0,6,3,6,S,27,2.5,0.8244604702
31616,3,1,1,1,1,2,1,2,1,2,2,1,1,0,0,3,0,2,50,1,2,1,1,2,4,0,0,1,1,2,2,1,1,2,2,1,2,68,1,2,0,5,3,7,S,10,2.1875,0.7214029114
31616,4,1,1,1,1,2,1,2,1,1,2,1,2,3,0,3,2,0,11,1,2,1,2,3,0,0,0,8,0,0,0,0,0,2,3,1,2,72,1,2,0,5,3,9,S,8,2,0.6595683761
31616,3,1,1,2,1,2,0,3,1,2,2,2,1,0,0,0,0,2,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,3,8,1,56,1,2,0,3,1,5,U,54,6.28125,2.0714569313
32016,2,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,6,3,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,3,1,1,55,1,2,0,8,1,9,S,24,1.40625,0.4637590145
31616,2,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,3,12,2,1,1,1,1,4,3,4,1,1,2,2,2,1,2,1,1,1,69,1,2,0,8,3,9,U,53,1.21875,0.4019244792
31716,3,3,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,30,1,2,2,1,3,4,0,0,8,2,1,2,2,2,2,1,1,2,76,5,2,0,4,3,1,R,37,2.03125,0.669874132
31716,4,1,1,1,1,2,1,2,1,1,1,1,1,6,3,3,0,3,50,1,1,1,1,3,4,0,2,1,1,1,1,1,2,2,2,1,2,61,3,2,0,5,1,6,R,36,3.5,1.1542446583
32016,3,1,1,2,1,2,1,3,1,2,2,2,1,0,0,0,0,5,20,1,1,2,1,1,1,3,0,1,1,1,2,1,1,1,1,1,2,73,5,2,0,8,3,99,S,48,1,0.3297841881
32016,3,1,1,2,1,2,2,3,1,2,2,1,2,0,0,5,0,0,97,1,2,2,1,1,1,4,0,2,1,1,2,2,2,1,1,1,1,68,1,2,0,6,3,7,S,18,1.0625,0.3503956998
31716,3,1,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,8,1,2,95,5,2,0,3,3,98,S,26,6.9375,2.2878778048
40416,2,1,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,6,1,2,2,1,3,4,0,0,8,2,2,2,1,1,2,2,1,2,78,5,2,0,3,3,6,S,6,2.03125,0.669874132
31716,1,1,1,1,1,2,1,2,1,2,1,1,1,0,1,1,0,1,6,1,2,2,1,1,4,4,4,1,1,2,2,2,2,2,2,1,2,40,1,1,1,8,1,8,U,6,2.78125,0.9172122731
31716,8,1,1,1,1,2,1,2,1,2,1,1,1,0,5,6,0,6,12,1,2,1,1,3,4,0,0,8,2,2,2,2,1,2,1,1,2,65,3,2,0,4,3,6,U,6,2.0625,0.6801798879
31716,3,1,1,2,1,1,2,1,1,2,2,2,2,0,0,0,0,0,1,1,1,1,3,1,0,1,0,1,0,0,0,0,0,0,1,1,1,51,1,2,0,5,3,6,S,53,1.96875,0.6492626203
40416,3,1,1,2,1,2,2,2,1,2,2,2,1,0,0,0,0,3,25,1,2,1,1,1,4,4,0,1,2,2,2,2,2,2,2,1,1,69,1,2,0,6,3,7,S,27,1,0.3297841881
31716,1,1,2,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,2,1,1,67,1,2,0,1,3,6,U,17,6,1.9787051284
31716,2,1,1,1,1,2,1,2,1,1,1,1,1,2,6,6,2,2,15,1,1,1,1,1,4,4,4,1,2,2,1,2,2,1,1,1,1,72,1,2,0,8,8,4,U,42,1.40625,0.4637590145
31716,1,1,1,2,1,2,1,3,1,2,2,2,2,0,0,0,0,0,97,1,2,2,1,3,2,0,0,1,1,2,1,2,1,2,1,1,2,69,1,2,0,4,3,5,U,19,2.0625,0.6801798879
40416,3,1,1,2,1,1,2,3,1,2,2,1,1,0,0,5,0,1,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,3,1,2,61,1,2,0,5,4,6,R,47,3.0625,1.009964076
31716,4,3,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,1,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,2,2,1,70,1,2,0,3,1,5,R,35,2.28125,0.752320179
32016,3,1,2,2,0,0,8,3,2,0,0,0,0,0,0,0,0,0,75,1,2,2,1,3,3,0,0,8,1,1,1,2,2,2,1,1,2,73,5,2,0,3,2,2,R,39,2.03125,0.669874132
32016,1,1,1,1,1,2,1,3,1,2,2,2,2,0,0,0,0,0,12,1,2,2,1,1,4,4,0,1,1,2,2,2,2,1,3,3,1,64,6,2,0,8,3,6,U,11,1,0.3297841881
32016,3,1,1,1,1,2,1,2,1,1,2,1,1,6,0,1,0,1,3,1,2,2,2,3,0,0,0,1,0,0,0,0,0,2,3,1,2,99,9,2,0,8,1,99,S,12,1.125,0.3710072116
32016,3,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,1,12,1,2,1,2,3,0,0,0,8,0,0,0,0,0,2,3,1,1,58,1,2,0,4,1,8,R,39,1.71875,0.5668165733
32016,3,1,1,1,1,2,1,2,1,2,1,2,1,0,1,0,0,1,4,1,2,2,1,1,3,3,0,1,2,2,2,2,1,2,1,1,2,67,3,2,0,3,1,7,U,18,1.78125,0.587428085
40216,3,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,3,2,20,1,1,1,1,3,2,0,0,1,1,2,2,2,2,2,2,1,1,61,1,2,0,8,1,9,R,33,1.1875,0.3916187233
32016,4,1,1,1,1,2,1,2,1,2,2,1,1,0,0,3,0,2,12,2,2,1,3,3,0,0,0,8,0,0,0,0,0,0,3,1,2,56,1,2,0,7,1,5,U,13,1.34375,0.4431475027
32016,4,1,1,1,1,2,2,3,1,2,2,2,2,0,0,0,0,0,60,1,2,2,1,1,1,1,0,8,1,1,2,1,1,1,3,8,1,80,5,2,0,8,3,7,S,24,1.90625,0.6286511085
32916,1,1,1,1,1,2,2,3,1,2,2,2,1,0,0,0,0,2,50,1,1,2,1,3,4,0,0,2,2,2,2,2,2,2,1,1,2,83,5,2,0,5,3,99,S,12,1.46875,0.4843705262
32616,1,1,2,2,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,2,1,2,66,1,2,0,1,3,1,S,12,3.96875,1.3088309964
32016,2,1,1,1,2,0,2,2,1,2,2,2,2,0,0,0,2,0,15,1,2,1,1,1,4,3,0,2,1,1,2,2,2,2,1,1,1,53,6,2,0,8,1,6,U,29,1.28125,0.422535991
32016,3,1,1,1,1,2,1,3,1,2,2,2,2,0,0,0,0,0,3,1,2,2,2,3,0,0,0,1,0,0,0,0,0,2,2,1,1,54,1,2,0,5,1,5,U,17,2,0.6595683761
40216,3,1,1,1,1,2,1,2,1,1,1,1,1,1,5,3,0,1,3,1,2,2,1,1,4,4,0,1,1,2,2,2,1,2,1,1,2,41,4,1,0,4,1,6,S,29,4.34375,1.4325000669
40416,3,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,3,1,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,3,2,1,44,1,1,0,4,1,99,S,36,3.9375,1.2985252405
32016,4,1,1,1,1,2,1,2,2,2,2,1,2,0,0,6,0,0,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,2,1,2,68,3,2,0,4,1,99,R,30,1.21875,0.4019244792
32016,1,1,1,1,1,2,1,2,1,2,1,1,1,0,6,6,0,1,3,1,1,1,1,3,3,0,0,1,1,2,2,2,2,2,1,1,2,60,1,2,0,5,4,8,U,51,3.375,1.1130216347
40416,4,1,2,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,3,8,1,94,5,2,0,3,3,3,U,6,6.9375,2.2878778048
32016,4,1,1,1,1,2,1,2,1,2,1,2,1,0,3,0,0,5,4,1,1,2,2,3,0,0,0,8,0,0,0,0,0,2,3,2,2,64,1,2,0,6,2,6,S,53,1.25,0.4122302351
40416,1,1,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,2,2,3,3,0,0,0,1,0,0,0,0,0,0,3,1,2,99,1,2,0,6,3,9,U,53,2.96875,0.9790468083
32016,2,1,1,1,1,2,1,3,1,1,2,1,1,6,0,3,6,1,2,1,2,2,2,2,0,0,0,1,0,0,0,0,0,2,3,1,2,61,3,2,0,3,3,6,S,47,4.53125,1.4943346022
32016,4,1,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,2,1,2,1,56,1,2,0,3,1,6,R,47,2.1875,0.7214029114
32016,4,1,1,2,1,2,2,3,1,2,2,2,1,0,0,0,0,6,52,1,2,2,1,2,2,0,0,8,1,1,2,1,2,2,1,1,1,72,2,2,0,6,1,98,R,50,1.125,0.3710072116
32016,2,1,1,1,1,2,1,2,1,2,2,2,2,0,0,0,0,0,4,1,2,2,1,3,4,0,0,8,2,2,2,2,2,2,1,1,2,69,1,2,0,3,3,99,U,36,2.96875,0.9790468083
32616,2,1,1,1,1,2,1,2,1,2,2,1,1,0,0,3,5,1,5,1,2,2,1,1,3,3,0,1,1,2,2,2,2,2,1,1,2,68,5,2,0,8,2,6,S,8,1,0.3297841881
32016,1,1,1,1,1,2,1,3,1,2,2,2,1,0,0,0,5,2,0,0,0,0,1,1,4,4,0,2,1,2,2,2,2,1,3,2,1,46,3,2,0,4,2,98,U,36,2.3125,0.7626259349
32016,2,1,1,1,1,2,1,2,1,1,1,2,1,5,5,0,2,2,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,1,1,1,53,1,2,0,6,1,6,S,13,2.125,0.7007913997
32316,2,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,6,12,1,2,2,2,2,0,0,0,8,0,0,0,0,0,2,3,1,2,60,1,2,0,5,2,99,U,4,2.71875,0.8966007613
32316,2,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,5,2,0,0,0,0,1,1,2,1,2,1,1,1,1,2,2,1,2,2,1,48,1,1,0,6,1,7,U,6,1.71875,0.5668165733
32616,2,1,1,1,1,2,1,2,1,1,1,2,1,1,3,0,3,1,25,1,2,1,2,1,0,4,0,8,0,0,0,0,0,2,3,2,1,21,6,2,0,4,4,7,S,34,3.46875,1.1439389024
32616,3,1,1,1,1,2,1,2,1,2,1,2,1,0,3,0,8,3,15,1,2,2,1,1,3,4,0,1,1,2,2,2,2,2,1,1,2,57,5,1,0,8,1,9,S,47,1.09375,0.3607014557
32616,4,1,1,1,1,2,1,1,1,1,2,2,1,6,0,0,2,2,40,1,1,1,2,1,0,2,0,8,0,0,0,0,0,2,3,3,2,66,1,2,0,6,3,8,S,29,1.03125,0.340089944
40216,2,3,1,1,1,2,1,2,1,1,1,1,1,3,1,3,0,1,2,1,2,2,1,3,4,0,0,2,1,2,1,2,2,1,3,1,2,16,6,2,0,2,2,6,S,36,3.6875,1.2160791935
32616,1,1,1,1,1,2,2,2,1,2,2,2,1,0,0,0,0,5,5,1,2,2,1,3,4,0,0,1,1,1,2,2,1,2,1,1,2,74,5,2,0,8,3,6,U,48,1,0.3297841881
32816,3,1,1,1,1,2,1,3,1,2,2,2,1,0,0,0,6,2,0,0,0,0,1,3,4,0,0,8,2,1,2,2,2,2,3,1,2,77,1,2,0,4,3,4,U,17,2.0625,0.6801798879
32616,3,1,1,1,1,3,1,2,1,1,1,2,1,5,3,0,5,1,0,0,0,0,1,1,2,2,0,1,2,2,2,2,2,1,1,1,1,38,1,1,2,3,1,9,S,9,3.75,1.2366907053
40416,4,3,1,1,1,3,2,2,1,2,2,2,2,0,0,0,3,0,0,0,0,0,1,1,1,4,0,8,2,1,2,1,1,2,2,2,1,72,1,2,0,8,3,99,S,17,1.25,0.4122302351
32916,2,1,2,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,8,2,1,2,2,2,1,2,1,2,71,3,2,0,1,2,2,U,47,6.9375,2.2878778048
32816,4,1,1,2,1,2,2,3,1,2,2,1,1,0,0,3,0,1,2,1,2,2,1,2,4,0,0,1,1,1,2,2,2,1,1,1,1,67,1,2,0,4,3,5,S,17,1.96875,0.6492626203
32816,4,1,2,1,2,0,0,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,2,2,1,2,74,5,2,0,2,3,99,S,26,5.78125,1.9065648373
32816,3,1,2,1,2,0,8,3,1,1,2,1,1,5,0,3,0,5,5,2,1,2,2,1,0,2,0,1,0,0,0,0,0,2,1,1,2,50,1,2,0,4,3,98,R,19,2.5625,0.8450719819
32816,3,1,1,1,1,2,1,2,1,1,2,1,1,6,0,5,0,1,3,2,2,1,3,3,0,0,0,1,0,0,0,0,0,0,3,1,2,71,1,2,0,2,3,6,S,12,2.96875,0.9790468083
32816,3,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,1,45,1,1,1,1,1,1,3,3,1,1,2,2,2,2,2,1,1,2,74,1,2,0,8,3,6,S,12,1.125,0.3710072116
32816,2,1,2,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,99,0,0,0,1,3,3,0,0,1,2,2,2,2,2,2,1,1,2,83,5,2,0,3,3,4,S,25,6.9375,2.2878778048
40216,4,1,2,2,0,0,8,2,2,0,0,0,0,0,0,0,0,0,30,2,1,2,2,3,0,0,0,1,0,0,0,0,0,2,3,1,2,84,5,2,0,98,4,99,R,48,1,0.3297841881
32916,3,1,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,3,1,2,2,1,3,4,0,0,2,2,1,1,2,2,1,1,1,1,55,3,1,0,4,4,2,S,13,1.09375,0.3607014557
32916,3,1,1,1,1,2,0,2,1,2,2,2,1,0,0,0,0,3,50,1,2,2,1,1,2,1,0,1,1,1,1,1,2,1,1,1,2,40,3,1,1,5,2,2,R,21,6.9375,2.2878778048
40416,3,1,1,2,1,2,2,3,1,2,2,2,1,0,0,0,0,2,3,1,2,2,2,3,0,0,0,2,0,0,0,0,0,2,3,2,1,61,1,2,0,6,1,6,S,42,1,0.3297841881
32916,3,1,1,2,1,2,2,3,1,2,2,2,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,3,1,1,73,5,2,0,4,3,99,U,48,1.5625,0.5152877939
32916,4,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,2,97,1,1,1,1,1,3,4,0,1,1,2,1,2,2,2,1,1,1,61,1,2,0,5,2,7,R,55,1.40625,0.4637590145
40216,2,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,3,1,3,1,2,2,1,1,4,4,0,8,2,2,1,2,2,1,2,2,1,41,1,1,0,6,1,99,U,37,2.9375,0.9687410525
40216,2,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,5,2,5,1,1,1,2,3,0,0,0,1,0,0,0,0,0,2,2,1,1,67,1,2,0,6,1,7,S,12,1.15625,0.3813129675
40416,4,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,0,1,15,1,2,1,2,3,0,0,0,8,0,0,0,0,0,2,2,2,2,35,2,1,0,5,2,4,R,28,5.125,1.6901439639
40216,3,1,1,1,1,2,1,2,1,2,2,1,1,0,0,3,0,2,6,2,1,2,3,3,0,0,0,2,0,0,0,0,0,0,1,1,2,53,1,2,0,5,1,99,R,30,2.53125,0.8347662261
40216,3,1,2,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,3,1,2,65,5,2,0,99,3,99,S,25,3,0.9893525642
40216,1,1,1,1,1,2,1,3,1,2,2,2,2,0,0,0,0,0,10,1,2,2,1,1,4,4,0,1,1,2,2,2,2,2,2,1,2,45,1,2,0,6,1,6,S,6,2.125,0.7007913997
40216,4,1,1,1,1,5,1,3,1,2,2,2,1,0,0,0,0,3,0,0,0,0,1,3,4,0,4,1,1,2,1,2,2,1,2,1,1,62,1,2,0,6,1,7,S,53,1.03125,0.340089944
40216,1,3,1,1,1,2,8,2,1,2,2,2,1,0,0,0,0,6,12,2,2,1,2,2,0,0,0,8,0,0,0,0,0,2,1,1,2,43,3,1,0,6,1,5,U,36,2.5625,0.8450719819
40416,1,3,1,1,1,2,1,2,1,1,1,1,1,5,1,6,5,1,4,1,2,1,2,3,0,0,0,2,0,0,0,0,0,2,3,1,1,29,6,2,0,6,1,6,S,34,1.21875,0.4019244792
40416,4,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,1,90,1,2,1,2,2,0,0,0,1,0,0,0,0,0,2,3,1,2,72,3,2,0,8,3,6,R,51,1,0.3297841881
40416,2,1,1,1,1,2,1,2,1,2,2,2,2,0,0,0,5,0,8,1,2,2,1,1,1,4,0,8,1,2,1,2,2,1,1,1,1,57,1,2,0,8,1,9,S,6,1.0625,0.3503956998
40416,3,1,1,1,1,2,1,2,1,2,2,1,1,0,0,5,0,2,15,1,1,1,1,1,4,4,4,1,1,2,2,2,2,2,2,1,2,99,1,2,0,4,3,99,S,39,1.6875,0.5565108174
40416,3,1,1,1,1,2,1,3,1,2,2,2,2,0,0,0,0,0,3,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,3,1,2,66,3,2,0,8,3,5,S,12,1,0.3297841881
40416,4,1,1,1,1,2,1,2,1,1,2,2,2,5,0,0,0,0,8,1,2,2,2,2,0,0,0,8,0,0,0,0,0,2,2,1,1,55,3,2,0,5,1,8,S,36,1.4375,0.4740647704
40416,4,1,1,2,1,2,2,3,1,2,2,2,2,0,0,0,0,0,4,1,1,1,1,1,2,4,0,2,1,2,1,2,2,2,1,1,1,81,1,2,0,8,3,8,S,51,1.15625,0.3813129675
30716,2,2,1,1,1,2,1,2,2,2,2,2,1,0,0,0,0,2,35,1,2,1,2,1,0,4,0,1,0,0,0,0,0,1,3,2,1,23,6,2,0,6,4,9,S,25,1.84375,0.6080395968
32316,3,1,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,12,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,1,1,2,72,6,2,0,6,3,99,U,39,1.375,0.4534532586
30716,3,3,2,2,0,0,1,3,2,0,0,0,0,0,0,0,0,0,1,1,2,2,1,3,4,0,0,1,2,1,1,2,1,2,1,1,1,68,4,2,0,3,1,5,S,36,4.5625,1.5046403581
31116,3,1,1,1,1,2,1,3,1,2,1,1,1,0,6,1,3,1,4,2,2,1,3,3,0,0,0,2,0,0,0,0,0,0,1,3,1,30,1,2,0,6,1,7,S,34,2.71875,0.8966007613
30716,3,1,1,1,1,2,1,3,1,2,2,2,1,0,0,0,0,3,4,1,2,1,3,3,0,0,0,2,0,0,0,0,0,0,2,2,1,21,6,2,0,3,1,2,U,45,3.8125,1.257302217
31816,1,1,1,1,1,4,1,3,2,2,1,2,1,0,1,0,0,1,0,0,0,0,1,1,3,4,0,2,2,2,2,2,2,2,1,2,1,19,6,2,0,3,2,3,S,12,2.8125,0.927518029
32316,2,1,1,1,1,2,1,2,1,1,1,2,1,5,5,0,3,2,5,1,2,1,2,3,0,0,0,8,0,0,0,0,0,2,2,1,1,67,1,2,0,6,1,9,S,36,1.125,0.3710072116
30716,1,1,1,1,1,2,1,2,1,1,1,1,1,3,1,2,0,2,2,1,2,2,1,1,2,4,0,1,1,2,1,1,1,2,1,1,2,34,1,1,2,6,4,8,S,39,2.0625,0.6801798879
30716,3,3,1,1,1,2,1,2,1,1,1,1,1,5,3,6,0,2,12,1,2,2,2,3,0,0,0,1,0,0,0,0,0,1,2,1,2,35,3,2,0,6,1,5,S,42,2.78125,0.9172122731
30716,2,1,1,1,1,2,1,2,1,2,2,2,2,0,0,0,6,0,6,1,2,1,2,3,0,0,0,8,0,0,0,0,0,2,2,2,1,54,1,2,0,5,1,99,S,48,2.46875,0.8141547143
30716,2,1,1,1,1,2,1,3,1,1,1,2,1,6,6,0,0,1,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,2,3,1,1,53,3,2,0,6,1,7,U,8,1.9375,0.6389568644
30716,3,3,1,1,1,2,1,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,2,3,2,1,47,3,2,0,3,1,6,U,8,3.34375,1.1027158789
30716,4,1,1,1,1,5,1,3,1,2,2,1,2,0,0,5,0,0,15,1,1,2,1,1,3,3,0,8,1,2,2,2,2,1,1,1,2,49,1,2,0,5,2,6,S,18,3.40625,1.1233273906
30716,3,1,1,2,1,2,2,3,1,2,2,2,2,0,0,0,0,0,20,1,2,2,1,3,3,0,0,1,1,2,1,2,2,2,1,1,2,64,1,2,0,5,3,6,U,37,2.96875,0.9790468083
31116,1,8,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,5,8,2,2,3,3,0,0,0,8,0,0,0,0,0,0,3,1,1,82,5,2,0,8,3,99,U,4,1.40625,0.4637590145
31116,3,3,1,1,1,5,1,2,1,2,2,2,1,0,0,0,0,1,50,1,2,1,1,3,4,0,0,1,2,2,2,2,2,2,3,1,2,73,1,2,0,3,3,4,R,1,3.90625,1.2882194847
30716,3,3,1,1,1,2,1,3,2,2,2,2,1,0,0,0,0,1,0,0,0,0,1,3,4,0,0,8,2,2,2,2,2,2,1,1,1,53,4,2,0,1,6,1,S,20,2.53125,0.8347662261
30716,1,3,1,1,1,2,1,3,1,1,2,2,1,3,0,0,0,1,9,1,2,1,1,1,3,3,0,1,1,2,1,1,2,1,2,1,1,20,6,2,0,3,2,99,U,17,2.8125,0.927518029
32116,1,1,2,1,1,2,1,2,1,1,1,1,1,6,2,2,1,1,1,1,1,2,1,3,1,0,0,2,1,1,1,1,1,2,1,1,2,55,6,2,0,1,1,3,U,6,6.9375,2.2878778048
30716,1,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,3,2,25,1,1,1,1,1,2,3,0,1,1,1,2,1,1,1,1,1,2,62,3,2,0,8,1,8,U,53,1.15625,0.3813129675
30916,1,3,2,1,1,4,1,2,1,2,1,2,1,0,3,0,0,5,15,1,2,2,1,1,1,4,0,2,1,1,1,1,2,1,1,1,1,19,6,2,0,3,1,6,R,41,3.1875,1.0511870995
31616,4,1,1,1,1,3,1,2,1,1,2,2,1,2,0,0,0,2,15,1,2,1,2,3,0,0,0,1,0,0,0,0,0,2,3,1,1,63,1,2,0,8,5,6,R,6,1.125,0.3710072116
30716,3,3,1,1,1,2,1,3,1,2,2,2,1,0,0,0,6,2,5,1,2,1,2,1,0,4,0,2,0,0,0,0,0,1,2,1,1,24,6,2,0,6,1,7,S,17,1.5,0.4946762821
30716,2,1,1,1,1,2,1,2,1,1,1,1,1,3,6,5,0,3,5,1,2,1,1,1,4,4,0,1,1,1,2,2,2,2,1,1,2,46,1,1,0,6,5,6,U,48,1.75,0.5771223291
30716,2,1,1,1,1,2,1,2,1,1,2,2,2,3,0,0,3,0,5,1,2,2,3,3,0,0,0,1,0,0,0,0,0,0,3,1,1,63,1,1,0,8,1,9,S,6,1.125,0.3710072116
30716,1,1,1,1,1,2,1,2,1,2,2,2,2,0,0,0,0,0,50,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,3,2,1,67,1,2,0,6,1,9,U,41,1,0.3297841881
30716,3,3,1,1,1,2,1,1,1,2,2,2,2,0,0,0,3,0,6,1,1,1,2,2,0,0,0,2,0,0,0,0,0,2,2,2,1,25,6,2,0,6,1,6,U,6,2.78125,0.9172122731
30716,1,3,1,1,1,2,1,2,1,2,1,2,2,0,1,0,3,0,25,1,2,1,1,1,1,2,0,2,2,2,1,2,2,1,1,1,1,28,6,2,0,6,7,7,U,6,2.5625,0.8450719819
30716,1,3,1,1,1,2,1,3,1,2,1,2,1,0,3,0,0,1,0,0,0,0,1,1,4,4,0,8,1,2,1,2,2,1,2,2,2,20,6,2,0,4,2,98,U,6,5.78125,1.9065648373
30916,1,1,1,1,1,2,1,3,2,2,2,2,1,0,0,0,0,3,10,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,3,2,1,57,6,2,0,3,2,2,U,6,3.1875,1.0511870995
32916,4,1,1,1,1,2,1,3,1,2,2,2,1,0,0,0,0,2,24,1,2,2,3,3,0,0,0,1,0,0,0,0,0,0,3,1,2,72,1,2,0,4,3,99,R,41,1.65625,0.5462050615
32516,1,1,1,1,1,2,1,3,1,2,1,2,1,0,1,0,2,1,12,1,2,1,1,1,2,2,0,8,1,1,1,2,2,1,2,1,1,19,6,2,0,3,2,6,U,6,3.59375,1.1851619259
32516,3,1,2,2,0,0,2,3,1,0,0,0,0,0,0,0,0,0,7,1,2,2,1,1,3,3,2,2,2,2,1,2,2,1,1,1,2,46,6,2,0,3,3,1,S,13,3.96875,1.3088309964
30916,1,1,2,1,1,4,1,2,2,2,2,1,1,0,0,2,0,3,30,1,2,2,3,3,0,0,0,1,0,0,0,0,0,0,1,1,1,57,5,2,0,5,6,2,U,36,2.0625,0.6801798879
30916,3,1,2,2,0,0,8,3,2,0,0,0,0,0,0,0,0,0,2,1,2,2,2,3,0,0,0,1,0,0,0,0,0,2,3,1,2,76,1,2,0,3,3,2,R,17,2.25,0.7420144232
32916,2,1,1,2,1,2,2,3,1,2,2,1,1,0,0,3,5,1,50,1,2,2,1,1,2,2,0,1,1,2,2,2,2,1,2,1,2,32,6,2,0,6,1,3,S,39,3.625,1.1954676818
