int_date,live1,reg,eminuse,intmob,home3nw,bbhome1f1,smart1,low_budget_e_reader_1_high_2_no_3,Desktop_laptop,Twitter,Instagram,Pinterest,Facebook,Freq_Twitter,Freq_Instagram,Freq_Pinterest,Freq_LinkedIn,Freq_Facebook,amount_books_read,printed_books_read,audiobooks_heard,Ebooks_read,phy_public_library,virtual_public_library,freq_library_visit,freq_virtual_library_visit,freq_mobile_library_visit,library_loan_ebooks,borrow_print_books,help_from_librarian,sit_and_Study,class_to_use_computer,Attend_group_meeting,internet_use_library,library_impact_your_family,library_impact_community,sex,age,marital,par,kidage1,educ2,emplnw,inc,usr,state,weight,standwt
30916,4,1,1,1,2,0,1,2,2,1,2,2,1,2,0,0,0,2,3,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,2,2,1,36,1,2,0,4,1,6,S,47,4.90625,1.6180036727
30916,1,8,1,1,1,8,8,1,1,2,1,8,1,0,1,0,0,1,5,1,2,1,2,3,0,0,0,1,0,0,0,0,0,2,2,2,2,17,6,2,0,1,4,6,S,13,5.53125,1.8241187903
30916,3,1,1,1,1,2,1,2,1,1,1,2,1,6,6,0,5,1,5,1,2,1,1,3,3,0,4,1,1,2,1,2,1,1,1,1,1,42,1,1,0,8,1,8,S,12,2.90625,0.9584352966
30916,4,1,1,1,1,2,1,3,2,2,2,2,1,0,0,0,0,1,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,2,2,1,43,1,1,1,3,8,7,S,13,4.25,1.4015827993
30916,2,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,6,2,24,1,2,2,1,1,2,3,0,1,1,2,2,2,2,1,1,1,1,38,1,1,0,8,1,8,S,51,4.3125,1.4221943111
30916,4,1,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,3,1,2,2,1,3,4,0,0,1,2,2,2,2,2,2,3,1,1,82,1,2,0,4,3,4,S,22,2.875,0.9481295407
30916,2,2,1,1,2,0,1,3,2,2,2,2,1,0,0,0,0,1,1,1,2,2,3,3,0,0,0,8,0,0,0,0,0,0,1,1,1,51,6,2,0,4,2,1,S,17,2.6875,0.8862950054
30916,2,1,1,1,1,2,1,3,1,2,2,1,1,0,0,3,5,3,2,1,2,2,1,3,4,0,0,8,1,1,2,2,2,2,2,1,1,50,1,1,0,6,1,9,S,47,2.46875,0.8141547143
30916,1,3,1,1,1,2,1,2,1,1,2,2,1,1,0,0,0,2,3,1,2,2,1,3,4,0,0,8,2,2,1,2,2,1,2,1,1,18,6,2,0,2,4,6,S,20,3.65625,1.2057734376
30916,3,3,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,2,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,2,1,1,60,1,2,0,8,5,9,S,8,1.59375,0.5255935497
32816,3,2,2,1,1,2,2,2,1,1,2,2,1,3,0,0,0,1,4,1,2,2,3,1,0,4,0,2,0,0,0,0,0,0,1,1,1,51,1,2,0,4,4,3,U,26,3.78125,1.2469964612
31516,2,3,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,1,1,2,66,5,2,0,2,3,3,R,22,3,0.9893525642
30916,2,1,1,1,1,2,1,3,1,2,2,2,2,0,0,0,6,0,5,1,2,2,1,3,4,0,0,1,1,2,1,2,2,1,3,1,1,61,1,2,0,8,3,9,S,36,1.625,0.5358993056
30916,4,3,1,1,1,2,1,2,1,1,1,2,1,6,5,0,0,1,15,1,2,1,1,1,3,1,0,8,1,1,1,1,2,1,2,1,1,17,6,2,0,3,2,5,S,42,3.78125,1.2469964612
31516,2,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,6,2,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,3,2,1,53,1,1,1,3,3,8,S,42,2.71875,0.8966007613
31016,3,3,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,1,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,3,1,2,29,6,2,0,3,1,98,S,26,6.9375,2.2878778048
31016,2,1,1,1,1,2,1,2,1,2,2,1,1,0,0,5,0,1,4,1,2,2,2,3,0,0,0,1,0,0,0,0,0,2,3,1,2,44,1,1,0,6,4,9,U,21,3.75,1.2366907053
31016,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,0,3,1,3,1,2,1,2,2,0,0,4,1,0,0,0,0,0,2,2,1,2,23,6,2,0,6,1,5,U,51,2.125,0.7007913997
31016,3,1,1,1,2,0,1,3,2,2,1,2,1,0,6,0,0,3,0,0,0,0,3,1,0,4,0,2,0,0,0,0,0,0,2,1,2,29,6,1,2,3,1,98,R,42,6.875,2.267266293
31116,4,1,1,1,1,2,1,2,1,2,2,1,1,0,0,2,0,2,12,1,2,1,1,3,3,0,0,1,1,2,2,2,1,1,1,1,2,62,1,2,0,8,3,6,S,45,1.5,0.4946762821
31016,4,1,1,1,2,0,1,3,1,2,2,2,1,0,0,0,0,6,5,1,2,2,1,3,3,0,0,1,1,2,1,2,2,1,2,8,1,46,1,1,0,4,1,99,R,5,2.84375,0.9378237848
31016,1,3,1,1,2,0,8,3,2,2,2,2,1,0,0,0,0,5,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,3,1,2,50,1,2,0,3,1,99,U,17,3,0.9893525642
31016,4,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,2,5,7,1,2,1,1,1,3,3,0,1,1,1,1,2,1,1,1,1,1,45,1,1,0,6,1,7,S,20,2.25,0.7420144232
31016,3,8,1,1,2,0,1,2,2,2,1,1,1,0,3,3,0,1,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,3,1,2,25,6,1,2,4,5,2,R,48,6.9375,2.2878778048
31016,3,3,2,1,2,0,1,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,3,3,0,0,8,2,1,2,2,2,2,1,1,2,54,2,2,0,1,6,1,U,6,6.75,2.2260432695
31016,2,1,1,1,1,2,1,2,1,2,2,1,2,0,0,3,0,0,5,1,2,2,1,1,4,4,0,1,1,2,1,1,2,2,1,1,2,62,1,2,0,8,1,8,S,48,1.8125,0.5977338409
31016,1,1,1,1,1,2,1,3,1,2,2,2,1,0,0,0,5,1,13,1,2,2,1,3,3,0,0,2,2,1,1,1,1,2,1,1,2,50,3,2,0,4,1,99,U,1,3.78125,1.2469964612
31116,1,3,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,2,1,2,1,2,2,2,2,1,2,44,6,1,0,1,1,2,U,17,3.4375,1.1336331465
31116,3,1,1,2,1,2,2,2,1,2,2,2,2,0,0,0,0,0,10,1,1,2,1,1,1,3,0,2,1,2,1,2,2,2,1,2,1,38,1,1,1,3,1,6,U,31,4.84375,1.597392161
31116,3,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,3,1,10,1,2,1,2,2,0,0,0,8,0,0,0,0,0,2,3,2,1,39,1,1,0,6,1,6,R,19,2.1875,0.7214029114
31116,1,1,1,2,1,2,2,3,1,2,1,2,1,0,3,0,0,1,4,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,3,1,1,26,6,2,0,3,1,5,U,27,5.625,1.8550360579
31116,4,1,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,1,1,1,63,2,2,0,4,5,2,R,27,1.40625,0.4637590145
31116,3,1,1,1,1,2,1,2,1,1,1,2,1,2,6,0,6,1,5,1,2,1,2,3,0,0,0,8,0,0,0,0,0,2,3,2,2,38,1,1,1,6,1,6,S,13,3.28125,1.0821043671
31116,3,1,1,1,1,3,1,3,1,2,2,2,1,0,0,0,3,2,2,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,3,2,1,64,1,2,0,8,1,8,U,37,1.34375,0.4431475027
31516,3,1,2,1,1,2,1,3,1,2,2,2,1,0,0,0,0,2,4,1,1,2,2,3,0,0,0,1,0,0,0,0,0,2,1,1,2,72,1,2,0,6,3,99,S,12,1.1875,0.3916187233
31116,3,1,2,2,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,3,3,1,62,3,2,0,3,1,5,S,27,3.3125,1.092410123
31816,4,2,1,1,1,2,1,2,1,2,1,1,1,0,3,1,0,1,10,1,2,2,1,1,4,4,0,1,1,2,2,1,1,2,3,1,2,33,1,1,1,4,4,4,S,42,6.9375,2.2878778048
31116,1,2,1,1,1,2,1,1,1,2,1,2,2,0,3,0,0,0,4,1,2,2,2,2,0,0,0,8,0,0,0,0,0,2,2,1,2,26,6,2,0,8,1,6,U,37,2.59375,0.8553777378
31116,1,1,1,2,1,2,2,3,2,2,2,2,1,0,0,0,0,1,0,0,0,0,1,3,3,0,0,1,2,2,1,2,2,2,1,1,1,64,1,2,0,4,3,2,U,26,1.9375,0.6389568644
31116,2,1,1,1,1,2,1,2,2,1,2,2,1,2,0,0,3,1,30,2,2,1,3,3,0,0,0,8,0,0,0,0,0,0,3,8,2,65,5,2,0,8,1,7,U,4,1,0.3297841881
32816,2,1,1,1,1,2,1,3,1,1,1,1,1,5,5,5,1,1,5,1,1,1,2,3,0,0,0,1,0,0,0,0,0,2,3,2,2,21,6,2,0,4,4,9,S,4,6.9375,2.2878778048
31116,3,1,1,1,1,2,1,2,1,2,2,1,1,0,0,3,3,2,50,1,2,2,1,1,2,3,3,1,1,1,1,2,2,1,1,1,2,61,1,2,0,6,2,7,S,39,1.84375,0.6080395968
31116,3,1,1,1,1,2,2,2,1,1,1,1,1,3,3,3,6,1,99,0,0,0,1,1,3,4,0,1,1,1,2,1,1,1,1,1,2,40,1,1,1,6,4,9,U,12,3.65625,1.2057734376
31116,3,3,1,1,1,2,1,2,2,2,2,2,1,0,0,0,0,1,0,0,0,0,1,3,4,0,0,8,2,2,2,2,2,2,3,2,1,25,6,2,0,3,1,6,S,48,4.53125,1.4943346022
33016,3,1,1,1,1,2,1,1,1,2,2,2,2,0,0,0,6,0,11,1,2,1,1,1,4,4,0,1,1,1,2,2,2,2,2,2,1,68,1,2,0,4,3,7,S,25,2.28125,0.752320179
31516,3,3,1,1,2,0,1,3,1,2,2,2,1,0,0,0,0,2,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,1,1,1,40,1,1,0,2,1,99,S,6,5.78125,1.9065648373
31216,1,3,2,1,2,0,8,3,1,2,2,2,2,0,0,0,0,0,1,1,2,2,3,3,0,0,0,8,0,0,0,0,0,0,1,1,1,50,1,2,0,3,2,4,U,37,4.46875,1.4737230905
31116,4,3,1,1,1,8,1,2,1,1,1,2,1,6,3,0,0,3,10,2,2,2,1,3,1,0,0,2,2,2,1,1,2,1,3,1,1,16,6,2,0,2,4,8,R,4,4.96875,1.6386151845
31516,3,1,1,1,1,2,1,2,1,2,1,1,1,0,1,5,0,2,20,1,2,2,2,2,0,0,0,2,0,0,0,0,0,2,3,2,2,24,1,2,0,4,1,5,U,48,6.03125,1.9890108843
31116,3,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,5,1,10,1,2,2,1,2,4,0,0,8,1,2,1,2,2,2,1,1,2,45,6,2,0,4,1,3,U,12,4.40625,1.4531115787
31616,1,3,1,1,1,2,1,1,1,1,2,2,1,1,0,0,2,1,6,1,2,2,1,2,4,0,0,1,2,2,2,1,1,2,2,1,1,24,6,2,0,6,1,4,U,11,1.40625,0.4637590145
31116,3,1,1,2,1,2,2,3,1,2,2,2,2,0,0,0,0,0,6,1,2,2,1,3,4,0,0,8,1,2,2,2,2,1,2,1,2,75,1,2,0,8,3,99,U,6,1.34375,0.4431475027
31116,4,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,3,14,1,1,2,2,3,0,0,0,1,0,0,0,0,0,2,2,1,1,65,1,1,0,6,3,7,R,6,1.09375,0.3607014557
31116,3,3,1,1,1,2,1,3,1,2,2,2,2,0,0,0,0,0,2,1,2,2,1,3,4,0,0,2,2,2,2,1,2,2,2,2,2,36,3,1,0,6,1,3,S,48,4.84375,1.597392161
31116,2,1,1,1,1,2,1,3,1,2,2,1,1,0,0,3,6,2,12,1,1,1,2,2,0,0,0,8,0,0,0,0,0,2,3,1,2,57,3,2,0,7,2,4,U,8,1.5625,0.5152877939
31116,1,1,1,1,1,8,2,3,1,2,1,2,1,0,2,0,0,1,12,1,2,1,1,3,4,0,0,2,2,2,1,2,2,1,2,1,1,19,6,2,0,4,2,9,U,4,4,1.3191367523
31116,1,1,1,1,1,2,1,3,1,2,2,2,2,0,0,0,0,0,32,1,1,1,1,3,1,0,0,1,1,1,2,1,1,1,1,2,1,55,1,2,0,8,3,9,U,4,1.21875,0.4019244792
31216,4,1,1,1,1,1,1,2,1,2,2,1,1,0,0,9,0,3,50,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,2,70,3,2,0,4,3,6,S,53,1.34375,0.4431475027
31216,1,8,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,50,1,2,2,1,3,4,0,0,2,2,2,2,2,2,2,8,8,1,30,6,2,0,3,1,1,S,22,5.34375,1.762284255
31216,4,2,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,6,3,1,2,2,1,1,4,4,0,1,1,1,1,2,2,1,3,1,2,57,1,1,0,8,1,6,R,30,1.65625,0.5462050615
31216,2,1,1,1,1,2,1,2,1,2,2,2,2,0,0,0,3,0,50,2,1,1,3,3,0,0,0,8,0,0,0,0,0,0,3,2,1,69,2,2,0,5,1,9,S,6,1.59375,0.5255935497
31216,4,1,1,1,1,5,1,3,1,2,1,2,1,0,1,0,3,1,4,1,2,2,1,1,1,4,0,1,1,2,1,2,2,1,1,1,1,20,6,2,0,4,2,8,R,8,4.21875,1.3912770434
32716,3,1,1,1,1,2,1,3,1,2,2,2,1,0,0,0,5,2,20,1,1,2,1,2,4,0,0,8,2,2,2,1,1,2,2,2,1,51,1,1,0,8,1,8,R,49,1.5625,0.5152877939
40216,2,3,2,2,0,0,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,1,1,2,50,2,2,0,1,1,2,U,6,4.71875,1.5561691375
31216,4,1,1,2,1,4,2,3,1,2,1,1,1,0,5,6,0,1,50,1,2,2,1,3,3,0,0,8,1,1,2,2,2,2,1,1,2,67,1,2,0,3,3,4,R,19,2.25,0.7420144232
32816,3,3,1,1,1,2,1,2,1,2,2,2,2,0,0,0,0,0,5,1,1,1,1,2,4,0,0,1,2,2,1,2,2,2,1,1,2,45,1,1,0,8,1,9,S,17,1.90625,0.6286511085
31616,3,2,2,1,1,5,8,3,2,2,2,2,1,0,0,0,0,1,1,1,1,1,1,1,4,4,0,8,2,1,1,2,2,1,1,1,1,48,3,2,0,2,4,2,S,39,2.78125,0.9172122731
31216,1,1,1,1,1,2,1,2,1,2,1,2,1,0,5,0,0,2,97,1,1,1,1,3,4,0,0,1,2,2,2,2,2,2,2,1,1,72,1,2,0,6,3,8,U,6,1,0.3297841881
31216,4,3,1,1,1,4,1,2,1,2,2,1,2,0,0,5,0,0,5,1,1,1,2,9,0,0,0,1,0,0,0,0,0,2,2,1,1,35,1,1,3,2,1,4,S,6,6.3125,2.0817626872
31216,3,2,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,2,1,1,67,1,2,0,4,3,5,U,6,1.59375,0.5255935497
31716,1,3,1,1,1,1,8,2,1,2,2,2,1,0,0,0,0,8,4,1,2,2,1,3,3,0,0,2,1,1,1,1,2,2,1,1,1,60,4,2,0,6,4,1,U,12,1.96875,0.6492626203
31216,4,2,1,1,1,2,1,3,1,2,2,2,1,0,0,0,0,2,0,0,0,0,2,8,0,0,0,8,0,0,0,0,0,2,3,2,1,27,2,2,0,3,1,7,S,33,6.9375,2.2878778048
31216,1,3,2,1,2,0,1,3,2,2,2,2,1,0,0,0,0,3,5,8,1,2,3,3,0,0,0,2,0,0,0,0,0,0,2,2,1,45,3,2,0,2,1,3,S,48,4.125,1.3603597758
31216,1,1,1,1,2,0,2,3,2,2,2,2,1,0,0,0,0,2,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,1,1,1,54,6,2,0,3,6,2,U,47,3.375,1.1130216347
31216,2,1,1,1,1,2,1,3,1,1,1,1,1,6,6,2,2,1,10,1,1,1,2,3,0,0,0,1,0,0,0,0,0,1,3,1,1,59,1,2,0,8,1,8,S,36,1.125,0.3710072116
31216,1,1,1,1,1,5,1,3,2,2,2,2,1,0,0,0,0,3,4,1,2,2,1,1,2,1,0,1,1,1,1,2,2,1,3,3,2,57,5,2,0,3,4,3,S,22,5.5625,1.8344245462
31316,4,1,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,1,1,1,62,1,2,0,3,3,4,U,1,2.53125,0.8347662261
31216,3,1,2,2,0,0,2,3,1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,3,3,0,0,2,2,2,1,2,2,2,1,1,1,53,1,2,0,3,6,4,R,19,2.53125,0.8347662261
31216,3,3,1,1,1,2,1,2,1,2,2,1,1,0,0,5,0,3,12,1,2,2,2,3,0,0,0,2,0,0,0,0,0,2,3,2,1,23,6,2,0,3,1,3,S,6,4.53125,1.4943346022
31716,3,1,1,1,8,0,8,3,2,2,2,2,1,0,0,0,0,3,1,1,2,2,3,3,0,0,0,1,0,0,0,0,0,0,1,1,1,27,3,1,0,3,1,3,S,17,4.625,1.5252518698
31216,1,1,1,1,1,2,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,3,3,1,55,1,2,0,1,3,8,S,6,3.4375,1.1336331465
31316,3,9,1,1,1,2,1,3,1,2,2,2,1,0,0,0,0,2,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,2,2,1,1,52,1,2,0,5,1,8,R,38,2.25,0.7420144232
31316,2,1,1,1,1,2,1,2,1,2,2,1,1,0,0,3,0,2,4,1,1,1,2,3,0,0,0,1,0,0,0,0,0,2,1,1,2,58,1,2,0,4,1,8,S,42,4.15625,1.3706655317
32716,1,1,1,1,1,2,2,2,1,2,2,2,1,0,0,0,0,1,50,1,2,2,1,1,2,4,0,1,1,1,2,2,1,2,1,1,2,74,1,2,0,6,3,5,U,4,1,0.3297841881
40116,1,1,1,2,1,2,1,3,1,2,2,2,2,0,0,0,0,0,2,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,2,1,1,60,1,2,0,6,1,8,U,6,1,0.3297841881
31316,3,1,1,1,1,2,1,2,1,1,2,1,1,3,0,1,5,3,50,1,1,1,1,1,4,2,3,1,1,2,2,2,2,2,1,1,2,59,3,2,0,6,1,4,U,12,1.96875,0.6492626203
31316,3,1,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,1,2,1,2,2,2,2,2,1,2,62,6,2,0,5,6,1,R,17,3.3125,1.092410123
33116,2,3,1,1,1,2,1,2,1,1,1,2,1,1,2,0,3,2,3,1,2,2,1,3,4,0,0,2,1,2,2,2,2,2,2,2,1,17,6,2,0,2,2,9,S,6,3.8125,1.257302217
31316,2,1,1,1,1,2,1,1,1,2,1,2,1,0,2,0,3,2,97,1,2,1,1,3,4,0,0,1,1,2,2,2,2,2,2,2,1,58,1,2,0,7,1,9,S,42,1.21875,0.4019244792
31316,3,3,1,1,1,2,1,3,1,1,2,2,1,6,0,0,0,1,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,3,8,1,36,2,1,0,2,1,6,U,32,3.90625,1.2882194847
31316,4,1,1,1,1,2,1,2,1,2,2,2,2,0,0,0,0,0,2,2,1,2,2,3,0,0,0,8,0,0,0,0,0,2,3,3,1,58,2,2,0,4,1,6,S,13,2,0.6595683761
31316,2,2,1,1,1,2,1,3,1,1,1,1,1,6,1,2,6,1,20,1,2,2,1,2,3,0,0,1,1,2,1,2,2,1,1,1,2,25,1,1,0,4,2,3,U,4,6.9375,2.2878778048
31316,2,1,1,1,1,2,1,2,1,1,2,2,1,3,0,0,3,1,25,1,2,1,2,3,0,0,0,1,0,0,0,0,0,2,2,1,1,64,3,2,0,8,2,8,R,27,1,0.3297841881
31316,2,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,5,5,5,2,1,1,2,3,0,0,0,1,0,0,0,0,0,2,2,2,2,74,3,2,0,4,2,99,S,17,1.25,0.4122302351
31316,1,1,1,1,1,4,1,3,2,2,2,2,1,0,0,0,0,1,30,1,2,1,2,2,0,0,0,8,0,0,0,0,0,2,2,2,2,42,6,2,0,4,1,4,U,35,6.59375,2.1745144901
31316,2,2,1,1,1,2,1,2,1,1,2,1,1,6,0,6,5,2,6,1,1,1,1,1,4,4,0,1,1,1,2,1,2,1,2,1,2,22,6,2,0,6,4,7,U,24,2.25,0.7420144232
31316,2,1,2,1,1,2,1,2,1,2,2,2,2,0,0,0,5,0,0,0,0,0,1,1,4,3,0,1,1,1,1,2,2,1,1,1,1,70,1,2,0,8,1,6,U,35,2.03125,0.669874132
31316,2,1,1,1,1,2,1,3,1,2,2,2,1,0,0,0,0,1,4,2,2,1,2,3,0,0,0,8,0,0,0,0,0,2,3,2,1,46,1,1,0,5,1,6,S,37,2.34375,0.7729316908
31316,4,1,1,1,1,2,2,2,1,2,2,2,1,0,0,0,0,5,5,1,2,2,3,3,0,0,0,8,0,0,0,0,0,0,2,2,2,64,1,2,0,6,3,99,R,30,1.65625,0.5462050615
31316,2,3,1,1,1,2,1,3,1,2,2,2,2,0,0,0,0,0,10,1,2,1,2,1,0,3,0,1,0,0,0,0,0,2,2,1,2,18,6,2,0,3,4,7,S,6,5.8125,1.9168705932
31316,1,1,1,1,1,2,1,2,1,1,2,2,1,5,0,0,0,6,3,2,1,1,1,1,4,4,0,8,1,2,1,1,1,2,2,3,1,54,6,2,0,4,1,8,U,6,2.65625,0.8759892496
31316,3,2,1,1,1,2,1,2,1,1,1,1,1,3,1,5,0,1,1,1,2,2,2,3,0,0,0,1,0,0,0,0,0,2,3,1,1,42,1,1,0,6,1,8,S,53,3.15625,1.0408813436
31316,3,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,2,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,3,2,2,39,3,1,2,3,1,4,S,12,6.375,2.102374199
32716,3,1,1,1,1,2,1,2,1,1,1,1,1,2,3,3,5,1,36,1,2,2,1,1,2,4,0,1,1,1,1,1,1,1,1,1,2,40,1,1,0,6,1,6,R,47,3.96875,1.3088309964
31316,3,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,2,6,1,2,2,1,3,2,0,0,1,1,2,2,2,2,2,1,1,2,80,5,2,0,5,3,5,U,41,2.75,0.9069065172
31316,2,1,2,2,0,0,8,3,1,0,0,0,0,0,0,0,0,0,3,1,2,2,2,3,0,0,0,1,0,0,0,0,0,2,2,2,2,88,5,2,0,3,4,4,S,26,2.0625,0.6801798879
33016,1,3,1,1,2,0,1,3,2,2,1,2,1,0,3,0,0,3,2,2,2,2,1,3,2,0,0,2,1,1,1,1,1,1,1,1,1,28,4,1,0,2,1,3,S,6,6.625,2.184820246
31316,1,3,1,1,1,2,1,3,1,2,2,2,1,0,0,0,3,1,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,1,1,1,50,1,1,0,3,1,3,S,34,2.75,0.9069065172
31316,3,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,1,3,2,2,1,1,1,4,4,4,1,1,2,2,2,2,2,2,1,2,48,1,1,0,8,1,4,S,53,2.40625,0.7935432026
31816,2,3,1,1,1,2,1,3,1,2,2,1,1,0,0,5,0,1,0,0,0,0,3,2,0,0,0,8,0,0,0,0,0,0,3,2,1,27,6,2,0,6,1,7,S,51,2.8125,0.927518029
31316,1,1,1,1,1,2,1,3,1,2,2,2,2,0,0,0,0,0,5,9,1,2,3,2,0,0,0,1,0,0,0,0,0,0,2,1,1,68,1,2,0,8,2,8,U,18,1.3125,0.4328417468
31316,2,1,1,1,1,2,1,2,1,1,2,2,1,3,0,0,0,1,5,1,2,1,1,3,2,0,1,1,1,1,2,2,2,2,1,1,1,40,1,1,0,5,1,7,U,39,2.8125,0.927518029
31316,1,3,1,1,1,4,1,2,2,2,2,2,1,0,0,0,0,1,1,1,2,2,3,3,0,0,0,1,0,0,0,0,0,0,3,2,2,22,1,1,2,3,4,3,U,17,5.25,1.7313669874
31316,2,3,2,1,1,2,1,2,1,1,2,1,1,2,0,6,0,1,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,3,2,1,17,6,1,1,2,4,5,S,13,3.875,1.2779137288
31316,1,3,1,2,1,2,2,3,1,2,2,2,2,0,0,0,0,0,15,1,2,2,1,3,1,0,0,8,1,2,1,2,2,2,2,2,1,99,9,9,0,99,2,99,U,36,1.3125,0.4328417468
31316,4,1,2,2,0,0,8,3,1,0,0,0,0,0,0,0,0,0,98,0,0,0,1,3,1,0,0,1,1,1,1,2,2,2,1,1,1,57,1,2,0,3,4,4,R,40,2.90625,0.9584352966
31516,3,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,3,3,3,2,2,1,2,3,0,0,0,1,0,0,0,0,0,2,3,1,2,69,5,2,0,5,3,4,U,12,1.46875,0.4843705262
31516,3,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,2,1,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,2,2,1,1,50,1,1,0,3,1,9,S,45,2.84375,0.9378237848
31516,3,1,1,1,1,2,1,2,1,2,2,1,2,0,0,5,5,0,10,1,2,2,2,2,0,0,0,2,0,0,0,0,0,2,3,3,2,24,6,2,0,6,1,7,U,25,2.96875,0.9790468083
31516,2,1,2,2,0,0,1,3,2,0,0,0,0,0,0,0,0,0,1,1,2,2,1,3,3,0,0,8,2,2,1,2,2,2,2,2,1,38,3,2,0,2,6,1,U,39,5.21875,1.7210612315
31516,1,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,1,4,1,1,1,2,3,0,0,0,1,0,0,0,0,0,2,3,1,1,51,1,2,0,4,1,6,S,18,2.90625,0.9584352966
31516,1,2,1,1,1,3,8,2,1,1,1,1,1,5,3,3,3,3,98,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,3,8,1,23,2,1,1,2,2,1,U,48,3.9375,1.2985252405
31916,2,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,6,10,1,2,1,1,1,3,3,3,1,1,2,2,2,2,2,1,1,1,42,1,1,0,8,1,9,S,39,3,0.9893525642
31516,1,3,1,1,1,2,1,3,1,1,1,2,1,1,1,0,5,1,0,0,0,0,1,3,4,0,0,1,1,1,1,2,2,2,1,1,1,44,6,2,0,5,2,99,U,12,4.53125,1.4943346022
32816,2,1,1,1,1,2,1,1,1,2,2,2,1,0,0,0,0,6,1,2,2,1,1,1,4,4,0,1,2,1,2,2,2,1,3,2,1,72,1,2,0,5,3,7,U,1,1.90625,0.6286511085
31516,3,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,1,50,1,2,1,1,3,4,0,0,1,2,2,2,2,2,2,3,1,2,69,1,2,0,8,3,8,S,12,1.125,0.3710072116
31516,1,1,1,1,1,2,1,2,1,1,1,1,1,5,5,5,5,2,30,1,2,1,1,1,2,3,0,1,1,2,1,2,2,2,1,1,2,28,6,2,0,6,1,6,S,34,3.34375,1.1027158789
31516,3,1,1,1,1,2,1,3,1,2,1,1,1,0,1,1,0,1,5,1,2,2,1,1,4,4,0,1,1,2,1,2,2,2,1,1,2,46,2,2,0,6,1,3,R,18,1.5,0.4946762821
