int_date,sex,eminuse,intmob,snsint,home3nw,bbhome1,smart1,low_budget_e_reader_1_high_2_no_3,Desktop_laptop,Twitter,Instagram,Pinterest,Facebook,Freq_Twitter,Freq_Instagram,Freq_Pinterest,Freq_LinkedIn,Freq_Facebook,amount_books_read,printed_books_read,audiobooks_heard,Ebooks_read,phy_public_library,virtual_public_library,freq_library_visit,freq_virtual_library_visit,freq_mobile_library_visit,library_loan_ebooks,borrow_print_books,help_from_librarian,sit_and_Study,class_to_use_computer,Attend_group_meeting,internet_use_library,library_impact_your_family,library_impact_community,age,marital,parent,Kidage_17,educ2,emplnw,inc,usr,state,density,weight,standwt
40415,2,1,1,1,1,2,1,2,1,1,1,1,1,3,6,1,0,1,0,0,0,0,3,1,0,4,4,1,0,0,0,0,0,0,3,2,16,6,2,0,2,4,3,S,24,4,4.0285714286,1.4453464376
40415,1,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,1,5,1,2,1,2,3,0,0,0,8,0,0,0,0,0,2,3,8,35,1,1,1,8,1,9,S,6,4,4.5142857143,1.6196080648
40615,2,1,1,2,1,2,1,2,1,2,2,2,2,0,0,0,0,0,30,1,2,2,1,1,3,3,5,1,1,2,2,2,2,2,1,1,70,1,2,0,6,3,6,U,48,3,1.2571428571,0.451030094
40415,1,1,1,1,1,1,1,1,1,2,2,2,1,0,0,0,0,3,2,2,2,2,2,3,0,0,0,1,0,0,0,0,0,2,1,1,35,1,1,4,8,1,9,S,34,5,4.3714285714,1.568354645
40515,1,1,1,1,1,2,1,2,1,1,1,2,1,6,5,0,0,1,7,1,2,2,2,3,0,0,0,1,0,0,0,0,0,2,3,1,19,6,2,0,3,4,6,S,12,2,2.2,0.7893026645
40415,2,1,1,1,1,2,1,2,1,1,1,1,1,5,6,6,0,2,3,1,2,1,2,1,0,4,4,8,0,0,0,0,0,1,1,1,34,1,1,4,5,1,7,S,49,1,2.9428571429,1.0558204473
40415,2,1,1,1,1,2,1,3,1,1,1,1,1,5,5,3,0,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,2,2,3,45,6,1,2,6,1,3,U,26,3,2.3428571429,0.8405560843
40415,1,1,1,2,1,2,1,1,1,2,2,1,2,0,0,3,0,0,97,1,2,1,2,3,0,0,0,1,0,0,0,0,0,2,2,8,67,5,2,0,6,3,6,S,34,2,1.8,0.6457930891
40415,2,1,1,1,1,2,1,2,1,2,2,1,1,0,0,6,0,6,50,1,1,1,1,1,3,3,4,1,1,2,1,2,2,1,1,1,20,1,2,0,4,2,1,S,24,4,5.5714285714,1.9988833711
40415,2,1,2,2,1,2,1,2,1,2,2,1,1,0,0,3,0,6,20,1,2,2,1,3,2,0,0,1,1,1,1,2,1,2,1,1,67,1,2,0,6,4,2,S,13,5,1,0.3587739384
40415,2,1,1,1,1,2,1,2,1,2,2,1,1,0,0,6,0,2,4,1,2,2,1,1,2,5,5,1,1,2,2,2,2,2,2,1,51,1,1,1,5,2,7,S,6,4,2.7428571429,0.9840656596
40315,1,1,1,2,1,2,2,3,1,2,2,2,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,3,3,74,1,2,0,3,3,3,U,6,1,1.2857142857,0.4612807779
40415,2,1,1,1,1,2,1,3,1,2,1,1,1,0,3,3,0,1,4,1,2,2,1,1,4,4,4,2,1,1,2,2,2,2,2,1,26,1,2,0,8,1,8,U,48,4,3.6857142857,1.3223382301
40315,1,2,2,1,1,2,1,3,1,2,1,2,1,0,1,0,0,1,3,1,2,1,1,3,4,0,0,8,2,2,1,2,2,2,2,2,28,6,2,0,8,4,8,U,36,5,3.0857142857,1.1070738671
40315,1,1,1,1,1,8,1,3,2,2,1,2,1,0,1,0,0,5,4,1,2,2,2,3,0,0,0,1,0,0,0,0,0,2,3,1,18,6,2,0,2,2,98,S,32,2,2.0285714286,0.7277985608
40315,2,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,0,1,7,1,2,1,1,3,4,0,0,1,1,1,2,2,2,1,1,1,27,2,1,5,5,1,7,S,6,5,5.5714285714,1.9988833711
40315,1,2,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,2,3,1,63,3,2,0,4,3,1,R,6,1,2.8571428571,1.0250683954
40315,1,2,2,2,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,8,1,55,1,2,0,3,5,7,S,6,2,1.9428571429,0.6970465089
40315,1,2,1,2,2,0,1,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,1,1,31,1,1,4,3,1,98,U,4,3,2.9714285714,1.0660711313
40315,1,1,2,2,1,2,1,3,1,2,2,2,2,0,0,0,0,0,15,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,2,1,68,1,2,0,7,1,99,R,49,1,1.3714285714,0.4920328298
40315,1,1,1,1,1,2,1,3,1,2,2,2,1,0,0,0,0,5,0,0,0,0,1,1,4,4,5,8,2,2,2,2,2,2,2,1,47,1,1,3,4,1,6,S,6,1,3,1.0763218152
40315,1,2,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,3,8,59,4,2,0,3,3,1,U,22,4,2.9142857143,1.0455697633
40315,2,1,2,1,1,8,2,2,1,2,2,2,1,0,0,0,0,3,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,2,1,60,5,2,0,3,6,98,S,48,5,5.1714285714,1.8553737957
40315,2,1,1,2,1,5,1,3,1,2,2,2,2,0,0,0,0,0,15,1,2,1,1,1,2,2,5,8,1,2,1,2,2,1,1,1,34,1,1,1,5,1,8,S,6,4,5.5714285714,1.9988833711
40315,2,1,1,2,1,2,2,1,1,2,2,2,2,0,0,0,0,0,97,1,1,1,1,1,1,2,5,1,1,1,1,2,2,1,1,1,68,1,2,0,6,3,8,U,6,3,1.3714285714,0.4920328298
40315,1,1,1,1,1,2,1,3,1,2,1,2,1,0,2,0,0,1,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,2,3,1,24,6,1,1,5,1,3,U,32,1,2.8,1.0045670275
40615,2,1,1,1,1,2,1,3,1,2,2,1,1,0,0,5,0,3,2,1,2,2,1,3,1,0,0,2,2,2,1,2,2,2,1,1,42,1,1,1,3,2,4,U,6,5,5.5714285714,1.9988833711
40315,2,1,1,1,1,2,1,3,1,2,2,2,1,0,0,0,0,2,18,1,2,2,1,3,4,0,0,8,1,1,1,2,2,2,2,1,19,6,2,0,3,2,5,R,53,1,3.3714285714,1.2095807066
40315,1,1,2,2,1,2,2,3,1,2,2,2,2,0,0,0,0,0,4,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,3,1,24,6,2,0,4,1,3,U,41,2,3.3142857143,1.1890793387
40715,2,1,1,1,1,2,1,1,1,2,2,1,1,0,0,5,0,2,7,1,2,1,2,3,0,0,0,8,0,0,0,0,0,2,3,1,65,1,2,0,5,2,99,S,8,5,2.1714285714,0.7790519805
40315,2,1,1,1,1,2,8,1,1,2,2,1,1,0,0,6,0,2,12,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,1,1,57,1,2,0,4,4,98,R,49,1,2.1428571429,0.7688012966
40315,2,1,1,1,1,2,1,3,1,1,1,2,1,1,1,0,0,1,2,1,1,2,1,3,4,0,0,1,2,1,1,2,2,2,2,1,21,6,1,1,4,2,4,S,6,5,5,1.793869692
40315,1,1,1,1,1,2,1,3,1,2,2,2,1,0,0,0,0,2,5,1,2,2,1,3,1,0,0,8,1,2,1,2,2,1,1,2,26,3,2,0,5,2,2,U,4,1,3.0571428571,1.0968231831
40315,2,1,1,1,1,2,1,1,1,2,2,2,1,0,0,0,0,2,97,1,2,1,1,1,1,4,5,8,1,2,2,2,2,2,3,1,64,1,2,0,6,3,9,S,4,3,2.0857142857,0.7482999287
40315,2,1,1,2,2,0,8,3,1,2,2,2,2,0,0,0,0,0,40,1,2,2,1,1,1,4,4,8,1,2,9,2,1,2,1,1,35,1,1,2,3,4,3,S,8,3,5.5714285714,1.9988833711
40315,2,1,1,1,1,2,1,1,1,2,2,2,1,0,0,0,0,6,40,1,2,2,1,1,3,3,5,1,1,2,2,2,1,2,1,1,54,3,2,0,5,1,7,S,6,5,5.0285714286,1.804120376
40315,1,1,1,1,1,2,1,3,1,2,2,2,1,0,0,0,0,3,0,0,0,0,2,1,0,4,4,1,0,0,0,0,0,2,3,2,41,1,1,2,6,1,9,S,40,2,4.2285714286,1.5171012252
40315,1,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,1,4,1,2,1,1,3,4,0,0,8,1,2,2,2,2,2,1,1,27,6,1,2,3,1,3,R,55,1,2.2,0.7893026645
41215,2,1,1,1,1,1,1,2,1,2,1,2,1,0,6,0,0,3,20,1,2,2,3,3,0,0,0,8,0,0,0,0,0,0,1,1,30,3,1,4,98,2,9,U,21,4,5.5714285714,1.9988833711
40315,1,2,1,1,1,2,1,3,1,2,2,2,1,0,0,0,0,3,0,0,0,0,1,3,4,0,0,8,2,2,2,2,2,2,2,3,37,4,2,0,6,1,6,U,27,2,3.6571428571,1.3120875462
40315,1,1,1,2,1,2,1,1,1,2,2,2,2,0,0,0,0,0,2,1,2,2,2,2,0,0,0,8,0,0,0,0,0,2,3,2,30,1,1,2,6,1,9,R,20,1,1.8857142857,0.676545141
40315,2,2,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,25,1,2,2,1,3,3,0,0,8,1,1,2,2,2,2,1,1,82,5,2,0,3,3,3,S,27,3,2.2571428571,0.8098040324
40315,1,1,1,1,1,5,1,2,1,2,2,2,1,0,0,0,0,1,4,2,2,1,2,3,0,0,0,1,0,0,0,0,0,1,3,2,21,6,2,0,3,4,1,R,21,1,2.4,0.8610574522
40315,1,2,1,2,2,0,2,3,2,2,2,2,2,0,0,0,0,0,10,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,3,1,75,5,2,0,3,3,98,R,29,1,2.1428571429,0.7688012966
41215,2,1,1,1,1,2,1,2,1,2,1,1,1,0,2,1,0,1,10,1,2,2,2,3,0,0,0,1,0,0,0,0,0,2,2,2,24,6,2,0,8,1,8,S,42,3,3.3142857143,1.1890793387
40315,2,1,1,1,1,1,1,2,1,1,1,1,1,3,2,2,0,3,40,1,2,1,1,3,4,0,0,1,1,2,2,2,2,2,1,1,18,6,2,0,3,2,7,S,47,2,4.3142857143,1.5478532771
40315,2,1,1,2,1,2,1,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,1,3,3,0,0,8,2,2,2,2,2,2,1,1,45,1,1,1,6,1,8,S,12,4,2.4285714286,0.8713081361
40315,1,1,1,1,1,2,1,1,2,2,2,2,1,0,0,0,0,3,3,1,1,1,1,1,4,4,4,2,1,2,1,1,2,2,1,1,70,1,2,0,8,3,2,S,51,5,1.9714285714,0.7072971929
40315,2,2,2,1,2,0,2,3,2,2,2,2,2,0,0,0,0,0,4,1,2,2,3,3,0,0,0,8,0,0,0,0,0,0,1,1,61,5,2,0,3,3,3,U,47,2,1.1428571429,0.4100273582
40315,2,1,1,1,1,2,1,2,2,1,1,1,1,2,3,6,0,1,2,2,2,2,3,3,0,0,0,8,0,0,0,0,0,0,1,1,23,6,2,0,2,1,2,S,48,3,3.8571428571,1.3838423338
40315,1,2,1,1,2,0,1,1,2,2,2,2,1,0,0,0,0,3,10,1,2,2,1,1,4,4,4,8,1,2,1,2,2,1,2,1,52,3,2,0,3,6,2,S,51,5,1.7142857143,0.6150410373
40715,1,2,2,2,0,0,2,3,1,0,0,0,0,0,0,0,0,0,12,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,3,3,79,6,2,0,2,3,98,S,48,5,2.9428571429,1.0558204473
40615,1,1,1,1,1,2,1,2,1,2,8,2,1,0,0,0,0,1,5,2,2,1,2,3,0,0,0,1,0,0,0,0,0,2,3,3,63,1,2,0,5,1,9,S,40,4,4.3428571429,1.5581039611
40315,2,1,1,2,1,4,1,1,2,2,2,1,2,0,0,3,0,0,0,0,0,0,1,1,1,1,5,8,1,1,1,1,2,1,1,1,31,6,1,5,4,1,2,S,22,4,5.5714285714,1.9988833711
40315,1,1,1,2,1,2,1,1,1,2,2,2,2,0,0,0,0,0,1,1,2,2,1,3,4,0,0,8,2,2,2,2,2,1,2,1,70,1,2,0,6,5,7,S,13,4,1.6,0.5740383014
40315,1,1,2,1,1,2,2,3,1,2,2,2,1,0,0,0,0,3,40,1,2,2,1,1,3,4,5,1,1,1,1,2,1,2,2,1,23,6,2,0,6,4,7,U,25,5,1.9142857143,0.6867958249
40515,1,2,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,8,8,37,4,2,0,1,1,3,R,55,1,2.0571428571,0.7380492447
40315,2,2,1,1,2,0,1,1,2,2,2,2,1,0,0,0,0,1,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,2,1,57,1,2,0,2,4,3,R,48,1,2.2,0.7893026645
40315,1,1,1,1,1,4,1,3,2,2,1,2,2,0,3,0,0,0,10,1,2,1,2,3,0,0,0,8,0,0,0,0,0,1,3,2,17,6,2,0,2,7,1,S,47,1,3.3714285714,1.2095807066
40315,2,2,1,1,1,2,1,2,1,1,1,1,1,6,6,6,0,5,3,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,3,1,46,1,2,0,2,4,9,S,40,1,2.3142857143,0.8303054003
40315,1,1,2,2,1,1,1,3,1,2,2,2,2,0,0,0,0,0,4,2,1,2,1,3,4,0,0,2,2,1,1,2,1,2,2,1,20,1,1,1,3,2,1,R,48,1,2.4,0.8610574522
40515,2,2,1,1,1,1,8,3,2,1,1,1,1,6,1,6,0,1,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,1,1,34,4,1,2,2,2,2,U,55,5,4.1428571429,1.4863491734
40315,2,1,1,1,1,2,1,2,1,2,2,1,1,0,0,5,0,3,96,1,2,1,1,1,3,1,1,1,1,1,2,2,2,2,1,1,56,1,2,0,6,3,6,S,39,3,2,0.7175478768
40315,1,1,1,1,1,2,1,3,2,1,1,2,1,1,1,0,0,1,6,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,3,2,27,6,2,0,6,1,6,U,48,4,2.9714285714,1.0660711313
40315,2,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,2,4,1,1,1,1,3,4,0,0,8,2,1,2,2,2,2,2,1,58,3,2,0,6,3,7,U,26,4,1.0857142857,0.3895259903
40615,2,2,2,1,2,0,1,3,1,2,2,2,1,0,0,0,0,2,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,2,3,2,20,6,2,0,4,1,1,R,51,1,4.6,1.6503601167
40315,1,1,1,1,1,2,1,2,1,1,1,1,1,5,2,3,0,2,3,2,2,1,1,3,4,0,0,1,2,2,2,2,2,2,2,1,31,1,1,3,3,1,8,S,36,5,1.6857142857,0.6047903533
40315,2,1,1,1,1,2,1,3,2,1,1,2,1,5,5,0,0,2,0,0,0,0,1,3,4,0,0,8,2,1,1,2,2,2,1,1,50,6,2,0,4,4,3,S,36,3,4.3142857143,1.5478532771
40315,1,1,1,1,1,2,1,3,1,1,2,2,1,1,0,0,0,1,6,1,2,1,1,1,3,4,4,8,1,2,1,2,2,1,1,1,23,6,2,0,3,1,1,U,18,5,1.6857142857,0.6047903533
40315,1,1,1,1,1,2,1,3,1,2,1,2,1,0,3,0,0,3,8,1,2,2,3,3,0,0,0,8,0,0,0,0,0,0,2,1,58,3,2,0,3,1,6,S,26,3,3.2285714286,1.1583272868
40415,2,1,1,1,1,2,1,2,1,1,1,1,1,5,5,3,0,3,6,1,2,2,2,1,0,4,4,1,0,0,0,0,0,1,1,1,61,1,2,0,3,2,8,S,39,5,4.4857142857,1.6093573808
40315,1,2,1,1,2,0,1,3,2,2,2,2,2,0,0,0,0,0,1,1,2,2,2,2,0,0,0,1,0,0,0,0,0,2,3,1,27,1,1,2,5,1,2,U,36,5,5.5714285714,1.9988833711
40315,2,1,2,1,1,1,1,3,2,2,1,2,1,0,2,0,0,1,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,1,1,24,2,1,1,2,4,2,S,34,5,4.3428571429,1.5581039611
40315,1,1,1,9,1,2,1,2,1,2,2,2,1,0,0,0,0,3,97,1,2,1,1,1,4,4,4,2,2,2,2,2,2,2,2,1,61,1,2,0,5,5,8,S,12,3,2.8285714286,1.0148177115
41215,1,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,2,10,1,1,1,1,1,4,2,4,1,1,2,1,2,2,1,2,2,31,1,2,0,8,1,8,U,17,5,2.7714285714,0.9943163436
40315,2,1,1,2,1,2,1,1,1,2,2,2,2,0,0,0,0,0,8,1,2,1,1,1,4,4,4,1,1,1,2,2,1,1,1,1,72,1,2,0,6,3,6,R,39,2,1,0.3587739384
40315,1,2,1,1,1,1,1,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,1,1,63,5,2,0,1,1,4,S,12,4,2.6857142857,0.9635642917
41215,1,2,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,2,3,1,48,6,2,0,2,1,3,U,21,4,3.5714285714,1.2813354943
40315,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,5,0,3,8,1,2,1,2,3,0,0,0,8,0,0,0,0,0,2,3,2,28,6,2,0,5,1,7,S,13,4,4.6285714286,1.6606108006
40315,1,1,1,1,8,0,1,2,1,2,2,2,1,0,0,0,0,1,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,1,1,58,1,2,0,3,1,3,U,44,4,1.9428571429,0.6970465089
40315,1,2,1,1,2,0,1,3,2,2,1,2,2,0,1,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,3,3,20,6,2,0,2,3,98,S,25,4,1,0.3587739384
40215,2,2,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,12,1,2,2,2,3,0,0,0,1,0,0,0,0,0,2,3,3,77,3,2,0,4,3,2,S,54,2,2.8571428571,1.0250683954
40215,1,2,1,1,2,0,8,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,2,1,1,43,1,1,2,3,1,6,S,6,3,4.2,1.5068505413
40215,2,2,2,2,0,0,8,3,1,0,0,0,0,0,0,0,0,0,3,1,2,2,1,3,3,0,0,8,1,1,2,2,1,2,1,1,68,1,2,0,8,3,7,U,34,4,1.0857142857,0.3895259903
40215,2,1,2,2,1,2,1,1,1,2,2,1,2,0,0,3,0,0,20,1,1,2,1,1,3,3,3,1,1,2,2,2,2,2,2,1,73,5,2,0,7,3,3,U,41,4,1.7714285714,0.6355424052
40215,1,1,1,1,1,2,1,3,1,2,2,2,1,0,0,0,0,1,10,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,2,1,49,1,1,1,5,1,7,S,36,2,3.0857142857,1.1070738671
40215,2,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,2,36,1,2,1,1,3,2,0,0,1,1,2,2,2,2,1,1,1,69,1,2,0,8,3,6,S,4,2,1.4857142857,0.5330355656
40215,1,1,1,1,1,2,1,3,1,2,1,2,1,0,1,0,0,2,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,2,1,21,6,2,0,4,2,4,R,8,1,2.8571428571,1.0250683954
40215,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,3,0,1,5,2,2,1,3,3,0,0,0,8,0,0,0,0,0,0,3,1,49,1,1,2,6,1,98,U,6,5,3.1142857143,1.117324551
40215,2,1,1,1,1,2,1,3,1,2,1,2,1,0,2,0,0,1,5,1,2,1,1,1,3,4,4,8,1,1,1,2,1,1,3,2,23,6,2,0,6,2,2,S,6,2,2.6857142857,0.9635642917
40215,2,1,1,1,1,1,1,3,1,1,1,2,1,1,1,0,0,1,5,1,2,1,1,3,3,0,0,2,1,2,1,2,2,1,2,1,16,6,2,0,2,4,3,U,42,5,4.5428571429,1.6298587487
40215,1,1,1,1,1,2,1,3,1,1,1,2,1,3,2,0,0,2,2,1,2,2,1,3,3,0,0,1,1,2,1,2,1,1,1,1,34,1,2,0,6,2,2,U,6,1,1.9142857143,0.6867958249
40215,2,2,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,1,2,2,2,2,2,1,3,3,53,5,2,0,4,2,1,R,27,3,3.6857142857,1.3223382301
40215,2,1,1,2,1,1,1,3,1,2,2,2,2,0,0,0,0,0,25,1,2,2,1,3,2,0,0,1,1,1,2,2,2,2,1,1,67,1,2,0,8,3,5,S,29,4,1.3428571429,0.4817821459
40215,1,2,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,97,2,2,2,2,3,0,0,0,8,0,0,0,0,0,2,3,9,52,3,2,0,3,6,2,R,27,1,2.6857142857,0.9635642917
40215,2,1,1,1,1,2,1,1,1,2,1,2,1,0,1,0,0,3,3,1,2,1,2,3,0,0,0,1,0,0,0,0,0,2,2,2,16,6,2,0,2,2,3,S,48,5,5,1.793869692
40215,1,1,1,2,1,2,1,2,1,2,2,2,2,0,0,0,0,0,4,2,1,1,1,1,3,3,4,1,1,1,1,2,2,1,3,2,53,6,2,0,3,1,5,S,17,5,1.9714285714,0.7072971929
40215,1,1,1,1,1,2,1,1,1,2,1,1,1,0,1,6,0,2,30,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,22,6,2,0,3,2,5,S,5,2,2.7714285714,0.9943163436
40215,2,1,2,2,1,2,2,3,1,2,2,2,2,0,0,0,0,0,15,1,2,2,2,3,0,0,0,1,0,0,0,0,0,2,2,1,49,1,2,0,8,4,7,U,17,2,1.3428571429,0.4817821459
40215,2,2,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,1,1,2,2,1,3,4,0,0,8,2,1,2,1,2,2,2,1,57,4,2,0,2,4,1,S,48,5,3.2,1.1480766029
40215,1,1,2,2,1,2,2,3,1,2,2,2,2,0,0,0,0,0,6,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,3,1,57,1,1,1,4,5,3,R,27,1,2.7428571429,0.9840656596
40215,2,1,2,2,1,2,2,2,1,2,2,2,2,0,0,0,0,0,1,1,2,2,1,1,4,5,4,8,1,1,1,1,2,1,1,1,69,1,2,0,6,3,4,U,44,4,1,0.3587739384
40215,1,1,1,1,1,2,1,3,1,1,2,2,2,1,0,0,0,0,4,1,2,2,1,1,1,1,4,2,1,1,1,2,2,1,1,1,20,6,2,0,4,4,4,S,39,4,3.7714285714,1.353090282
40215,1,1,1,1,1,2,1,1,1,1,2,2,1,5,0,0,0,2,15,1,2,1,1,3,4,0,0,1,2,2,2,2,2,2,3,1,75,1,2,0,3,3,7,S,13,5,2.4285714286,0.8713081361
40215,2,1,1,1,1,2,1,2,1,2,1,1,1,0,1,3,0,1,1,1,2,2,1,8,4,0,0,1,1,2,2,2,2,2,2,2,38,1,1,2,6,1,98,S,12,4,1.8857142857,0.676545141
40215,2,1,1,2,1,2,2,3,1,2,2,2,1,0,0,0,0,3,3,1,2,2,1,3,3,0,0,8,1,2,1,2,2,2,2,1,53,1,2,0,6,1,7,S,47,3,1.8,0.6457930891
40215,2,1,1,1,1,2,1,2,1,2,1,2,1,0,3,0,0,3,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,2,3,25,6,2,0,6,1,2,S,25,3,3.4857142857,1.2505834424
40215,1,1,1,1,1,2,1,3,1,1,1,2,2,5,2,0,0,0,20,1,2,2,1,3,3,0,0,1,1,2,2,2,2,2,2,2,16,6,2,0,2,4,6,U,26,3,2.6285714286,0.9430629238
40215,2,1,1,1,1,2,1,3,1,2,1,1,1,0,5,5,0,3,20,1,2,2,1,1,3,4,4,1,1,2,1,2,2,1,2,1,22,2,2,0,6,2,5,S,11,5,2.9714285714,1.0660711313
40215,2,1,1,1,1,2,1,3,1,2,1,1,1,0,5,3,0,3,15,1,2,2,1,3,4,0,0,1,1,2,1,2,2,2,1,1,33,1,1,1,6,5,8,U,39,5,3.4285714286,1.2300820745
40215,2,1,1,1,1,2,1,3,1,1,1,2,2,3,1,0,0,0,3,1,2,1,1,1,4,4,4,1,1,2,1,2,1,1,2,1,19,6,2,0,3,2,6,U,39,5,3.2,1.1480766029
40215,1,2,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,3,8,71,5,2,0,2,3,1,U,34,4,2.4857142857,0.891809504
40615,1,1,1,1,1,2,1,1,1,1,2,2,1,6,0,0,0,2,25,1,1,1,1,3,4,0,0,2,1,1,2,2,2,2,1,1,40,1,1,3,5,1,3,R,26,1,4.4571428571,1.5991066969
40415,2,1,1,1,1,2,2,2,1,2,2,2,1,0,0,0,0,3,7,1,1,2,1,3,3,0,0,8,1,1,1,1,1,2,2,1,66,6,2,0,8,3,4,S,36,3,1.0571428571,0.3792753063
40215,1,2,1,2,2,0,8,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,3,1,63,1,2,0,3,3,2,R,45,2,2.4857142857,0.891809504
40115,2,1,1,1,1,2,1,1,1,2,2,1,1,0,0,6,0,2,4,1,1,1,1,3,4,0,0,1,1,2,2,2,2,2,1,1,73,5,2,0,4,3,6,U,5,3,1.4571428571,0.5227848817
40115,1,2,2,2,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,2,1,64,3,2,0,5,3,3,R,48,1,3.1714285714,1.1378259189
40115,1,1,1,1,1,2,1,3,1,2,2,1,1,0,0,6,0,1,30,1,1,1,2,3,0,0,0,8,0,0,0,0,0,2,3,2,33,1,2,0,5,1,7,U,6,5,4.4857142857,1.6093573808
40115,2,1,1,1,1,4,1,3,2,2,2,2,1,0,0,0,0,1,5,1,2,2,3,3,0,0,0,1,0,0,0,0,0,0,2,1,34,1,1,7,3,1,3,R,17,1,4.2857142857,1.5376025932
40415,2,1,1,1,1,2,1,3,1,2,2,2,1,0,0,0,0,2,5,1,2,1,1,1,4,4,5,2,1,2,2,2,2,1,1,1,21,1,2,0,4,1,5,U,29,3,5.3142857143,1.9066272155
40115,2,1,1,1,1,2,1,2,1,2,1,1,1,0,5,1,0,1,50,8,1,2,1,3,4,0,0,1,2,2,1,2,1,2,2,2,24,3,1,1,4,1,3,R,17,2,4.6285714286,1.6606108006
40115,2,1,1,1,1,4,1,1,1,2,1,2,1,0,5,0,0,2,35,1,2,1,1,3,3,0,0,1,1,2,1,2,2,1,1,1,29,6,1,1,5,1,3,R,17,1,4.2285714286,1.5171012252
40115,2,2,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,3,1,86,5,2,0,3,3,3,U,48,2,1.5142857143,0.5432862496
40115,2,2,2,2,0,0,8,3,2,0,0,0,0,0,0,0,0,0,10,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,2,2,32,1,1,3,1,4,98,S,29,1,4.2857142857,1.5376025932
40115,1,1,1,1,1,2,1,1,2,2,1,1,1,0,2,2,0,2,2,1,2,1,1,1,1,4,4,1,2,1,1,2,2,2,1,1,54,1,1,1,3,1,6,S,26,3,2.6857142857,0.9635642917
40415,2,1,2,2,2,0,2,3,2,2,2,2,1,0,0,0,0,6,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,3,1,53,6,8,0,2,4,1,U,6,5,5.5714285714,1.9988833711
