int_date,sex,eminuse,intmob,snsint,home3nw,bbhome1,smart1,low_budget_e_reader_1_high_2_no_3,Desktop_laptop,Twitter,Instagram,Pinterest,Facebook,Freq_Twitter,Freq_Instagram,Freq_Pinterest,Freq_LinkedIn,Freq_Facebook,amount_books_read,printed_books_read,audiobooks_heard,Ebooks_read,phy_public_library,virtual_public_library,freq_library_visit,freq_virtual_library_visit,freq_mobile_library_visit,library_loan_ebooks,borrow_print_books,help_from_librarian,sit_and_Study,class_to_use_computer,Attend_group_meeting,internet_use_library,library_impact_your_family,library_impact_community,age,marital,parent,Kidage_17,educ2,emplnw,inc,usr,state,density,weight,standwt
40115,2,2,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,10,1,2,2,1,3,4,0,0,8,1,2,2,2,2,2,3,1,57,3,2,0,4,6,1,U,4,2,3.1142857143,1.117324551
40115,2,1,1,1,1,2,1,1,1,2,1,2,2,0,3,0,0,0,20,1,2,1,1,1,4,4,4,2,1,2,1,2,2,2,1,1,39,1,1,3,5,1,2,S,49,4,4.5428571429,1.6298587487
40115,1,1,1,1,1,2,1,3,1,1,2,2,1,2,0,0,0,1,0,0,0,0,1,3,4,0,0,2,1,2,2,2,2,2,2,2,23,6,2,0,3,2,1,S,19,1,1.6571428571,0.5945396694
40115,2,1,1,1,1,5,1,3,2,2,1,2,1,0,3,0,0,1,3,1,2,2,1,3,1,0,0,2,1,1,1,2,2,2,1,1,27,6,2,0,4,1,1,U,48,5,5.5714285714,1.9988833711
40115,1,1,1,1,1,2,1,3,1,2,2,2,1,0,0,0,0,2,0,0,0,0,2,2,0,0,0,8,0,0,0,0,0,2,3,2,33,3,2,0,5,1,3,U,19,1,2.9142857143,1.0455697633
40115,2,1,2,1,1,8,1,3,2,2,2,2,1,0,0,0,0,3,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,3,2,38,1,1,2,3,1,1,R,20,1,5.5714285714,1.9988833711
40115,2,1,1,2,1,2,1,1,2,2,2,2,2,0,0,0,0,0,90,2,2,1,2,3,0,0,0,8,0,0,0,0,0,2,1,1,67,5,2,0,5,3,99,R,28,1,2.5428571429,0.9123108719
40115,1,1,1,2,1,8,1,2,1,2,2,2,2,0,0,0,0,0,15,1,2,2,2,3,0,0,0,1,0,0,0,0,0,2,2,1,69,1,2,0,5,1,6,R,27,1,1.6285714286,0.5842889854
40115,2,1,1,1,1,2,1,1,1,2,1,1,1,0,1,1,0,1,20,1,2,1,1,1,2,2,5,1,1,1,1,2,2,1,1,1,20,6,2,0,4,7,98,U,36,3,4.4,1.578605329
40115,1,2,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,40,1,2,2,3,3,0,0,0,8,0,0,0,0,0,0,3,2,56,1,1,1,4,3,9,U,12,3,4.2285714286,1.5171012252
40115,2,1,2,2,1,2,1,1,1,2,2,2,2,0,0,0,0,0,20,1,2,1,1,3,2,0,0,1,1,1,2,2,2,1,2,2,62,3,2,0,8,1,8,S,23,2,1.0857142857,0.3895259903
40115,1,2,1,1,1,2,2,2,1,1,1,1,1,2,3,3,0,2,0,0,0,0,2,1,0,5,4,1,0,0,0,0,0,2,2,3,45,2,1,1,3,1,5,S,39,4,2.4571428571,0.8815588201
40115,2,1,1,1,1,2,1,3,2,2,1,1,1,0,6,6,0,1,4,1,2,2,3,3,0,0,0,2,0,0,0,0,0,0,3,3,25,6,1,1,2,1,1,U,39,5,4.5428571429,1.6298587487
40115,2,1,1,1,1,2,1,3,1,2,2,2,2,0,0,0,0,0,10,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,3,1,54,6,2,0,3,1,3,R,9,2,5.5714285714,1.9988833711
40115,2,1,1,2,1,2,1,3,1,2,2,2,1,0,0,0,0,1,6,1,1,2,2,3,0,0,0,8,0,0,0,0,0,2,3,2,26,1,2,0,8,1,99,S,29,3,3.1142857143,1.117324551
40115,2,1,1,1,1,2,1,2,2,1,1,1,1,6,1,1,0,1,0,0,0,0,1,1,4,3,4,8,2,2,2,2,2,1,2,1,23,6,1,1,2,4,2,R,13,1,3.5428571429,1.2710848103
40115,1,2,1,2,2,0,1,3,2,2,2,1,2,0,0,5,0,0,97,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,2,1,70,1,2,0,8,3,4,S,24,4,2.5714285714,0.9225615559
40115,1,2,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,9,1,84,1,2,0,3,5,9,R,54,1,1.6571428571,0.5945396694
40115,2,1,1,1,1,2,1,2,1,2,2,1,1,0,0,6,0,5,12,1,2,2,1,1,2,2,5,8,1,1,2,2,2,2,1,1,72,5,2,0,5,1,8,S,12,4,3.3714285714,1.2095807066
41215,1,2,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,3,1,67,5,2,0,2,1,98,R,51,1,1.1142857143,0.3997766742
40115,1,1,1,1,1,2,1,3,2,2,2,1,1,0,0,6,0,6,3,2,1,2,1,3,3,0,0,1,2,2,1,1,2,1,1,1,40,1,1,2,3,5,5,S,6,5,4.6285714286,1.6606108006
33115,1,1,1,1,1,8,1,2,1,1,1,2,1,1,1,0,0,2,5,1,2,1,1,1,3,4,4,8,1,1,1,2,2,1,2,2,18,6,2,0,3,4,98,R,47,2,1.9428571429,0.6970465089
33115,1,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,6,2,2,1,1,2,2,0,0,0,1,0,0,0,0,0,2,3,2,31,1,1,1,8,1,8,U,4,3,2.8857142857,1.0353190794
33115,2,1,1,2,1,2,2,2,1,2,2,2,2,0,0,0,0,0,3,1,2,2,1,2,4,0,0,8,2,2,2,2,2,2,2,1,64,1,2,0,5,1,99,R,27,1,1.7142857143,0.6150410373
33115,1,1,2,1,1,2,1,1,1,2,2,2,1,0,0,0,0,6,1,1,2,2,2,1,0,4,4,2,0,0,0,0,0,2,3,2,56,1,1,2,3,5,9,R,38,1,2.4285714286,0.8713081361
33115,1,1,1,1,1,2,1,2,1,1,1,2,1,6,6,0,0,2,6,1,2,2,1,1,2,2,3,1,1,1,1,2,1,1,2,2,63,1,2,0,6,3,8,S,29,4,1.3142857143,0.4715314619
33115,1,1,1,1,1,2,1,3,1,2,1,2,1,0,2,0,0,2,8,1,2,1,2,3,0,0,0,2,0,0,0,0,0,2,3,1,21,6,2,0,5,2,7,S,42,2,4.5142857143,1.6196080648
33115,1,1,1,1,1,2,1,2,1,2,1,2,1,0,3,0,0,3,2,2,2,1,2,3,0,0,0,1,0,0,0,0,0,1,3,3,35,1,1,1,6,1,7,U,19,1,2.1142857143,0.7585506126
33115,1,1,1,1,1,2,1,1,1,2,2,2,2,0,0,0,0,0,40,1,2,1,1,1,3,1,2,1,2,1,2,2,1,1,1,1,55,1,2,0,4,1,5,S,48,3,3.3714285714,1.2095807066
33115,1,1,2,2,2,0,1,3,2,2,2,2,2,0,0,0,0,0,1,2,2,2,3,3,0,0,0,2,0,0,0,0,0,0,1,1,55,1,2,0,2,1,2,S,24,4,3.3714285714,1.2095807066
33115,1,1,1,2,1,2,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,3,1,66,1,2,0,3,3,7,R,8,1,1.4857142857,0.5330355656
33115,2,1,1,1,1,8,1,2,1,2,2,1,1,0,0,2,0,2,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,2,3,8,34,1,1,1,4,6,4,S,40,1,3.2571428571,1.1685779708
33115,1,1,1,2,1,2,1,3,1,2,2,2,2,0,0,0,0,0,7,1,1,2,1,3,3,0,0,8,1,1,1,2,2,1,2,1,16,6,2,0,2,4,3,U,29,3,2.6285714286,0.9430629238
33115,2,1,1,1,1,2,1,1,1,2,1,1,2,0,1,2,0,0,4,1,2,1,2,3,0,0,0,2,0,0,0,0,0,2,3,2,20,6,2,0,5,4,9,R,28,2,4.1142857143,1.4760984894
33115,1,1,1,2,1,2,1,3,1,2,2,2,2,0,0,0,0,0,12,1,1,2,2,3,0,0,0,8,0,0,0,0,0,2,3,2,41,1,1,4,8,1,4,S,1,1,3.6285714286,1.3018368622
40415,2,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,2,20,1,2,2,1,3,2,0,0,8,1,2,2,2,2,2,2,2,40,1,1,2,8,3,9,R,36,5,2.3142857143,0.8303054003
33115,1,1,1,1,1,2,1,1,1,2,2,2,2,0,0,0,0,0,25,1,2,1,2,3,0,0,0,1,0,0,0,0,0,2,3,8,29,3,2,0,8,1,7,U,36,5,3.9142857143,1.4043437018
33115,1,1,1,1,1,2,1,1,1,1,1,2,1,5,5,0,0,1,5,1,2,1,1,3,3,0,0,2,2,2,1,1,2,1,2,2,22,6,2,0,6,4,3,S,34,5,2.7428571429,0.9840656596
33115,1,1,1,1,1,2,1,1,1,1,2,1,1,3,0,2,0,1,1,2,2,1,2,3,0,0,0,8,0,0,0,0,0,2,3,2,49,1,2,0,6,1,6,S,36,1,2.8,1.0045670275
33115,1,1,1,1,1,2,1,2,1,2,1,1,1,0,2,2,0,2,3,1,2,2,2,2,0,0,0,1,0,0,0,0,0,2,3,2,17,6,2,0,2,2,7,S,9,4,2.0857142857,0.7482999287
33115,1,1,1,1,1,2,1,3,1,2,2,2,2,0,0,0,0,0,20,1,2,2,1,2,3,0,0,8,1,1,2,2,2,2,1,1,54,3,1,2,8,1,99,S,12,2,2.0857142857,0.7482999287
33115,1,1,1,1,1,2,1,3,1,2,2,2,1,0,0,0,0,6,3,1,2,2,1,3,4,0,0,1,1,2,2,2,2,2,2,3,22,6,2,0,3,4,4,S,45,2,2.7714285714,0.9943163436
40115,1,1,1,1,1,2,1,1,1,2,2,1,1,0,0,3,0,2,4,1,2,2,3,2,0,0,0,8,0,0,0,0,0,0,3,1,59,2,2,0,5,1,6,S,24,4,2.8857142857,1.0353190794
33115,2,1,1,1,1,2,1,2,1,2,2,1,1,0,0,2,0,1,30,1,2,1,1,1,1,2,5,1,1,1,1,2,2,2,2,2,28,2,2,0,8,1,7,S,25,4,3.0285714286,1.0865724992
33115,1,1,2,2,1,2,2,3,1,2,2,2,2,0,0,0,0,0,6,1,2,2,3,3,0,0,0,1,0,0,0,0,0,0,2,1,55,1,2,0,3,1,6,S,39,5,2.8285714286,1.0148177115
33115,1,1,2,1,1,8,2,3,1,2,2,2,1,0,0,0,0,2,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,3,3,66,9,2,0,99,3,99,U,12,3,3.2857142857,1.1788286548
33115,2,1,1,1,1,2,1,2,1,2,1,1,1,0,5,3,0,3,2,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,3,2,24,2,2,0,4,2,3,S,42,3,5.5714285714,1.9988833711
33115,2,1,1,1,1,2,1,2,1,2,2,1,1,0,0,3,0,1,20,1,2,1,1,3,4,0,0,1,2,2,1,2,2,2,1,1,52,6,1,2,6,1,5,R,36,1,1.1142857143,0.3997766742
33115,1,1,1,2,1,2,1,2,1,2,2,2,2,0,0,0,0,0,2,1,2,2,2,3,0,0,0,1,0,0,0,0,0,1,2,1,44,3,2,0,6,3,2,R,37,2,4.2285714286,1.5171012252
33115,1,1,1,2,1,2,8,3,1,1,2,2,1,3,0,0,0,3,3,1,2,2,1,1,2,3,5,2,1,2,1,1,2,2,2,1,49,4,2,0,5,2,6,U,51,5,4.7714285714,1.7118642204
40115,2,1,1,1,1,2,1,2,1,1,1,1,1,3,1,1,0,1,25,1,2,1,2,3,0,0,0,1,0,0,0,0,0,2,2,1,43,1,1,3,5,1,6,U,47,3,4.8571428571,1.7426162722
33115,1,1,1,1,1,2,1,3,1,1,2,2,1,3,0,0,0,1,20,1,2,2,1,3,4,0,0,1,1,2,2,2,2,2,2,1,34,1,1,3,6,1,8,R,36,1,2.6571428571,0.9533136078
33115,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,0,0,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,4,2,0,5,1,4,U,50,2,3.3714285714,1.2095807066
33115,1,1,1,2,1,2,1,3,1,2,2,2,2,0,0,0,0,0,7,1,2,2,2,2,0,0,0,2,0,0,0,0,0,2,3,2,17,6,2,0,2,4,8,S,13,3,3.6,1.2915861783
33115,1,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,1,10,1,2,1,2,2,0,0,0,8,0,0,0,0,0,2,3,2,65,2,2,0,6,3,7,S,24,4,1.7142857143,0.6150410373
33115,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,0,1,30,2,2,1,2,2,0,0,0,8,0,0,0,0,0,2,2,1,25,6,2,0,5,1,6,S,51,4,5.5714285714,1.9988833711
33115,1,1,1,1,1,2,1,2,1,2,2,1,1,0,0,1,0,1,66,1,2,1,2,3,0,0,0,2,0,0,0,0,0,2,1,1,23,1,2,0,2,1,1,S,34,5,1.4857142857,0.5330355656
33015,2,2,1,2,2,0,2,3,2,2,2,2,2,0,0,0,0,0,4,8,2,2,2,3,0,0,0,2,0,0,0,0,0,1,2,1,79,1,2,0,1,4,98,S,37,4,2.1428571429,0.7688012966
40415,2,1,1,1,1,5,2,3,1,2,2,2,1,0,0,0,0,2,3,1,2,2,2,2,0,0,0,8,0,0,0,0,0,1,1,1,62,1,1,2,8,6,4,S,35,1,1.5428571429,0.5535369335
33015,2,1,1,1,1,2,1,1,1,2,2,1,1,0,0,1,0,2,3,1,2,1,2,3,0,0,0,8,0,0,0,0,0,2,1,1,50,1,2,0,5,4,2,U,39,2,2.6571428571,0.9533136078
33015,1,1,1,1,1,2,1,3,1,2,2,2,1,0,0,0,0,1,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,2,1,99,6,2,0,5,1,99,R,18,1,2.9142857143,1.0455697633
33015,2,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,3,20,1,1,1,1,1,1,4,4,1,1,1,2,2,1,1,1,1,41,1,1,2,6,1,6,S,37,4,2.0571428571,0.7380492447
33015,2,1,2,1,1,2,1,3,1,2,2,2,1,0,0,0,0,5,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,3,1,68,1,2,0,3,3,2,S,12,4,1.9714285714,0.7072971929
40415,1,1,1,1,1,2,1,1,1,2,2,2,1,0,0,0,0,2,2,2,1,1,1,3,1,0,0,1,2,2,1,2,1,1,1,1,18,6,2,0,3,4,9,S,24,4,1.2857142857,0.4612807779
33015,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,0,1,5,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,48,5,2,0,4,4,2,S,36,2,3.7714285714,1.353090282
33015,1,1,1,2,1,2,1,3,1,2,2,2,2,0,0,0,0,0,0,0,0,0,1,1,4,4,4,8,2,2,2,2,1,2,2,1,71,1,2,0,6,3,7,S,29,4,1.4857142857,0.5330355656
33015,1,1,1,1,2,0,8,3,2,2,2,2,1,0,0,0,0,1,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,1,1,1,58,3,2,0,3,1,3,U,39,5,3.5428571429,1.2710848103
33015,2,1,1,1,1,2,1,1,2,2,1,1,1,0,2,3,0,2,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,2,2,28,1,1,3,3,2,98,R,12,1,4.9428571429,1.7733683241
33015,2,2,1,1,1,1,1,2,1,2,2,2,1,0,0,0,0,3,4,1,2,2,2,3,0,0,0,2,0,0,0,0,0,2,4,4,26,1,2,0,8,1,5,S,47,3,3.8285714286,1.3735916499
33015,1,1,1,1,1,2,1,1,1,2,2,1,1,0,0,3,0,2,3,1,2,2,3,3,0,0,0,8,0,0,0,0,0,0,3,3,38,1,1,3,3,1,99,U,31,4,5.5714285714,1.9988833711
33015,1,1,1,2,1,5,1,3,1,2,2,2,2,0,0,0,0,0,12,1,2,1,1,3,4,0,0,1,2,2,1,2,2,1,3,2,28,6,2,0,8,1,5,U,12,4,2.9714285714,1.0660711313
33015,2,1,1,1,1,2,1,2,2,1,1,2,1,2,3,0,0,1,25,1,1,2,1,3,3,0,0,8,1,1,1,2,2,1,1,1,59,6,2,0,3,3,3,U,19,1,2.4,0.8610574522
33015,2,2,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,1,1,55,5,2,0,1,1,5,U,17,5,2.8,1.0045670275
33015,1,2,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,2,1,2,2,1,3,1,0,0,2,2,1,1,2,2,1,2,1,83,1,2,0,4,3,8,R,13,1,2.2285714286,0.7995533484
40315,1,1,1,1,1,2,1,2,1,2,1,8,1,0,3,0,0,1,0,0,0,0,1,3,4,0,0,2,2,1,2,2,2,1,3,2,20,6,2,0,3,4,2,R,47,1,2.4,0.8610574522
33015,2,1,1,1,1,8,2,1,1,2,2,2,1,0,0,0,0,3,12,1,1,2,2,3,0,0,0,8,0,0,0,0,0,2,3,1,99,1,2,0,3,3,99,S,12,2,3.8285714286,1.3735916499
33015,2,1,1,1,1,2,1,3,1,1,1,2,1,6,1,0,0,1,2,2,2,2,1,1,3,3,4,8,2,1,1,2,2,1,3,2,36,4,2,0,4,4,2,U,36,5,5.5142857143,1.9783820032
33015,2,1,1,1,1,2,2,3,1,2,2,2,2,0,0,0,0,0,97,1,2,1,1,2,2,0,0,1,1,1,1,2,1,1,1,1,38,1,1,3,6,4,5,S,39,5,2.8285714286,1.0148177115
33015,1,1,1,2,1,1,1,3,1,2,2,2,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,2,1,1,49,1,2,0,5,5,8,S,25,2,3.6857142857,1.3223382301
33015,2,1,1,1,1,2,1,2,1,2,1,1,1,0,2,1,0,1,9,1,1,2,1,1,3,3,4,2,2,2,2,2,2,2,2,1,39,2,2,0,5,1,99,S,13,3,5.5714285714,1.9988833711
32915,2,2,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,3,1,75,5,2,0,3,3,3,R,15,1,1.4285714286,0.5125341977
32915,1,2,2,2,0,0,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,2,3,1,99,6,2,0,3,1,4,S,15,4,2.1428571429,0.7688012966
32915,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,5,0,3,10,1,2,1,1,3,3,0,0,1,2,2,1,2,2,1,3,2,17,6,2,0,2,4,3,S,6,1,1.8857142857,0.676545141
32915,1,1,1,2,2,0,1,3,1,2,2,1,2,0,0,6,0,0,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,3,2,52,1,2,0,5,1,4,S,55,3,3.7714285714,1.353090282
32915,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,0,0,3,2,1,2,1,2,2,0,0,0,1,0,0,0,0,0,2,3,2,34,1,1,2,8,1,9,S,32,2,2.2857142857,0.8200547164
32915,1,1,2,2,1,1,2,3,1,2,2,2,2,0,0,0,0,0,4,2,2,2,3,3,0,0,0,8,0,0,0,0,0,0,3,3,28,6,2,0,3,1,2,U,49,4,3.1714285714,1.1378259189
32915,2,1,1,1,2,0,1,3,1,2,1,1,1,0,2,2,0,2,5,1,1,2,2,3,0,0,0,8,0,0,0,0,0,2,2,2,22,6,1,1,5,4,98,S,48,3,5.5714285714,1.9988833711
32915,2,1,1,2,1,2,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,2,2,2,21,2,2,0,3,2,2,S,49,4,4.6285714286,1.6606108006
32915,1,1,1,2,1,2,1,2,1,2,2,2,2,0,0,0,0,0,5,2,2,1,2,1,0,4,4,1,0,0,0,0,0,2,2,2,70,1,2,0,6,3,8,S,17,2,1.2571428571,0.451030094
32915,2,1,1,1,1,2,1,2,1,2,2,1,1,0,0,1,0,2,1,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,2,1,22,6,2,0,3,2,2,S,4,3,5.5714285714,1.9988833711
33015,1,2,1,2,2,0,1,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,3,1,0,4,4,1,0,0,0,0,0,0,1,1,40,1,1,4,3,1,7,S,48,3,3.1428571429,1.127575235
32915,2,1,2,2,1,2,1,1,1,2,2,1,2,0,0,6,0,0,25,1,2,1,1,1,2,2,5,1,1,1,1,2,2,2,1,1,57,1,1,1,6,1,99,U,8,2,1.8,0.6457930891
40315,1,1,1,1,1,2,1,3,2,1,1,1,1,3,1,5,0,1,5,1,2,1,3,3,0,0,0,8,0,0,0,0,0,0,3,1,26,1,2,0,6,4,98,S,25,4,2.2857142857,0.8200547164
32915,1,1,2,1,2,0,1,3,1,2,1,2,1,0,2,0,0,2,1,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,3,3,24,1,1,2,3,1,4,S,40,4,2.0285714286,0.7277985608
32915,2,1,1,1,1,2,1,1,1,2,2,1,1,0,0,6,0,5,6,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,3,1,53,1,2,0,7,1,5,U,8,1,1.8285714286,0.6560437731
40315,2,1,1,1,1,2,1,3,1,2,2,1,1,0,0,3,0,1,20,1,2,2,1,3,2,0,0,8,1,2,2,2,2,2,1,1,54,3,2,0,8,1,9,S,44,5,3.6285714286,1.3018368622
32915,1,1,2,2,1,2,2,3,1,2,2,2,2,0,0,0,0,0,6,1,2,2,2,2,0,0,0,1,0,0,0,0,0,2,2,2,55,1,1,3,1,1,5,U,35,1,2,0.7175478768
40115,1,1,1,1,1,2,1,1,1,1,1,2,1,6,5,0,0,1,4,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,25,4,2,0,6,2,2,U,25,5,2.4571428571,0.8815588201
32915,2,1,2,2,1,2,1,1,1,2,2,1,1,0,0,5,0,5,6,1,2,2,2,1,0,2,4,1,0,0,0,0,0,1,1,1,64,3,2,0,5,1,5,S,24,2,3.4571428571,1.2403327585
32915,1,1,1,1,1,5,1,3,2,2,2,8,1,0,0,0,0,2,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,3,2,25,1,1,1,2,2,1,S,2,1,2.3142857143,0.8303054003
32915,1,1,1,1,2,0,1,2,2,2,2,2,1,0,0,0,0,2,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,3,3,25,1,2,0,3,1,3,U,51,4,3.4857142857,1.2505834424
32815,1,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,1,50,1,2,2,1,2,4,0,0,1,2,2,2,2,2,2,1,1,65,1,1,2,8,2,8,R,40,1,1.2571428571,0.451030094
32815,2,1,1,1,1,1,1,1,2,2,2,2,1,0,0,0,0,1,20,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,2,1,56,5,2,0,5,1,7,R,31,1,2.5714285714,0.9225615559
32815,2,1,1,1,1,1,1,2,1,1,2,1,1,1,0,6,0,1,2,1,2,2,2,3,0,0,0,1,0,0,0,0,0,2,3,2,48,4,2,0,2,1,3,U,48,3,4.3714285714,1.568354645
32515,1,1,2,2,1,2,8,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,1,1,71,1,2,0,3,3,7,U,51,4,2.1714285714,0.7790519805
32515,2,1,1,1,1,2,2,1,1,2,2,1,1,0,0,5,0,2,97,1,1,2,2,3,0,0,0,8,0,0,0,0,0,2,1,1,67,5,2,0,8,3,6,S,42,3,1.0571428571,0.3792753063
32415,2,1,1,2,1,1,1,2,1,2,2,2,2,0,0,0,0,0,6,1,2,2,2,3,0,0,0,1,0,0,0,0,0,2,3,1,57,1,2,0,6,5,6,U,53,1,1.0285714286,0.3690246224
32415,1,2,1,2,1,2,1,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,1,1,71,5,2,0,3,3,99,U,6,3,1.4,0.5022835138
32415,1,1,2,1,1,2,2,3,1,2,2,2,1,0,0,0,0,1,8,1,1,2,1,3,4,0,0,8,1,2,1,2,2,2,2,1,75,1,2,0,8,3,8,U,6,5,2,0.7175478768
32415,1,1,1,2,1,2,1,2,1,2,2,2,2,0,0,0,0,0,5,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,3,8,61,1,2,0,8,4,99,U,6,2,2.2285714286,0.7995533484
32415,2,1,1,2,1,2,1,2,1,2,2,2,2,0,0,0,0,0,20,2,2,1,2,3,0,0,0,1,0,0,0,0,0,2,1,1,81,1,2,0,6,3,4,U,48,4,1.9428571429,0.6970465089
32415,1,2,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,6,1,2,2,1,3,4,0,0,1,1,2,1,2,2,2,1,1,73,1,2,0,3,3,4,U,48,3,2.1714285714,0.7790519805
32415,2,1,1,1,1,2,1,3,1,2,2,2,1,0,0,0,0,3,4,1,2,2,1,3,4,0,0,1,1,1,2,2,2,2,2,1,60,1,2,0,3,1,7,S,8,3,3.4571428571,1.2403327585
32415,1,1,1,1,1,2,1,1,1,1,1,2,1,3,6,0,0,5,6,1,1,1,2,3,0,0,0,1,0,0,0,0,0,2,3,1,32,1,2,0,6,1,7,U,26,3,1.6857142857,0.6047903533
32415,1,1,2,1,2,0,2,3,1,1,2,2,2,3,0,0,0,0,3,1,2,2,1,3,1,0,0,8,1,2,1,2,2,1,1,1,62,6,2,0,3,3,2,U,6,1,2.0571428571,0.7380492447
32415,2,1,1,2,2,0,1,3,2,2,2,2,2,0,0,0,0,0,3,1,2,2,3,3,0,0,0,8,0,0,0,0,0,0,2,2,36,6,2,0,6,1,6,R,13,2,2.6,0.9328122398
32415,1,2,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,3,1,55,2,2,0,3,1,3,R,31,1,1.6,0.5740383014
41115,2,2,1,1,2,0,1,3,2,2,2,2,1,0,0,0,0,1,2,2,2,1,3,3,0,0,0,1,0,0,0,0,0,0,3,1,32,1,1,4,2,1,3,U,20,4,3.8857142857,1.3940930178
32415,1,1,1,2,1,2,1,2,1,2,2,2,2,0,0,0,0,0,20,1,1,1,2,3,0,0,0,8,0,0,0,0,0,2,2,1,36,1,1,2,8,1,9,S,48,3,2.5428571429,0.9123108719
32415,2,1,1,1,1,2,2,2,1,1,2,2,1,2,0,0,0,1,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,1,1,58,6,2,0,3,3,2,U,48,4,2,0.7175478768
32415,1,1,1,1,1,5,1,2,1,2,1,1,1,0,2,3,0,2,6,1,2,1,2,3,0,0,0,8,0,0,0,0,0,2,3,2,21,1,1,1,3,1,5,S,20,4,1.5714285714,0.5637876175
41215,1,1,1,1,1,2,1,3,1,2,1,2,1,0,6,0,0,3,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,3,2,19,6,2,0,2,2,9,R,48,1,2.4,0.8610574522
32415,2,2,2,2,0,0,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,1,1,81,5,2,0,1,3,2,S,36,5,2.3428571429,0.8405560843
32415,1,1,1,2,1,2,1,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,2,3,4,40,1,1,0,3,1,8,S,48,3,4.3714285714,1.568354645
32415,2,1,1,1,1,2,1,1,2,2,2,2,1,0,0,0,0,2,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,3,1,38,4,1,0,1,4,1,U,48,5,5.5714285714,1.9988833711
32415,2,1,1,1,1,2,1,3,1,2,1,2,1,0,3,0,0,1,40,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,3,2,59,5,2,0,6,1,5,S,8,3,1,0.3587739384
