psraid,sample,int_date,lang,form,sex,q1,live1,reg,oftvote,q2a,q2b,eminuse,intmob,snsint,home3nw,bbhome1,device1a,smart1,device1b,device1c,device1d,device1e,device1f,device1g,act112,act124,act125,act135,act126,act136,act123,act122,act137,act127,act128,sns2a,sns2b,sns2c,sns2d,sns2e,sns2f,sns2g,books1,books2a,books2b,books2c,libusea,libuseb,lib_frq,libst_frq,libapp_frq,libmob,ebk_awr,ebk_brw,q11a,q11b,q11c,q11d,q11e,q11f,q11g,q11h,q11i,q11j,q12,q13a,q13b,q13c,q13d,q13e,q13f,q13g,q13h,q14,q15,q16a,q16b,q16c,q16d,q16e,q16f,q16g,q16h,q17a,q17b,q18a,q18b,q19a,q19b,q19c,q19d,q19e,q19f,q19g,q19h,q19i,q19j,q20a,q20b,q20c,q20d,q20e,q20f,q21,q22,q23,q24a,q24b,q24c,q24d,q24e,q24f,age,marital,hh1,par,kidage1,kidage2,kidage3,educ2,emplnw,stud,edinst,disa,party,partyln,ideo,hisp,birth_hisp,race,inc,ql1a,qc1,zipcode,usr,cregion,state,density,weight,standwt
101486,1,40315,1,1,2,3,3,1,1,2,2,1,2,1,1,2,1,1,2,2,1, , , ,2,2,2,1,2, , , , , , , , , , ,1, , ,0, , , ,2,2, , , , ,1,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,2,1,1,1,1,1,1, , , , , ,1,2,1, , , ,1,1,2,2,2,2, , , ,63,5,2,2, , , ,3,1,3, ,2,1, ,3,2, ,1,5, , ,94564,S,4,6,4,2.91428571428571,1.0455697633468
101488,1,40215,1,1,2,2,2,1,2,2,2,2,2,2, , ,1,8,2,2,2, , , , , , , , , , , , , , , , , , , , , ,0, , , ,2,3, , , , ,2, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,3,2,1,2,2,1,1, , , , , ,4,1,2, , , , , ,2,2,2,2, , , ,70,1,2,2, , , ,3,3,1,8,2,2, ,1,2, ,1,98, , ,74008,S,3,40,4,2.65714285714286,.953313607757374
101493,1,40215,1,2,2,1,2,1,1,2,2,2,2,2, , ,1,2, , , ,2,2,2, , , , , , , , , , , , , , , , , , ,1,1,2,2,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,3,8, , , , , ,3,2,1,1,1, , , ,8,8,8, , ,2, , , ,2,2,2,88,5,1,2, , , ,6,4,3, ,2,2, ,5,2, ,1,99, , ,94304,S,4,6,4,1,.358773938403313
101505,1,40115,1,2,1,2,2,2, ,2,2,1,2,1,1,2,2, , , , ,2,2,1, , , , , ,2,2,2,2,2,2, , , , , , , ,0, , , ,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,3,1, , , , , ,2,2,2,2,2, , , ,2,2,2,2,4,2, , , ,2,2,2,54,3,1,2, , , ,2,1,3, ,2,4,9,9,2, ,1,6,2, ,80260,S,4,8,3,5.57142857142857,1.99888337110417
101517,1,33015,1,2,2,2,3,1,1,2,2,1,2,2,2, ,1,2, , , ,1,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,12,1,2,2,1,3,4, , , ,8, ,1,2,2, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,1,1,1,1, , , , , ,2,1,1,1,1, , , ,1,1,1,4,4,2, , , ,2,2,2,76,5,1,2, , , ,3,3,3, ,1,3,9,1,2, ,1,7, , ,08735,S,1,34,4,1.48571428571429,.533035565627779
101520,1,33015,1,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1, , , ,1,1,2, , , , , ,1,2,1,2,1,2, , , ,3, , ,6,5,1,1,1,1,3,3, , , ,8, ,1,2,2, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,1,2,2,1, , , , , ,2,1,1,1,1, , , ,2,2,2,1,1,2, , , ,2,2,2,55,1,3,2, , , ,8,1,3, ,2,2, ,3,2, ,2,9, , ,45415,U,2,39,4,1.31428571428571,.471531461901497
101521,1,40215,1,1,1,2,2,2, ,2,2,1,1,2,1,8,1,1,2,2,1, , , ,2,2,2,2,1, , , , , , , , , , , , , ,30,1,2,2,1,1,3,4,4,2,2, ,1,2,1,2,1,2, , , , ,2, , , , , , , , ,2, ,1,1,2,2, , , , ,1,1,1,1,1,3,2,1,3, , , , , ,3,3,3, , , ,1,1,2,2,2,2, , , ,17,6,3,2, , , ,2,4,1,1,1,3,9,3,2, ,1,7, , ,45255,S,2,39,4,3.22857142857143,1.15832728684498
101522,1,33115,1,1,2,1,2,1,1,2,2,1,1,2,2, ,1,2,2,2,1, , , ,2,2,2,2,2, , , , , , , , , , , , , ,4,1,2,2,1,3,4, , , ,8, ,2,1,2,1,1,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,8,2,2,2,1,2,1,1, , , , , ,8,1,8, , , ,2,3,2,2,2,2, , , ,77,5,2,2, , , ,4,3,1,4,2,2, ,3,2, ,2,5, , ,48174,S,2,26,5,1.94285714285714,.697046508897865
101532,1,33015,1,2,2,1,4,1,1,2,2,1,1,2,1,2,1,1, , , ,2,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,3,1,2,2,1,2,4, , , ,8, ,2,2,2, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,8,4,3,1, , , , , ,3,1,1,1,1, , , ,2,4,4,2,2,2, , , ,2,2,2,57,1,2,2, , , ,3,4,3, ,2,1, ,1,2, ,1,99, , ,47905,S,2,18,3,2.8,1.00456702752928
101543,1,33015,1,1,2,2,4,1,2,2,2,1,2,2,2, ,1,2,2,2,2, , , ,2,2,2,2,2, , , , , , , , , , , , , ,2,1,2,2,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,1,1,1, , , , , ,2,2,2, , , ,2,1,1, , , , , , ,60,3,3,2, , , ,3,6,3, ,1,3,2,1,2, ,1,1, , ,30116,S,3,13,2,3.25714285714286,1.16857797079936
101544,1,33015,1,1,1,1,2,1,2,2,2,1,1,2,1,2,1,1,2,1,2, , , ,2,2,2,2,2, , , , , , , , , , , , , ,0, , , ,1,3,4, , , ,8, ,2,2,2,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,1,1,2,8,1,1,9, , , , , ,8,2,1, , , ,2,1,2,2,2,2, , , ,87,5,1,2, , , ,4,3,3, ,1,2, ,4,2, ,1,99, , ,02026,S,1,25,4,2.11428571428571,.758550612624147
101547,1,33015,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1, , , ,2,2,2,1,2, , , , , , , , , , ,3, , ,2,1,2,2,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,8,2,2,1,1,2,2,1,1, , , , , ,3,3,3, , , ,2,1,2,2,2,2, , , ,40,1,2,1,0,1,0,5,1,3, ,2,4,8,8,2, ,9,7, , ,08060,S,1,34,3,5.57142857142857,1.99888337110417
101548,1,33015,1,2,2,1,3,1,2,2,2,1,1,2,1,2,1,1, , , ,2,1,2, , , , , ,2,2,2,2,2,2, , , , , , , ,50,1,1,1,1,3,4, , , ,1,2,2,2,2, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,1,3,2,1, , , , , ,2,1,1,1,1, , , ,1,4,2,2,2,2, , , ,2,2,2,56,1,3,2, , , ,8,4,2,5,2,2, ,4,2, ,1,9, , ,08540,S,1,34,4,1.57142857142857,.56378761749092
101555,1,33015,1,2,2,1,3,1,1,1,1,1,1,1,1,2,1,1, , , ,2,1,2, , , , , ,2,2,2,2,2,2, , , , , , , ,2,2,2,1,1,3,4, , , ,8, ,2,2,2, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,1,1,1,1, , , , , ,1,1,1,1,1, , , ,1,1,1,1,1,2, , , ,2,2,2,57,3,1,2, , , ,3,1,3, ,2,3,9,3,2, ,1,3, , ,11714,S,1,36,5,1.94285714285714,.697046508897865
101562,1,33015,1,1,2,2,3,1,2,2,2,1,1,1,1,2,1,1,1,2,1, , , ,2,1,2,1,2, , , , , , , ,6, , ,2, , ,1,1,2,2,1,3,3, , , ,8, ,1,2,2,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,1,1,2,2,1,1,2, , , , , ,3,2,2, , , ,2,2,2,2,2,2, , , ,54,1,2,1,0,1,1,6,1,3, ,2,3,1,3,2, ,1,9, , ,08833,S,1,34,2,1.91428571428571,.686795824943485
101569,1,40415,1,1,1,1,3,1,3,2,2,2,2,2, , ,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , ,5,1,1,1,2,3, , , , ,1,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,8,2,1,2,1,1,2, , , , , ,2,2,3, , , , , ,2,2,2,1, , , ,65,1,2,2, , , ,2,4,3, ,1,1, ,4,2, ,1,98, , ,27248,S,3,37,2,1.91428571428571,.686795824943485
101574,1,33015,1,2,1,1,2,1,1,2,2,1,1,2,1,2,1,1, , , ,2,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,0, , , ,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,1,1, , , , , ,1,1,1,1,1, , , ,2,1,2,1,1,2, , , ,2,2,2,50,1,3,2, , , ,8,3,3, ,1,3,1,2,2, ,4,8, , ,48322,S,2,26,4,3.97142857142857,1.42484506965887
101609,1,40215,1,1,2,2,3,1,1,1,1,2,2,2, , ,2, ,2,2,2, , , , , , , , , , , , , , , , , , , , , ,97,1,2,2,1,3,3, , , ,8, ,1,2,2,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,1,1,2,3,1,1,1, , , , , ,8,1,2, , , , , ,2,2,2,2, , , ,70,5,1,2, , , ,3,3,3, ,2,3,8,3,2, ,1,4,2, ,08065,S,1,34,3,5.57142857142857,1.99888337110417
101610,1,33015,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1, , , ,1,2,1,1,1, , , , , , ,3, ,3, ,1, , ,6,1,2,1,1,3,4, , , ,1,2,1,2,2,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,2,1,1,1,1,1,3, , , , , ,3,1,1, , , ,1,1,2,2,2,2, , , ,42,1,2,1,2,0,0,8,1,2,3,2,3,1,3,2, ,1,6, , ,48185,S,2,26,5,3.08571428571429,1.10707386707308
101614,1,40115,1,1,1,1,3,1,1,2,1,1,2,2,1,2,1,2,2,2,1, , , ,2,2,2,2,2, , , , , , , , , , , , , ,10,1,2,2,1,3,4, , , ,8, ,1,1,1,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,1,1,1,1,1,1,1, , , , , ,1,1,1, , , ,1,5,1,2,2,2, , , ,99,1,2,2, , , ,4,3,3, ,2,3,8,3,2, ,1,7, , ,14150,S,1,36,3,3.05714285714286,1.0968231831187
101620,1,33015,1,2,2,1,4,1,1,2,2,2,2,2, , ,1,2, , , ,1,2,2, , , , , , , , , , , , , , , , , , ,20,1,2,2,3,3, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1, , , , , ,2,1,2,1,1, , , ,1,1,1, , ,2, , , , , , ,48,5,1,1,0,0,1,3,5,3, ,1,2, ,5,2, ,2,1, , ,36726,R,3,1,1,1.94285714285714,.697046508897865
101626,1,40115,1,1,2,2,1,2, ,2,2,2,1,1,2, ,1,1,2,2,1, , , ,2,2,2,1,2, , , , , , , , , , ,3, , ,20,1,2,2,1,3,2, , , ,1,2,1,2,1,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,1,2,2,1,1,1,1, , , , , ,1,2,1, , , ,4,3,2,2,2,2, , , ,35,1,2,1,2,1,0,2,4,3, ,2,4,8,8,1,3,1,4, , ,75041,S,3,48,5,3.71428571428571,1.33258891406945
101636,1,33015,1,2,1,3,1,2, ,2,2,1,1,1,2, ,2, , , , ,2,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,40,1,2,2,1,3,4, , , ,1,2,1,2,1, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,1,2,2,2, , , , , ,1,2,1,1,1, , , ,1,3,3,2,2,1, , , ,2,2,2,41,6,1,2, , , ,3,2,3, ,2,3,2,4,2, ,1,2,2, ,67213,U,2,20,3,5.57142857142857,1.99888337110417
101637,1,33115,1,1,2,2,3,1,1,2,2,2,2,1,1,1,1,1,2,1,1, , , ,1,2,2,1,1, , , , , , ,2, , , ,1, , ,0, , , ,2,3, , , , ,1,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,3,2,1,1,1,1,1, , , , , ,3,3,3, , , ,3,3,1,1,1,2, , , ,84,1,3,2, , , ,2,3,3, ,2,2, ,2,2, ,2,98, , ,46312,S,2,18,4,2,.717547876806626
101639,1,33115,2,1,2,3,3,2, ,2,2,2,2,2, , ,2, ,2,2,2, , , , , , , , , , , , , , , , , , , , , ,0, , , ,3,3, , , , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,2,1,1,1,1,1,1,1, , , , , ,4,8,4, , , , , ,2, , , , , , ,35,1,2,1,3,3,0,3,4,3, ,2,3,2,2,1,3,1,99,2, ,78852,R,3,48,1,5.57142857142857,1.99888337110417
101642,1,33015,1,1,1,1,4,1,1,2,2,1,2,2,1,2,1,1,2,1,1, , , ,2,2,2,2,1, , , , , , , , , , , , , ,7,1,2,2,1,1,3,3,4,2,1,2,1,2,1,2,1,2, , , , ,2, , , , , , , , ,2, ,1,2,2,2, , , , ,1,2,2,1,3,3,1,1,3, , , , , ,2,2,2, , , ,1,2,2,2,2,2, , , ,22,6,3,2, , , ,5,2,3, ,2,3,9,2,2, ,1,2, , ,62301,R,2,17,1,2.17142857142857,.779051980532908
101651,1,33015,1,2,2,1,3,1,1,1,1,1,1,2,1,2,1,2, , , ,2,2,8, , , , , ,2,2,8,2,2,2, , , , , , , ,2,1,2,2,3,3, , , , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,8,3,8, , , , , ,1,8,1,1,1, , , ,2,2,1,1,1,1, , , , , , ,75,5,1,2, , , ,6,3,3, ,2,3,9,2,2, ,1,98, , ,33411,S,3,12,3,1,.358773938403313
101652,1,33015,1,1,2,2,3,1,1,2,2,1,2,2,1,5,1,2,2,2,1, , , ,2,2,2,2,2, , , , , , , , , , , , , ,10,1,2,2,1,1,1,4,4,2,1,2,1,1,2,2,2,2, , , , ,1,1,2,2,2, , , , ,2,4,2,2,2,1, , , , ,1,1,2,1,3,3,1,1,1, , , , , ,9,1,1, , , ,3,4,2,2,2,2, , , ,67,1,1,2, , , ,5,1,3, ,2,3,9,2,2, ,1,2, , ,45005,S,2,39,3,1.28571428571429,.461280777947116
101655,1,33015,1,2,2,1,4,1,1,1,1,1,1,1,1,2,1,1, , , ,2,2,2, , , , , ,2,2,1,2,2,2, , , , , , ,5,15,1,2,1,1,1,1,1,1,1,1,2,1,1,2, , , ,2,2,2,1,2, , , , , , , , ,2, , , , , ,1,2,1,2,1,1,1,1, , , , , ,2,1,1,2,1, , , ,1,2,1,1,1,1, , , ,2,2,2,61,1,3,2, , , ,8,1,3, ,2,2, ,4,2, ,1,8, , ,36278,R,3,1,1,1.11428571428571,.399776674220834
101656,1,33015,1,1,1,2,3,1,1,2,2,1,1,2,1,2,1,1,2,2,1, , , ,2,2,2,2,2, , , , , , , , , , , , , ,12,1,2,2,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,2,1,2,3,2,1,2, , , , , ,3,3,2, , , ,1,2,2,2,2,2, , , ,45,3,1,2, , , ,4,2,3, ,2,3,1,2,2, ,1,3, , ,08087,S,1,34,4,2.45714285714286,.881558820076711
101658,1,41215,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1, , , ,2,2,2, , , , , ,1,2,1,2,2,2, , , ,3, , ,5,10,1,2,2,1,3,3, , , ,1,2,1,2,2, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,1,2,1,1, , , , , ,2,1,3,1,2, , , ,2,2,2,8,5,2, , , ,2,2,2,79,5,1,2, , , ,6,3,3, ,2,1, ,1,2, ,1,8, , ,19460,S,1,42,3,1,.358773938403313
101660,1,33015,1,1,1,1,2,3,5,2,2,1,1,2,1,2,1,2,1,1,1, , , ,2,2,2,2,2, , , , , , , , , , , , , ,20,2,2,1,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3,2,3,2,1,1,2, , , , , ,3,3,3, , , ,2,3,2, , , , , , ,74,1,2,2, , , ,8,3,3, ,2,1, ,2,2, ,1,99, , ,85142,S,4,4,3,1.51428571428571,.543286249582159
101665,1,33015,1,1,1,2,3,1,1,1,2,1,2,2,1,2,1,2,2,2,1, , , ,2,2,2,2,2, , , , , , , , , , , , , ,8,1,2,2,1,2,3, , , ,2, ,1,1,1,2,2,2, , , , ,1,2,1,2,2, , , , ,2,4, , , , , , , , ,1,2,1,1,3,3,3,3,3, , , , , ,2,1,2, , , ,1,5,2,2,2,2, , , ,50,6,1,2, , , ,3,2,3, ,2,1, ,2,2, ,1,3, , ,55066,R,2,27,1,1.2,.430528726083975
101669,1,33015,1,1,2,2,3,1,1,2,2,1,2,2,1,2,1,2,2,2,1, , , ,2,2,2,2,2, , , , , , , , , , , , , ,2,1,2,2,1,2,4, , , ,2, ,1,1,1,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,1,1,1,3,1,1,3, , , , , ,2,1,1, , , ,1,5,2,2,2,2, , , ,64,6,1,2, , , ,5,3,3, ,1,2, ,3,2, ,1,2, , ,95241,U,4,6,3,1.6,.574038301445301
101679,1,33015,1,1,1,1,1,2, ,2,2,1,1,1,1,2,1,1,1,1,1, , , ,2,2,2,1,1, , , , , , , , , , ,2, , ,15,1,2,1,2,2, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,3,3,2,2,2,1,1,3, , , , , ,4,2,2, , , ,1,1,2,2,2,2, , , ,16,6,2,2, , , ,2,2,1,1,2,1, ,2,2, ,1,1, , ,91423,U,4,6,5,3,1.07632181520994
101682,1,33015,1,1,2,1,2,1,3,2,2,1,1,1,1,2,1,1,1,1,1, , , ,2,1,1,1,2, , , , , , , ,2,5, ,1, , ,6,1,2,2,1,1,4,3,4,1,8, ,1,2,2,2,2,2, , , , ,1,2,2,2,2, , , , ,2,5,1,1,2,1, , , , ,1,2,1,1,1,3,1,1,2, , , , , ,4,2,2, , , ,1,2,2,2,2,2, , , ,43,1,2,1,0,1,1,8,2,3, ,2,3,1,3,2, ,1,9, , ,50021,S,2,19,3,2.57142857142857,.922561555894233
101683,1,33015,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,2,1,1, , , ,2,1,2,1,2, , , , , , , ,2, , ,2, , ,8,1,2,1,1,1,4,4,5,1,1,2,1,2,2,2,2,2, , , , ,2, , , , , , , , ,2, ,1,1,1,1, , , , ,1,4,2,1,2,2,1,1,3, , , , , ,3,3,3, , , ,1,2,2,2,2,2, , , ,32,6,1,2, , , ,8,1,3, ,2,1, ,3,1,1,1,8, , ,94803,S,4,6,4,1.17142857142857,.420278042129595
101686,1,41015,1,2,2,3,2,2, ,2,2,1,1,2,1,2,1,1, , , ,1,1,1, , , , , ,1,2,2,2,2,2, , , ,5, , , ,36,1,2,2,1,1,1,3,5,2,1,2,1,2,1, , , ,2,2,2,2,1, , , , ,2,2,2,2,2,4, , , , ,2,2,2,2,1,1,2,2, , , , , ,1,1,1,1,1, , , ,1,1,1,1,1,2, , , ,2,2,2,44,1,2,1,0,3,0,6,4,3, ,2,2, ,4,2, ,1,9, , ,11731,S,1,36,4,2.4,.861057452167951
101688,1,33015,1,2,2,1,4,1,1,1,2,1,1,1,1,2,1,1, , , ,2,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,20,1,2,2,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,3,1, , , , , ,1,1,2,1,1, , , ,2,2,2,1,1,2, , , ,2,2,2,38,1,2,2, , , ,6,1,1,3,2,2, ,2,2, ,1,99, , ,16101,R,1,42,2,2.22857142857143,.799553348441668
101705,1,33015,1,2,2,2,2,1,1,1,2,1,1,1,1,2,1,2, , , ,2,2,2, , , , , ,2,2,2,1,2,2, , , , , , , ,15,1,1,2,1,1,1,4,8,1,1,2,1,1,2, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , ,2,2,2,2,1,2,1,1, , , , , ,1,1,1,1,1, , , ,1,1,1,1,3,2, , , ,2,2,2,99,1,2,2, , , ,4,3,3, ,2,3,2,8,2, ,9,99, , ,98198,S,4,53,4,2,.717547876806626
101709,1,40315,1,2,1,3,2,1,1,2,2,2,2,2, , ,2, , , , ,2,2,2, , , , , , , , , , , , , , , , , , ,1,1,2,2,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,3,1, , , , , ,2,1,2,1,1, , , ,3,4,2, , ,2, , , , , , ,50,6,1,2, , , ,2,4,3, ,1,1, ,2,2, ,1,1,2, ,97303,S,4,41,2,5.57142857142857,1.99888337110417
101717,1,33115,1,1,2,2,4,2, ,2,2,1,2,2,2, ,1,2,2,2,1, , , ,2,2,2,2,2, , , , , , , , , , , , , ,2,1,2,2,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,1,2,4,1,2,1, , , , , ,3,8,2, , , ,4,4,2, , , , , , ,70,1,2,2, , , ,3,3,3, ,2,4,9,9,2, ,1,4, , ,17859,S,1,42,2,2.77142857142857,.994316343574895
101721,1,41115,1,2,1,3,1,2, ,2,2,1,1,2,1,2,2, , , , ,2,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,1,1,2,2,1,1,1,1,5,2,1,2,1,1,2, , , ,1,2,2,2,1, , , , ,1,1,2,2,2,4, , , , ,1,2,1,1,1,1,1,1, , , , , ,1,2,1,1,1, , , ,1,1,1,2,2,1, , , ,2,2,2,53,6,1,2, , , ,6,1,3, ,2,3,8,5,2, ,1,3,2, ,33431,U,3,12,3,5.02857142857143,1.80412037597094
101727,1,40315,1,2,1,2,3,2, ,2,2,2,2,2, , ,1,2, , , ,2,2,2, , , , , , , , , , , , , , , , , , ,0, , , ,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,3,1, , , , , ,1,1,1,1,1, , , ,1,4,2, , ,1, , , , , , ,58,3,2,1,0,1,1,3,6,3, ,1,4,1,3,2, ,1,2, , ,40229,U,3,21,4,2.88571428571429,1.03531907939242
101729,1,33115,1,1,2,2,2,1,3,2,2,1,2,1,1,2,1,2,2,2,1, , , ,2,2,2,1,2, , , , , , , , , , ,6, , ,0, , , ,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,3,1,1,3,1,1,1, , , , , ,8,1,1, , , ,8,9,2,2,2,2, , , ,57,2,2,2, , , ,4,1,3, ,2,2, ,4,2, ,1,99, , ,29072,S,3,45,3,2.65714285714286,.953313607757374
101736,1,33115,1,2,2,1,3,1,2,2,2,1,1,1,1,2,1,1, , , ,2,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,0, , , ,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,3,1, , , , , ,2,1,2,1,1, , , ,2,2,1,2,3,2, , , , , , ,67,1,2,2, , , ,3,3,3, ,2,3,1,2,2, ,1,99, , ,68701,R,2,31,1,1.45714285714286,.522784881673399
101739,1,33115,1,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1, , , ,2,2,2,2,2, , , , , , , , , , , , , ,3,1,2,2,1,3,4, , , ,1,2,2,2,2,2,1,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,3,1,2,2,1,1,1, , , , , ,1,1,1, , , ,1,4,2,2,2,2, , , ,70,3,2,2, , , ,8,3,3, ,2,2, ,5,2, ,2,6, , ,60617,U,2,17,5,1,.358773938403313
101744,1,33115,1,2,2,1,4,1,1,2,2,2,2,2, , ,1,2, , , ,2,2,2, , , , , , , , , , , , , , , , , , ,2,1,2,2,2,3, , , , ,1,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,2,1, , , , , ,2,2,1,1,2, , , ,1,2,2, , ,2, , , ,2,2,2,80,5,1,2, , , ,3,4,3, ,1,1, ,2,2, ,1,99, , ,28645,S,3,37,2,1.34285714285714,.481782145855877
101751,1,33115,1,2,2,2,3,1,1,2,2,2,2,2, , ,1,8, , , ,2,2,2, , , , , , , , , , , , , , , , , , ,0, , , ,3,3, , , , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,1, , , , , ,1,1,1,1,1, , , ,2,1,2, , ,2, , , , , , ,76,5,5,2, , , ,1,6,3, ,1,2, ,2,2, ,1,2, , ,01844,S,1,25,4,2.62857142857143,.943062923802994
101754,1,33115,1,2,2,1,3,1,1,2,2,2,2,2, , ,2, , , , ,2,2,2, , , , , , , , , , , , , , , , , , ,3,1,2,2,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,3,1, , , , , ,8,1,3,3,8, , , ,1,4,4, , ,2, , , , , , ,92,5,1,2, , , ,3,3,3, ,2,2, ,4,2, ,1,99,2, ,32666,R,3,12,1,2.68571428571429,.963564291711754
101763,1,40315,1,2,2,2,3,1,2,2,2,2,2,2, , ,1,2, , , ,1,2,1, , , , , , , , , , , , , , , , , , ,0, , , ,2,3, , , , ,1,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,3,2, , , , , ,1,1,1,1,1, , , ,1,1,1, , ,2, , , ,2,2,2,49,4,2,2, , , ,3,1,3, ,2,1, ,4,2, ,2,1, , ,29571,R,3,45,1,2.88571428571429,1.03531907939242
101772,1,33115,1,2,2,1,2,1,3,2,2,2,2,2, , ,2, , , , ,2,2,2, , , , , , , , , , , , , , , , , , ,0, , , ,2,3, , , , ,1,1, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,3,2, , , , , ,8,2,1,2,1, , , ,2,8,2, , ,2, , , ,2,2,2,83,5,2,2, , , ,3,4,3, ,2,2, ,3,1,1,1,3,2, ,48193,S,2,26,5,5.57142857142857,1.99888337110417
101775,1,33115,1,2,2,2,4,1,1,2,1,1,1,2,1,2,1,1, , , ,2,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,36,1,2,2,1,3,4, , , ,1,2,2,2,2, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,1,2,2,1, , , , , ,2,2,2,1,1, , , ,1,8,2,2,2,2, , , ,2,2,2,77,5,1,2, , , ,7,3,3, ,2,2, ,1,2, ,1,7, , ,28340,R,3,37,2,1,.358773938403313
101783,1,33115,1,2,1,3,3,1,2,2,2,1,2,2,1,8,2, , , , ,2,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,0, , , ,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,8,8,3,3, , , , , ,2,8,3,3,1, , , ,8,3,8,4,3,2, , , ,2,2,2,70,1,2,2, , , ,3,3,3, ,2,1, ,3,2, ,1,2,2, ,73533,R,3,40,1,5.57142857142857,1.99888337110417
